##NAME|SUBNAME|TELNUM|NEWADDR|ETCADDR|TYPE|SINCE|WEBSITE@@작은도서관
돈암2동 새마을문고|||서울특별시 성북구 흥천사길 7, (돈암동) 600||공립|1997|
돈의문센트레빌작은도서관|||서울특별시 서대문구 독립문로14길 33, (냉천동, 돈의문센트레빌) 돈의문센트레빌작은도서관||사립|2012|
돌리네책빵|||서울특별시 성북구 한천로82길 11, (석관동) 2cmd||사립|2015|
동네작은도서관|||서울특별시 영등포구 당산로 214(당산 삼성 래미안) 4차(아)상가1동 B1호||사립|2014|
동대문구 문화회관 자료정보실|||서울특별시 동대문구 답십리로 210-9, (답십리동)||공립|1997|
동선동 새마을문고|||서울특별시 성북구 동소문로26길 27, (동선동3가) 동선동주민센터 2층||공립|1999|
동선문고|||서울특별시 성북구 아리랑로5길 25(브라운스톤 동선아파트)||사립|2012|
동성1,2차아파트문고|||서울특별시 중랑구 신내로 126(동성아파트) 관리사무소1층||사립|1999|
동성3차아파트문고|||서울특별시 중랑구 신내로 110, (신내동, 동성아파트) 1층||사립|2002|
동은 작은도서관|||서울특별시 강북구 인수봉로 280-1, (수유동) 3층||사립|2016|
동작샘터도서관|||서울특별시 동작구 동작대로29길 63-26(동작구다문화가족지원센터) 1층 샘터도서관||공립|2009|
동화동 새마을작은도서관|||서울특별시 중구 다산로36길 100(동화동주민센터) 3층||공립|1999|
두껍아두껍아 어린이도서관|||서울특별시 영등포구 디지털로 412 2층||사립|2006|
두날개작은도서관|||서울특별시 영등포구 가마산로 333(유현빌딩) 3층||사립|2013|
두드림도서관|||서울특별시 은평구 진관3로 15-35(은평뉴타운구파발아파트) 1001동 1층||사립|2011|
두리하나 작은도서관|||서울특별시 관악구 국회단지길 105 1층||사립|2012|
두산아파트 새마을문고|||서울특별시 종로구 지봉로5길 7, (창신동, 두산아파트)||사립|2001|
두산화성문고|||서울특별시 중랑구 신내로 155(신내8단지두산.화성아파트) 신내로 155||사립|1999|
둘레길 작은도서관(천왕 4단지)|||서울특별시 구로구 천왕로 29, (천왕동, 천왕 이펜하우스 4단지) 천왕이펜하우스 4단지||사립|2013|
둥그레문고|||서울특별시 동대문구 장안벚꽃로1길 7(장안힐스테이트아파트)  장안힐스테이트 관리동 지층||사립|2008|
뒤죽박죽도서관|||서울특별시 성북구 서경로2길 21, (정릉동) 1층||사립|2015|
드림 작은도서관|||서울특별시 강남구 언주로121길 5, (논현동) 2층||사립|2016|
드림도서관|||서울특별시 강북구 오현로 10, (미아동) 2층||사립|2016|
등마루골 작은도서관|||서울특별시 강서구 등촌로 143(등촌2동주민센터) 560-12||공립|2013|
등불작은도서관|||서울특별시 강서구 마곡중앙3로 84, (마곡동) 등불작은도서관||사립|2013|
등촌아이파크 도서관|||서울특별시 강서구 등촌로 163(등촌아이파크아파트) 등촌아이파크도서관||사립|2009|
라온제나 작은도서관|||서울특별시 도봉구 우이천로20길 7, (창동, 건영캐스빌아파트)||사립|2012|
람원문고|||서울특별시 강서구 까치산로 164(람원도서관) 람원도서관||사립|2008|
래미안 석관북카페|||서울특별시 성북구 화랑로 214(래미안석관) 관리동(2층)||사립|2010|
래미안 푸른숲 도서관|||서울특별시 은평구 진관3로 77(은평뉴타운구파발아파트) 924동 1층||사립|2011|
래미안포레 작은도서관|||서울특별시 강남구 밤고개로21길 25, (자곡동, 래미안포레아파트) 래미안포레 작은도서관||사립|2015|
로뎀문고|||서울특별시 중랑구 동일로169길 40(순창빌딩) 3층||사립|2007|
로아스페이스|||서울특별시 구로구 새말로 31, (구로동, 롯데구로아파트) 롯데아파트상가 205호||사립|2015|
로즈빌도서관|||서울특별시 구로구 경인로 343, (고척동, 삼환로즈빌) 관리사무소건물 2층||사립|2011|
롯데캐슬도서관|||서울특별시 강동구 고덕로 131(강동롯데캐슬퍼스트아파트) 관리동 지하1층||사립|2012|
롯데캐슬문고|||서울특별시 은평구 진관3로 70(은평뉴타운상림마을) 은평뉴타운 830동 1층||사립|2010|
리본SH 작은도서관|||서울특별시 서초구 바우뫼로18길 20(양재리본타워1단지) 양재리본타워1단지아파트||사립|2014|
리본숲SH 작은도서관|||서울특별시 서초구 매헌로16길 40, 양재동 (양재동, 양재리본타워2단지) 양재리본타워2단지 관리동2층||사립|2015|
리틀영어도서관|||서울특별시 관악구 난향길 10, (신림동) 2층||사립|2016|
마고정 작은도서관|||서울특별시 은평구 진관2로 60(은평뉴타운마고정아파트) 335동 1층 뒤||사립|2013|
마곡엠밸리5단지 SH작은도서관|||서울특별시 강서구 마곡서1로 111-11, (마곡동, 마곡엠밸리5단지) 마곡엠밸리5단지SH작은도서관||사립|2015|
마을도서관(학마을2단지)|||서울 양천구 신정3동 신정로 14길 1 학마을아파트 2단지||사립|2013|
마장동 작은도서관|||서울특별시 성동구 마장로42길 11, (마장동) 마장동주민센터 3층||공립|1995|
마중물도서관|||서울특별시 구로구 경인로3길 97, (온수동, 대흥빌라) 상가건물 3층||사립|2014|
마천1동새마을문고|||서울특별시 송파구 마천로 303(마천1동주민센터) 동주민센터 1층||공립|1995|
마천2동새마을문고(글수레작은도서관)|||서울특별시 송파구 마천로 287, (마천동) 동주민센터 2층||공립|1996|
마포어린이영어도서관|||서울특별시 마포구 도화4길 53, (도화동) 2층||공립|2009|
마포푸르메어린이도서관|||서울특별시 마포구 월드컵북로 494, (상암동) 넥슨어린이재활병원 1층||공립|2016|
만나문고|||서울특별시 중랑구 동일로 620, (면목동) 만나교회 1층||사립|2005|
많은샘작은도서관|||서울특별시 강서구 양천로75길 13(샘터성결교회) 2층||사립|2015|
맑은누리 작은도서관|||서울특별시 금천구 시흥대로58길 36, (시흥동)||공립|1995|
매바위 북카페|||서울특별시 은평구 백련산로 100(응암제2동주민센터)||공립|2013|
메아리작은도서관|||서울특별시 노원구 동일로217길 48(노원평생교육원) 735-1 노원평생교육원 1층||공립|2011|
명지어린이영어도서관|||서울특별시 서대문구 가좌로 117, (홍은동) 명지어린이영어도서관||사립|2010|
목1동 도서방|||서울 양천구 목1동 목동서로 192||공립|2000|
목3동꿈자람작은도서관|||서울 양천구 목3동 목동중앙남로 16나길55||공립|2014|
목화마을공립작은도서관|||서울특별시 영등포구 선유로13길 25, (문래동6가) 에이스하이테크시티2차 218호||공립|2016|
몽당연필도서관|||서울특별시 구로구 오리로20길 32, (궁동) 평화의 교회||사립|2007|
무악다솜방|||서울특별시 종로구 통일로14길 36(무악동주민센터) 무악동주민센터 2층||공립|2012|
무지개영어도서관|||서울특별시 은평구 서오릉로21길 11, (구산동) 1층||사립|2010|
무학도서관|||서울특별시 성동구 행당로 123, (행당동) 무학교회 별관 지하 1층||사립|2006|
문래동새마을공립작은도서관|||서울특별시 영등포구 도림로141가길 16||공립|2006|
문성도서관|||서울특별시 관악구 신림로58길 13, (신림동) 문성교회||사립|2015|
문정1동새마을문고(느티나무작은도서관)|||서울특별시 송파구 동남로 116(문정1동주민센터) 동주민센터 2층||공립|1988|
문정2동새마을문고(숯내작은도서관)|||서울특별시 송파구 중대로 16, (문정동) 동주민센터 1층||공립|1996|
문정인문학도서관|||서울특별시 송파구 동남로 113, (가락동) 402호||사립|2013|
물빛마을글방|||서울특별시 은평구 은평터널로 48(은평종합사회복지관) 4층||사립|2007|
뭐든지 도서관|||서울특별시 종로구 창신길 167-1, (창신동)||사립|2012|
미성동 책의향기 작은도서관|||서울특별시 관악구 난곡로 249(미성동주민센터) 3층||공립|1993|
미아동 새마을문고|||서울특별시 강북구 솔매로49길 14(미아동 복합청사, 미아문화정보도서관) 2층||공립|1997|
밀미리작은도서관|||서울특별시 서초구 논현로7길 24, (양재동) 101호||사립|2016|
바다의별 작은도서관|||서울특별시 은평구 통일로 786(천주교불광동교회) 천주교불광동교회||사립|2014|
반디작은도서관|||서울특별시 노원구 동일로227길 97(상계8동주민센터) 동일로 227길 97||공립|1995|
반딧불 작은도서관|||서울특별시 강동구 천호대로187길 6, (길동) 길동자치회관 2층||공립|2014|
반딧불이작은도서관|||서울특별시 도봉구 해등로 307, (방학동, 우성2차아파트)||사립|2008|
반석도서관|||서울특별시 강동구 천중로49길 32-10 1층||사립|2011|
반포1동 작은도서관|||서울특별시 서초구 사평대로 273(반포1동 주민센터) 20-48||공립|1999|
반포2동 작은도서관|||서울특별시 서초구 신반포로15길 16, (반포동) 주민센터 2층||공립|2001|
반포3동 작은도서관|||서울특별시 서초구 신반포로23길 78, (잠원동)||공립|1999|
반포4동 작은도서관|||서울특별시 서초구 사평대로28길 70(반포4동주민센터) 반포4동주민센터||공립|2000|
반포본동 작은도서관|||서울특별시 서초구 신반포로 10(반포본동주민센터) 1130||공립|2000|
발음작은도서관|||서울특별시 강서구 강서로47다길 35(발음교회) 발음도서관||사립|2008|
밝은작은도서관|||서울특별시 강북구 삼양로19길 74, (미아동) 엄마손마트 지하||사립|2004|
방그리나작은도서관|||서울특별시 강서구 금낭화로24길 5, (방화동) 2층||공립|2012|
방배1동 작은도서관|||서울특별시 서초구 효령로29길 43, (방배동)||공립|1994|
방배2동 작은도서관|||서울특별시 서초구 청두곶길 36(방배2동주민센터)||공립|1999|
방배3동 작은도서관|||서울특별시 서초구 방배로10길 10-20(방배3동주민센터) 983-14||공립|2000|
방배4동 작은도서관|||서울특별시 서초구 방배로 173, (방배동) 3층 방배4동 주민센터 작은도서관||공립|2007|
방배마을작은도서관|||서울특별시 서초구 방배천로 16 17 1층||사립|2012|
방배본동 작은도서관|||서울특별시 서초구 동광로19길 38, (방배동) 774-9||공립|1994|
방이1동새마을문고|||서울특별시 송파구 위례성대로16길 22(방이1동주민센터) 동주민센터2층||공립|1990|
방이2동새마을문고(방이2동작은도서관)|||서울특별시 송파구 백제고분로 495, (방이동) 동주민센터 1층||공립|1993|
방학1동 공립 작은도서관|||서울특별시 도봉구 방학로2길 27, (방학동) 방학1동주민센터||공립|1995|
방학2동 공립 작은도서관|||서울특별시 도봉구 시루봉로 226, (방학동) 방학2동주민센터||공립|1995|
방학3동 공립 작은도서관|||서울특별시 도봉구 해등로32길 80, (방학동) 김수영문학관3층||공립|1997|
배고픈사자|||서울특별시 구로구 구로동로38길 10, (구로동) 2층||사립|2015|
배꼽빠지는 도서관|||서울특별시 구로구 구일로10길 53, (구로동, 현대아파트)||사립|2012|
배다리 작은도서관|||서울특별시 강서구 곰달래로25길 45(화곡8동주민센터) 2층||공립|2012|
배바위골도서관|||서울특별시 성북구 정릉로8길 40-20(북악교회)||사립|2007|
배움의기쁨작은도서관|||서울특별시 광진구 아차산로44길 29, (자양동) 1층||사립|2016|
백련산힐스 작은도서관|||서울특별시 은평구 백련산로 38(백련산 힐스테이트 2차) 208동 1층||사립|2014|
백합어린이도서관|||서울특별시 용산구 후암로15길 19-22(후암백합교회)||사립|2008|
번1동 새마을문고|||서울특별시 강북구 덕릉로41길 74, (번동) 2층||공립|1996|
번2동 새마을문고|||서울 강북구 번2동 한천로 897 번2동주민센터 2층||공립|1995|
번3동 새마을문고|||서울특별시 강북구 한천로105길 21, (번동) 2층||공립|1995|
번창작은도서관|||서울특별시 도봉구 노해로66길 95, (창동, 궁전맨션) 지하1층||사립|2016|
벧엘도서관|||서울특별시 강북구 삼양로19길 109, (미아동) 아파트상가 지하||사립|2010|
별빛초롱문고|||서울특별시 강북구 삼각산로 157, (수유동)||사립|2008|
볏고을작은도서관|||서울특별시 강서구 곰달래로57가길 26(화곡4동주민센터) 2층||공립|2013|
보라매e편한세상작은도서관|||서울특별시 동작구 보라매로 70, (신대방동, 보라매e편한세상아파트) 정문입구 1층 보라매e편한세상 작은도서관||사립|2011|
보라매동 다사랑 작은도서관|||서울특별시 관악구 봉천로 279-8(보라매동주민센터) 2층||공립|1993|
보문동 새마을문고|||서울특별시 성북구 안암로3길 35, (보문동7가) 2층||공립|1997|
복사골작은도서관|||서울특별시 마포구 도화4길 53 3~4층||공립|2013|
본동작은도서관|||서울특별시 동작구 노량진로32길 10(노량진1동주민센터출장소) 2층 본동작은도서관||공립|2013|
봉원교회 샘뜰 작은도서관|||서울특별시 서대문구 봉원사2길 13, (봉원동) 봉원교회||사립|2016|
봉천5동작은문고|||서울특별시 관악구 성현로 10, (봉천동) 0||사립|2007|
봉현 작은 도서관|||서울특별시 관악구 관악로 255-7, (봉천동)||공립|2011|
부엉이 작은도서관|||서울특별시 강동구 진황도로23길 7, (천호동) 천호3동주민센터 1층||공립|1995|
북가좌1동 늘푸른열린작은도서관|||서울특별시 서대문구 수색로 100-55, (북가좌동) 북가좌1동주민센터 2층||공립|2008|
북소리|||서울특별시 중구 수표로 27, (저동2가) 중부경찰서 1층||사립|2015|
북아현 북카페|||서울특별시 서대문구 북아현로 24, (북아현동) 북아현동주민센터 2층||공립|2013|
북카페 두드림|||서울특별시 용산구 효창원로8길 3(원효로제2동 주민센터) 4층||공립|2014|
북카페 라온아토|||서울특별시 용산구 한강대로38길 28(한강로동주민센터) 3층||공립|2014|
북카페 자유다|||서울특별시 용산구 서빙고로 279(서빙고동주민센터) 1층||공립|2012|
북카페 청마루|||서울특별시 용산구 녹사평대로 150(용산구종합행정타운) 10층||공립|2011|
북트립어린이영어도서관|||서울특별시 마포구 서강대길 3(서강빌딩) 서강빌딩 2층||사립|2014|
북한산 힐스테이트 1차 솔숲문고|||서울특별시 은평구 불광로2길 39(북한산힐스테이트1차아파트) 1111동 지하||사립|2009|
북한산둘레길 북카페|||서울특별시 강북구 4.19로28길 10, (수유동) 북한산둘레길 북카페||사립|2013|
북한산아이파크독서당|||서울특별시 도봉구 도봉로136길 28, (창동, 북한산 아이파크)||사립|2007|
불교영어도서관|||서울특별시 종로구 율곡로 52||사립|2007|
브리즈힐도서관|||서울특별시 강남구 자곡로3길 45, (자곡동, LH 강남브리즈힐) LH강남브리즈힐 작은도서관||사립|2016|
블루밍문고|||서울특별시 관악구 은천로 93, (봉천동, 벽산블루밍아파트) 벽산블루밍아파트관리사무소 밑||사립|2005|
비전뜰 도서관|||서울특별시 은평구 통일로92길 7-1 남북교회||사립|2014|
비전작은도서관|||서울특별시 강서구 곰달래로60길 39, (화곡동) 지층||사립|2016|
쁘레네 작은도서관 별찌|||서울특별시 송파구 오금로46길 11, (가락동) 2층 202호||사립|2012|
사근동 어린이놀이터도서관|||서울특별시 성동구 사근동길 37, (사근동) 사근동공공복합청사 지하 1층||공립|2005|
사당1동마을문고|||서울특별시 동작구 동작대로17길 28(사당1동 주민센터) 주민센터 내||공립|2001|
사당2동마을문고|||서울특별시 동작구 동작대로29길 52, (사당동)||공립|2001|
사당3동마을문고|||서울 동작구 사당동 사당로 17길 86||공립|2001|
사당4동마을문고|||서울특별시 동작구 사당로16아길 6(사당4동 주민센터) 2층||공립|2001|
사당5동마을문고|||서울특별시 동작구 사당로2가길 219, (사당동) 3층||공립|2001|
사랑기쁨도서관|||서울특별시 관악구 난향길 10 3층||사립|2014|
사랑듬북 작은도서관|||서울특별시 동대문구 사가정로23나길 12, (장안동) 참사랑교회 1층||사립|2016|
사랑방 작은도서관|||서울특별시 은평구 백련산로2길 42(백련산 힐스테이트 2차) 212동 1층||사립|2014|
사랑방문고(신정이펜5단지)|||서울 양천구 신정3동 신정이펜1로 27 신정이펜하우스 5단지||사립|2012|
산돌어린이도서관|||서울특별시 금천구 시흥대로75길 12, (시흥동) 산돌문화센타 2층||사립|2004|
산미소작은도서관|||서울특별시 도봉구 노해로57길 94, (쌍문동) 1층||사립|2016|
산책마을 SH작은도서관|||서울특별시 은평구 연서로46길 7, (진관동, 은평뉴타운기자촌11단지) 1110동 B1||사립|2016|
삼각산 재미난 도서관|||서울특별시 강북구 4.19로8길 7-22, (수유동) -||사립|2014|
삼각산동 새마을문고|||서울특별시 강북구 솔샘로 174, (미아동, SK북한산시티아파트) 관리사무소 내||공립|2004|
삼선푸르지오 작은도서관|||서울특별시 성북구 보문로29다길 31(대우푸르지오아파트) 삼선푸르지오(아)||사립|2008|
삼성도서관|||서울특별시 강남구 봉은사로 616, (삼성동) 161-2 삼성1동주민센터 동관 4층||공립|2009|
삼성동 샛별 작은도서관|||서울특별시 관악구 호암로 589(삼성동주민센터) 3층||공립|1992|
삼성작은도서관|||서울특별시 관악구 호암로 520, (신림동) 1층||공립|2011|
삼양동 새마을문고|||서울특별시 강북구 삼양로 268, (미아동) 주민센타 2층||공립|1996|
삼전동새마을문고(삼학사작은도서관)|||서울특별시 송파구 백제고분로 236(삼전동주민센터) 동주민센터 2층||공립|1994|
삼창도서관|||서울특별시 노원구 한글비석로15길 14-34(삼창교회) 삼창교회||사립|2011|
삼청공원 숲속도서관|||서울특별시 종로구 북촌로 134-3(삼청공원숲속도서관) 삼청공원 내||공립|2013|
상계숲속작은도서관|||서울특별시 노원구 동일로227길 106(북카페) 상계숲속작은도서관||공립|2014|
상계주공14단지아파트 문화사랑방도서실|||서울특별시 노원구 동일로228길 23, (상계동, 상계주공14단지아파트) 626 주공14단지관리동 2층||사립|2005|
상도1동마을문고|||서울특별시 동작구 상도로53길 9, (상도동) 2층||공립|2004|
상도2동마을문고|||서울특별시 동작구 상도로 211, (상도동) 2층||공립|2001|
상도3동마을문고|||서울특별시 동작구 성대로2길 11(상도3동 주민센터) 주민센터 내||공립|2001|
상도4동마을문고|||서울특별시 동작구 성대로29길 53, (상도동) 2층||공립|2001|
상도SH-Ville작은도서관|||서울특별시 동작구 상도로53길 70, (상도동, 상도에스에이치빌) 203동 지하2층||사립|2009|
상도더샵아파트 작은도서관|||서울특별시 동작구 장승배기로4길 9, (상도동, 상도 더 샵 아파트) 113동 관리사무소 건물||사립|2009|
상도중앙 작은도서관|||서울특별시 동작구 상도로15가길 16(상도중앙교회) 상도중앙 작은도서관||사립|2014|
상림6 작은도서관|||서울특별시 은평구 진관4로 107(은평뉴타운상림마을) 621동 1층||사립|2009|
상상 도서관|||서울특별시 관악구 호암로 405, (신림동) 성장교회 2층||사립|2016|
상상마루작은도서관|||서울특별시 강동구 상일로 152, (강일동, 고덕리엔파크1단지아파트) 107동 1층||사립|2015|
상암동문고|||서울특별시 마포구 매봉산로2길 16(상암동주민센터) 상암동주민센터||공립|2010|
상암월드컵파크11단지도서관|||서울특별시 마포구 월드컵북로 502-37(상암월드컵파크11단지) 11단지 내||사립|2012|
상암월드컵파크7단지도서관|||서울특별시 마포구 상암산로1길 92(상암월드컵파크7단지아파트) 7단지 내||사립|2012|
새광명도서관|||서울특별시 구로구 개봉로18길 39, (개봉동) 259-13||사립|2010|
새로운어린이도서관|||서울특별시 중랑구 겸재로 138, (면목동) 2층||사립|2002|
새마을문고망우3동분회 작은도서관|||서울특별시 중랑구 용마산로 461(망우3동 주민센터) 2층||공립|1995|
새마을문고망우본동분회 작은도서관|||서울특별시 중랑구 망우로67길 10, (망우동) 3층||공립|1995|
새마을문고면목2동분회 작은도서관|||서울특별시 중랑구 동일로101길 20-15, (면목동) 2층||공립|2004|
새마을문고면목3.8동분회 작은도서관|||서울특별시 중랑구 사가정로51길 48(면목3,8동 주민센터) (면목동)||공립|1995|
새마을문고면목4동분회 작은도서관|||서울특별시 중랑구 면목로 246(면목4동 주민센터) (면목동)||공립|1999|
새마을문고면목5동분회 작은도서관|||서울특별시 중랑구 동일로 619(면목5동 복합청사) (면목동)||공립|2005|
새마을문고면목7동분회 작은도서관|||서울특별시 중랑구 사가정로50길 91, (면목동) 커뮤니티센터 2층||공립|2002|
새마을문고묵1동분회 작은도서관|||서울특별시 중랑구 공릉로2가길 5, (묵동) 2층, 묵1동 주민센터||공립|1995|
새마을문고묵2동분회 작은도서관|||서울특별시 중랑구 동일로157길 29(묵2동 주민센터) 2층||공립|1995|
새마을문고상봉1동분회 작은도서관|||서울특별시 중랑구 상봉중앙로1길 6(상봉1동 주민센터) 2층||공립|2004|
새마을문고상봉2동분회 작은도서관|||서울특별시 중랑구 봉우재로 93-5(상봉2동 주민센터, 상봉2치안센터)||공립|2001|
새마을문고신내1동분회 작은도서관|||서울특별시 중랑구 용마산로129나길 35(신내1동 주민센터) 2층||공립|2004|
새마을문고영등포구지부공립작은도서관|||서울특별시 영등포구 국회대로 596(영등포구민회관)  구민회관 3층||공립|2005|
새마을문고중화1동분회 작은도서관|||서울특별시 중랑구 동일로134길 17(중화1동 주민센터)||공립|2006|
새마을문고중화2동분회 작은도서관|||서울특별시 중랑구 봉화산로3길 28(중화2동 주민센터)||공립|2001|
새비전도서관|||서울특별시 송파구 거마로7길 44, (거여동) 2층||사립|2012|
새빛작은도서관|||서울특별시 광진구 아차산로 330, (자양동) 1층||사립|1998|
새소망도서관|||서울특별시 중랑구 용마산로62길 43, (면목동, 용마동아아파트) 203호||사립|2016|
새솔도서실|||서울특별시 서대문구 북아현로19길 58-21, (북아현동) 1층 새솔도서실||사립|2005|
새싹문고|||서울특별시 강서구 수명로2길 105, 514동 1층 (내발산동, 마곡수명산파크5단지아파트) 514동 1층||사립|2015|
새희망작은도서관|||서울특별시 양천구 지양로 96 2층||사립|2014|
샘터작은도서관(우물골 8단지 마을문고)|||서울특별시 은평구 진관2로 111-7(은평뉴타운우물골) 220동 지하1층||사립|2012|
생각열매 작은도서관|||서울특별시 강서구 공항대로53가길 55(등촌1동 주민센터) 2층||공립|2012|
생글작은도서관|||서울특별시 도봉구 우이천로32길 35, (쌍문동) 2층||사립|2007|
생명나무도서관|||서울특별시 동작구 양녕로 249, (상도1동) 3층||사립|2009|
생명샘작은도서관|||서울특별시 양천구 목동중앙본로3길 10, (목동) 2층(대한예수교 장로회 생명샘교회)||사립|2016|
생명의전화종합사회복지관 생명가족작은도서관|||서울특별시 성북구 오패산로 21(생명의전화(종합복지관))||사립|2010|
서남작은 도서관|||서울특별시 구로구 부일로11길 32, (궁동, 대주빌라)||사립|2012|
서림동 글사랑 작은도서관|||서울특별시 관악구 신림로29길 6(서림동주민센터) 2층||공립|1993|
서문어린이도서관|||서울특별시 은평구 가좌로10길 10, (응암동)||사립|2013|
서영문고|||서울특별시 강북구 삼각산로 98, (수유동) 2층||사립|2002|
서울가든빌라 도서관|||서울특별시 구로구 경인로 83, (오류동, 서울가든빌라) 관리사무소건물 2층||사립|2011|
서울남문고|||서울특별시 구로구 구로동로17길 37-4, (구로동)||사립|2004|
서울비젼문고|||서울특별시 용산구 원효로71길 24(서울비전교회)||사립|2008|
서울숲옆다루작은도서관|||서울특별시 성동구 서울숲6길 14, (성수동1가) 거암아트빌라 201호||사립|2016|
서원동 어울 작은도서관|||서울특별시 관악구 신림로 282(서원동주민센터) 2층||공립|1993|
서원마을작은도서관|||서울특별시 강동구 올림픽로 936, (암사동) 마을회관 2층||공립|2012|
서초1동 작은도서관|||서울특별시 서초구 사임당로 89, (서초동)||공립|2013|
서초2동 작은도서관|||서울특별시 서초구 서초대로70길 51, (서초동)||공립|2004|
서초3동 작은도서관|||서울특별시 서초구 반포대로 58, (서초동, 서초아트자이)||공립|1999|
서초4동 작은도서관|||서울특별시 서초구 서운로26길 3, (서초동)||공립|1995|
서초FORESTA6단지 작은도서관|||서울특별시 서초구 청계산로9길 1-12, (신원동, 서초포레스타6단지) 작은도서관||사립|2016|
서초구청 작은도서관|||서울특별시 서초구 남부순환로 2584, (서초동) 서초구청 1층||공립|2015|
서초더샵포레 작은도서관|||서울특별시 서초구 헌릉로8길 58 (내곡동, 서초더샵포레) 서초더샵포레 작은도서관 1,2관||사립|2015|
서초어린이책마을|||서울특별시 서초구 반포대로 57, (서초동) 구립서초유스센터 6층||공립|2006|
서초포레스타3단지 작은도서관|||서울특별시 서초구 헌릉로8길 22 (신원동, 서초포레스타3단지) 신원동, 서초포레스타3단지||사립|2015|
석관동 새마을문고|||서울특별시 성북구 화랑로 296, (석관동) 석관동 주민센터 3층||공립|1997|
석천문화관|||서울특별시 종로구 성균관로17길 11 (명륜1가 4)||사립|2006|
성광작은도서관|||서울특별시 성북구 보국문로16길 87(예수교 대한성결교회 성광교회)||사립|2009|
성대골어린이도서관|||서울특별시 동작구 성대로12길 1, (상도동) 2층||사립|2010|
성동자활지역센터 북카페 다온|||서울특별시 성동구 매봉길 21, (옥수동) 성동지역자활센터 4층||공립|2015|
성락도서관|||서울특별시 성동구 성수일로10길 33, (성수동2가) 성락교회 5층 506호||사립|2011|
성메 작은도서관|||서울특별시 마포구 월드컵북로30길 22(성산2동주민센터) 2층||공립|2008|
성북동 새마을문고|||서울특별시 성북구 성북로 37, (성북동1가) 1층||공립|1997|
성산1동문고|||서울특별시 마포구 성산로4길 15(성산1동주민센터) 성산1동주민센터||공립|2010|
성산글마루작은도서관|||서울특별시 마포구 월드컵북로 235(성산시영아파트) 대우복지관 3층||공립|2011|
성수1가제1동 작은도서관|||서울특별시 성동구 뚝섬로3길 18, (성수동1가) 성수1가제1동주민센터 2층 로비||공립|1995|
성수2가제1동 어린이작은도서관|||서울특별시 성동구 뚝섬로 385-19, (성수동2가) 성수2가제1동주민센터 2층||공립|1995|
성수2가제3동 작은도서관|||서울특별시 성동구 광나루로2길 35, (성수동2가) 성수2가제3동주민센터 5층||공립|2007|
성신 비전스쿨 작은도서관|||서울특별시 광진구 동일로 160, (화양동) 성신비전스쿨 작은도서관||사립|2016|
성심중앙문고|||서울특별시 강북구 삼양로117길 58, (수유동) 3층||사립|2007|
성원아파트문고|||서울특별시 중랑구 신내로 51, (신내동, 성원아파트) 1층||사립|1999|
성현동 파랑새 작은도서관|||서울특별시 관악구 구암길 38(성현동 주민센터) 2층||공립|1993|
세계동화 작은도서관|||서울특별시 송파구 오금로 214, (송파동) 2층||사립|2012|
세곡 리엔파크 5단지 도서관|||서울특별시 강남구 헌릉로590길 63, (세곡동, 세곡리엔파크5단지) 관리사무소 2층||사립|2016|
세곡도서관|||서울특별시 강남구 밤고개로 286, (율현동) 세곡도서관||공립|2003|
세레니티문고|||서울특별시 성북구 종암로23길 35(래미안세레니티) 133 래미안 세레니티 205동||사립|2010|
세빛도서관|||서울특별시 서대문구 통일로35길 18, (홍제동) 2층||사립|2016|
셀북도서관|||서울특별시 마포구 신촌로12길 11, (노고산동) 신촌성결교회||사립|2016|
소곤소곤 왁자지껄|||서울특별시 성북구 종암로14길 12-16||사립|2007|
소나무언덕1호 작은도서관|||서울특별시 송파구 올림픽로47길 9, (풍납동, 쌍용아파트) 3층||공립|2008|
소나무언덕4호 작은도서관|||서울특별시 송파구 송이로 34, (송파동)||공립|2010|
소리마을작은도서관|||서울특별시 성북구 삼양로9길 14-7, (길음동) 2층||사립|2016|
소망의나무작은도서관|||서울특별시 금천구 금하로11길 14, (시흥동) 시흥장로교회||사립|2016|
손기정문화체육센터정보도서관|||서울특별시 중구 손기정로 101(손기정공원) 손기정문화체육센터||공립|2008|
솔로몬도서관|||서울특별시 마포구 토정로32길 13(한강삼성아파트) 상가 3층||사립|2008|
솔밭작은도서관|||서울특별시 도봉구 우이천로48길 4, (쌍문동) 2층||사립|2007|
솔향기 북카페|||서울특별시 강동구 고덕로97길 20, (강일동, 강일리버파크10단지아파트) 관리동 2층||공립|2011|
송정 작은도서관|||서울특별시 강서구 송정로 45(공항동주민센터) 2층||공립|2013|
송중동 새마을문고|||서울특별시 강북구 도봉로20나길 6, (미아동) 송중문화정보도서관 3층||공립|1995|
송천 아름인 도서관|||서울특별시 강북구 솔샘로 271, (미아동) 송천아름인지역아동센터 3층||사립|2013|
송천동 새마을문고|||서울특별시 강북구 솔샘로 284, (미아동) 2층||공립|1995|
송파1동새마을문고|||서울특별시 송파구 백제고분로 392(송파1동주민센터) 동주민센터 2층||공립|1994|
송파2동새마을문고|||서울특별시 송파구 송이로 32(송파2동주민센터) 동주민센터 2층||공립|1994|
송파꿈에그린작은도서관|||서울특별시 송파구 위례광장로 121(위례24단지) 관리사무소||사립|2014|
송파파크데일1단지도서관|||서울특별시 송파구 성내천로37길 37, (마천동, 송파파크데일1단지) 582||사립|2012|
