TYPE|TEXT|LCODE|COMPLETE_DATE
시설|안산시 수소충전소 - 2021.03 예정|563 682 9392|2021-03-15
시설|다산 으뜸웰타워 - 2021년 4월 예정|599 223 3309|2021-03-15
아파트|주문진벽산블루밍오션힐스 - 2021년 3월 말 입주 예정|627 695 1309|2021-03-15
시설|우성고덕타워 - 2021.04 예정|536 863 2100|2021-03-15
아파트|횡성코아루하우스토리-2021년4월예정|584 084 2157|2021-03-15
도로 : 일반도로|횡성군 고시교 부근 신규 도로 확인 요청|594 184 4358|2021-03-15
시설|샘마루초등학교 - 2021.03 개교 예정|572 654 1031|2021-03-15
시설|연지동 공공실버주택 2021년 4월 입주 예정|377 362 9952|2021-03-15
아파트|광명에코자이위브 1단지-2021.03 예정|582 763 0060|2021-03-15
시설|시티타워역골드클래스-2021년 2월예정|589 182 7640|2021-03-15
도로 : 일반도로|남해고속도로 진영복합휴게소(부산방향) - 준공 완료|345 775 0071|2021-03-16
도로 : 일반도로|통복지하차도 개통 - 2021.03.18|531 263 2504|2021-03-18
도로 : 국도|국도 24호선 지도-임자 간 도로 2021-03-19 오후 4시 개통|324 942 2198|2021-03-19
시설|신시도자연휴양림 - 2021.03.19 개장 |404 612 5689|2021-03-19
시설|내수생활체육공원 2021년 2월 예정|502 873 7295|2021-03-22
시설|수원 메쎄 전시장 및 주변도로 확인 요청|560 463 1587|2021-03-22
아파트|영등포중흥S클래스 아파트-2021년03월예정|588 223 0394|2021-03-22
아파트|공릉동디오베이션-2021년4월예정|598 693 2511|2021-03-22
시설|서연이음터도서관 - 2020년 12월 예정|549 043 2806|2021-03-22
시설|전남소방본부 장흥 신축이사 2020년 12월 예정|282 073 0709|2021-03-22
시설|사보이시티잠실오피스텔-2021년 04월예정|587 423 2836|2021-03-22
도로 : 일반도로|[고객사제보] 여주시 대신면 일대 신규/변경 도로 실사 요청|571 073 8145|2021-03-22
도로 : 일반도로|서청주교 석남교 재가설 2021.03.23 개통|493 373 6229|2021-03-23
도로 : 일반도로|성산대교 남단 성능 개선 공사 - 2021.03.23 오전 0시|590 973 0429|2021-03-23
시설|이석영광장 및 REMEMBER 1910 전시관 - 2021년 3월 26일 개관|600 043 3856|2021-03-26
시설|5호선 하남검단산역 2021-03-00|589 983 4043|2021-03-27
시설|5호선 하남시청역 - 2021.03 개통 예정|590 223 3853|2021-03-27
도로 : 일반도로|청성교 재가설 - 2021.03.25 개통|481 402 9171|2021-03-29
시설|고덕센트리마 오피스텔 - 2021.04 예정|536 093 2181|2021-03-29
시설|아산 초사동 복합공영차고지 신축 2021-01-00|504 353 1385|2021-03-29
아파트|남악오투그란데더테라스 - 2021년3월 입주예정|294 792 5891|2021-03-29
아파트|더리브스타일 - 2021.03 입주 예정|601 372 9296|2021-03-29
시설|북내 실내복합체육관 - 2020년 말 준공 예정|567 793 8937|2021-03-29
아파트|효성해링턴코트(2차)-2020년12월예정|151 692 6842|2021-03-29
도로 : 일반도로|국도 28호선 고노-우보 건설공사 2021-03-29 오전 9시 개통|441 925 0445|2021-03-29
시설|비산1동 행정복지센터 신청사 이전 - 2021.03.29 업무 개시|574 863 0907|2021-03-29
시설|베스트웨스턴플러스 세종 - 2021.03.29 오픈 예정|477 713 4414|2021-03-29
시설|전주호텔더프라임 - 2021.03 예정|403 983 3129|2021-03-29
시설|수원시 수소충전소 설치 2021.04 가동|562 723 2481|2021-03-29
아파트|효천지구 코오롱하늘채 준공 완료|326 853 0347|2021-03-29
도로 : 일반도로|광시교 재가설 - 2021.03.25 개통|482 752 9217|2021-03-29
시설|대구한의대학교 한빛관(기숙사) 및 정문 준공|401 785 0819|2021-03-29
도로 : 일반도로|신안 추포도-암태도 연도교 공사 2021-03-29 오후 2시 개통|295 852 1642|2021-03-29
시설|울주종합체육공원 - 준공 완료|375 945 4407|2021-03-29
시설|종합의료복합단지 2021년 7월 준공 예정|592 733 2537|2021-03-29
도로 : 국도|국도 7호선 웅상-무거 2공구 - 2021.03.30 오후 5시 개통|369 595 5717|2021-03-30
도로 : 일반도로|행복도시-공주2구간 2021.03.30 오후 6시 개통 예정|475 883 3236|2021-03-30
아파트|동대신역비스타동원-2021년 3월 말 입주 예정|327 645 3472|2021-03-30
아파트|속초미소지움더뷰아파트-2021년 3월 말 입주 예정|661 164 8665|2021-03-30
시설|한양대학교 창원한마음병원 2021-03-00|341 374 9975|2021-03-31
시설|대사동 행정복지센터 다목적체육관 신축 2021년 4월 개소|457 873 6214|2021-03-31
시설|양산시립도서관 이전 2021년 3월 예정|351 995 3446|2021-03-31
시설|부산 동부 중소유통공동도매물류센터 - 2021.03 준공 예정|338 925 4483|2021-03-31
도로 : 일반도로|광주 R&D특구 연결도로 - 2021.03 전체개통|340 143 0172|2021-03-31
시설|창원 파티마병원 외래 증축 리모델링 2021년 3월 완공|341 294 9399|2021-03-31
시설|중소벤처기업진흥공단 충청연수원 - 2021.03 개원 예정|519 053 3494|2021-03-31
시설|CGV 홍대입구역 복합몰 - 2021.03 준공 예정|591 923 0823|2021-03-31
시설|문현1동 제2공영주차장 - 2021.03 준공|331 355 4052|2021-03-31
시설|김천시청 사무실 및 주차장 건립 2021년 3월 31일 준공|438 804 3646|2021-03-31
시설|북아현종합체육센터 - 2021.03 시범운영 예정|592 393 1142|2021-03-31
시설|은평구 한문화공영주차장 - 2021.03월 말 운영 예정|600 883 1003|2021-03-31
시설|순천 남문터광장 - 준공 완료|310 693 6841|2021-03-31
도로 : 일반도로|대구 다사읍 해랑교 교차로 구조개선공사 - 준공 완료|411 304 7852|2021-03-31
시설|에이스하이엔드타워별내 - 2021.03 준공 예정|602 153 3020|2021-03-31
시설|유성실버복지센터 - 2021.03 준공 예정|459 773 5247|2021-03-31
시설|속초센텀마크 - 2021년 3월 준공 예정|661 634 8783|2021-03-31
아파트|김포마송 B-5블록 행복주택 - 2021.04 입주 예정|606 042 7372|2021-04-01
시설|전라남도인재개발원 - 2021.04 개원|269 892 8873|2021-04-01
아파트|서희스타힐스부평센트럴-2021년4월예정|583 402 8384|2021-04-01
시설|경상남도 안전체험관 - 2021.04 개관 예정|375 454 3665|2021-04-01
아파트|앞산삼정그린코아트라이시티아파트-2021년4월예정|406 154 8479|2021-04-01
아파트|천안역사동아라이크텐 -2021년4월|511 033 3180|2021-04-01
아파트|중산코오롱하늘채메트로폴리스-2021년4월|405 745 0245|2021-04-01
아파트|힐스테이트녹번역-2021년4월예정|596 423 0916|2021-04-01
아파트|주월골드클래스어반시티-2021년4월예정|329 723 0538|2021-04-01
도로 : 일반도로|삼랑진-미전 국도 확포장공사 2021-04-01 준공|359 015 1227|2021-04-01
아파트|대구복현 행복주택 - 2021.04 입주 예정|413 364 9120|2021-04-01
시설|충북혁신도시 어린이도서관 신축 2021.04 예정|522 393 7506|2021-04-01
시설|신독산수아주오피스텔 - 2021.03 준공|582 233 0509|2021-04-01
아파트|계림두산위브3차아파트-2021년4월예정|332 603 0781|2021-04-01
시설|창동 스마트트라움 - 2021.04 준공 예정|601 933 2013|2021-04-01
아파트|구리수택행복주택아파트 - 2021.08 예정|595 593 3155|2021-04-01
아파트|서대전역 코아루써밋 오피스텔 2021년 4월 예정|458 433 5992|2021-04-01
시설|울산전시컨벤션센터 2021년 4월 개관 예정|375 685 4645|2021-04-01
아파트|고성천진한신더휴오션프레스티지 -2021년4월|667 284 8430|2021-04-01
시설|파주시 운정 힐데스하임 케멜라스 오피스텔 2021-04-00|611 212 9094|2021-04-01
아파트|북한산 삼부르네상스 - 2021.04 입주 예정|596 613 1087|2021-04-01
시설|속초 로데오 주차빌딩 신축 2021.04 준공 예정|661 404 8770|2021-04-01
시설|송도랜드마크푸르지오시티 - 2021.04 준공 예정|575 442 7607|2021-04-01
아파트|당진 송악 아너스빌 - 2021년 4월 입주 예정|524 932 8909|2021-04-01
시설|별내자이엘라-2021년4월예정|603 933 2912|2021-04-01
시설|울산권역장애인구강진료센터 신축 2021년 4월 예정|371 935 7855|2021-04-01
아파트|영월코아루에듀타운아파트 - 2021년 4월예정|552 524 7545|2021-04-01
아파트|신북삼지구한국아델리움-2021년 4월 예정|585 085 4453|2021-04-01
시설|다인로얄팰리스 동성로 2021년 4월 준공 예정|409 704 8775|2021-04-01
아파트|검단오류역 우방 아이유쉘 아파트 2021년 4월예정|596 072 7666|2021-04-01
시설|울진군립추모원 2021년 4월 2일 임시 개장|531 375 7004|2021-04-02
도로 : 일반도로|경북 칠곡군 남율로 신규도로 확인 요청|431 404 6906|2021-04-05
도로 : 일반도로|안산시 해양1로 도로 개통|563 222 9685|2021-04-05
도로 : 일반도로|서부간선도로 금천교 진출램프 철거 후 재설치 - 2021.04.01까지 통제|582 033 0387|2021-04-05
시설|반여 1-2구역 주택재개발정비사업 |336 855 4516|2021-04-05
도로 : 일반도로|대구 달성군 가창면 최정산 도로 확포장 준공|397 034 9283|2021-04-05
도로 : 일반도로|온산 덕신 도시계획도로 확장 준공|362 365 6613|2021-04-05
시설|삼호동 공영주차장 및 스타트업 창업시설 준공|374 755 6279|2021-04-05
도로 : 일반도로|서천 군사리 제일아파트~하나로마트 앞 도로 개통|431 992 8235|2021-04-05
도로 : 일반도로|경기도 포천시 내촌육교교차로 좌회전 차선 확인 요청|616 583 4050|2021-04-05
도로 : 일반도로|양산 물금신도시-중앙동 원도심 중부도시계획도로 준공|352 455 3599|2021-04-05
시설|선양타워 - 2021.04 준공 예정|620 403 2626|2021-04-05
도로 : 일반도로|단원병원사거리 좌회전 차로 확장|563 942 9620|2021-04-05
도로 : 일반도로|공군기상단 삼거리~괴목정간 도로확장공사 - 2021.04.02 준공 예정|457 543 4244|2021-04-05
도로 : 일반도로|장존교차로 변경사항 확인 요청|504 103 1795|2021-04-05
시설|아주스타타워 - 2021.04 준공 예정|334 954 3435|2021-04-05
도로 : 일반도로|고양시 새마을성동취락 도로 확포장 준공|596 512 9741|2021-04-05
시설|안성 수소충전소 준공|531 773 4660|2021-04-05
도로 : 일반도로|경기도 가평카트레져카트장 인근 신규도로 확인 요청|615 073 5677|2021-04-12
도로 : 일반도로|옥동주공3단지~송하지구대 간 도로개설공사 - 2021.04.13 오전 10시 개통 예정|484 954 9905|2021-04-13
도로 : 일반도로|서울 신월여의지하도로 (제물포터널) 2021-04-16 0시 개통|588 712 9992|2021-04-16
도로 : 일반도로|교동교~강변공원 도로 확장 준공|437 614 3405|2021-04-19
시설|상리지구 공영주차타워 - 2021.03 예정|435 443 6881|2021-04-19
도로 : 일반도로|전남 여수시 신덕동 637-3번지 인근 도로 확인 요청|295 053 9853|2021-04-19
도로 : 일반도로|경기도 광주 광동하수처리장 앞 교차로 우회전 차로 개선공사 준공|582 663 4942|2021-04-19
도로 : 일반도로|지개~남산 민자도로 2022-12-31 전구간 개통예정|345 694 9433|2021-04-19
시설|의성 사곡면 국민체육센터 - 준공 완료|456 715 0955|2021-04-19
도로 : 일반도로|성남시 분당구 내정로165번길 우회전 전용차로 신설 확인 요청|572 083 2905|2021-04-19
시설|청주 가로수도서관 신축 2021년 4월 개관 예정|490 483 6253|2021-04-20
시설|내당1동행정복지센터 - 2021.04 예정|408 634 8480|2021-04-26
시설|평화주유소 수소충전소 - 2020.12 예정|525 823 0691|2021-04-26
시설|플러스시네마(CGV 명지점) - 2021.04 예정|325 875 2184|2021-04-26
시설|의창동행정복지센터 - 2021.04 이전|343 974 9151|2021-04-26
아파트|한국아델리움비엔날레2차-2021년4월예정|335 223 0461|2021-04-26
시설|가든코트JJ |566 723 2892|2021-04-26
시설|진주수소충전소 준공|335 504 2852|2021-04-26
아파트|e편한세상금정산아파트-2021년4월예정|339 105 3636|2021-04-26
도로 : 고속국도|수도권제2순환고속도로 봉담~송산 구간 - 2021.04.28 0시 개통|551 692 9221|2021-04-28
도로 : 일반도로|남비봉IC 신설나들목 개설로 인한 국도 39호선 진출입로 변경사항 확인 요청|553 423 0309|2021-04-28
도로 : 일반도로|삼한맨션~과정교차로 간 도로건설구간 (수연교) 2021.04.28 오전 11시 개통|336 475 4188|2021-04-28
도로 : 지방도|지방도 1099호선 남하-가조 선형변경 공사 - 2021.04.29 준공|387 464 2424|2021-04-29
도로 : 일반도로|구황교-알천북로 확포장공사 2021.04.29 준공|406 765 5783|2021-04-29
시설|왕배푸른숲도서관 - 2021.04 개관 예정|551 043 2852|2021-04-30
시설|큐타워 - 2021.04 예정|536 813 2113|2021-04-30
도로 : 일반도로|여주 세종대교 연결로 설치 공사 - 2021.04.30 개통 예정|564 103 8324|2021-04-30
시설|북위례 메디프라자 - 2021.04 준공 예정|584 343 3321|2021-04-30
시설|의령문화원 - 2021.03 이전 예정|349 914 5149|2021-04-30
시설|남목마성시장 공영주차장 2021.04 운영 예정|374 365 7870|2021-04-30
도로 : 일반도로|시흥매화 지하차도 개통 완료|576 352 9678|2021-04-30
시설|담양청소년문화의집 - 2021년 6월 개관 예정|349 823 1464|2021-04-30
시설|대전 팁스타운 - 2021.04 개관 예정|462 913 5370|2021-04-30
시설|시흥 플랑드르-2021년 4월 준공|571 782 9539|2021-04-30
시설|대전 현충원역 환승주차장 - 2021.04 준공 예정|462 453 5096|2021-04-30
시설|부명메디프라자 - 2021.04 준공 예정|553 973 2784|2021-04-30
시설|오륜동 공영주차장 준공|342 395 4324|2021-04-30
시설|창리제1공영주차장 준공|609 752 5994|2021-04-30
도로 : 일반도로|삼숭-만송 도로개설사업 기존도로와 연결되는 도로 개통 확인 요청|617 723 2703|2021-04-30
시설|세종 장애인형 국민체육센터 2021년 5월 개관 예정|477 183 5067|2021-05-01
시설|광교중앙역 SK뷰 오피스텔 - 2021.05 입주 예정|563 013 2122|2021-05-01
아파트|평택BIX 경기행복주택 - 2021.05 입주 예정|526 243 0236|2021-05-01
아파트|춘천 우두 천년나무3단지 - 2021.05 입주 예정|629 913 9588|2021-05-01
아파트|해운대경동리인뷰1차아파트 - 2021년5월예정|333 205 5035|2021-05-01
시설|만석고가차도 철거 없음|583 632 7523|2021-05-01
아파트|디에이치라클라스-2021년5월예정|585 773 1774|2021-05-01
시설|덕진보건소 2021년 5월 준공 하반기 개소 예정|407 313 3297|2021-05-01
아파트|포레나 익산부송 2021년 5월예정|419 373 1508|2021-05-01
시설|위례도서관 2021년 5월 개관 예정|583 813 3232|2021-05-01
아파트|힐스테이트펜타힐즈 2021년 5월 예정|404 835 0157|2021-05-01
아파트|의정부고산 S3블록 - 2021년 5월 준공예정|611 663 2877|2021-05-01
시설|무안 공무원 통합관사 신축 예정 2021-05-00|295 502 6011|2021-05-01
아파트|위례포레자이아파트-2021년5월예정|584 293 3362|2021-05-01
시설|서린엘마르센트로뷰-2021년 5월예정|326 925 3626|2021-05-01
아파트|부천동도센트리움까치울숲-2021년5월예정|587 832 9614|2021-05-01
아파트|별하람마을3단지 서희스타힐스 - 준공 완료|611 352 9025|2021-05-01
아파트|힐스테이트판교엘포레A3블럭-2021년 5월예정|571 623 2354|2021-05-01
아파트|판교더샵포레스트12단지-2021년5월예정|571 063 2411|2021-05-01
아파트|힐스테이트판교엘포레A4블럭-2021년5월예정|571 213 2380|2021-05-01
아파트|판교더샵포레스트11단지-2021년5월예정|571 403 2423|2021-05-01
아파트|장항국가생태산업단지 A1 국민임대주택 - 2021.05 입주 예정|427 942 8056|2021-05-01
아파트|광천모아엘가 - 2021년 5월예정|333 663 0189|2021-05-01
아파트|무등산명지로드힐 - 2021.05 예정|332 453 0957|2021-05-01
아파트|판교퍼스트힐푸르지오-2021년5월예정|572 173 2382|2021-05-01
