TYPE|TEXT|NID|LCODE|COMPLETE_DATE|LIMIT_DATE|RESULT|REQUEST_DATE|REVIEW_DATE|HEIGHT_LIMIT|WEIGHT_LIMIT|ROAD_WORK|TIME_ID|POI_CAT|POI_DATE|NET_CAT|NET_DATE|MAP_CAT|MAP_DATE|DATA_CHECK|SERVICE_CHECK|URL|CREATE_DATE|UPDATE_DATE|DEL_FLAG|CMMS_UPDATE_DATE
시설|부산수학문화관 - 2022.03 개관 예정|13268|332 605 3786|2022-03-31|2022-03-01|미조사|2022-02-14||||||예정||구축요청| |구축요청| |No|No|https://www.nocutnews.co.kr/news/5455309|2021-04-13|2021-04-13|0|2021-12-23 09:08:50.537148|POLYGON ((1141337.45670597 1685735.85762584, 1141340.70670597 1685704.10762584, 1141380.45670597 1685704.10762584, 1141381.20670597 1685734.85762584, 1141337.45670597 1685735.85762584))
도로 : 일반도로|인천공항 터미널 전용도로 2022년 3월|5863|582 572 5224|2022-03-31|2022-03-01|미조사|2022-02-14||||||||구축요청||||||http://www.newsis.com/view/?id=NISX20190306_0000578298|2019-03-07|2021-11-19|0|2021-12-23 09:08:50.537148|POLYGON ((904176.126546 1943679.49265, 902708.126546 1942563.49265, 903272.126546 1941671.49265, 903764.126546 1941031.49265, 904292.126546 1940139.49265, 904700.126546 1940235.49265, 903812.126546 1941675.49265, 903260.126546 1942363.49265, 903140.126546 1942515.49265, 904312.126546 1943435.49265, 904176.126546 1943679.49265))
시설|심석고 지하 공영주차장 2022-03월 말 준공예정|13747|602 573 4931|2022-03-31|2022-01-18|미조사|2022-01-03||||||구축요청||구축요청| |구축요청| |No|No|http://www.incheonilbo.com/news/articleView.html?idxno=1106876|2021-07-29|2021-07-29|0|2021-12-23 09:08:50.537148|POLYGON ((982913.442425 1961903.915477, 982896.442425 1961900.790477, 982908.567425 1961849.165477, 982925.442425 1961853.540477, 982913.442425 1961903.915477))
시설|KT통합미디어센터 2022-03-31 준공예정|13698|601 992 9425|2022-03-31|2022-03-15|미조사|2022-03-07||||||구축요청||구축요청| |구축요청| |No|No|https://www.ajunews.com/view/20210718110145299|2021-07-21|2021-07-23|0|2021-12-23 09:08:50.537148|POLYGON ((937999.649547376 1961605.84570206, 937826.149547376 1961529.34570206, 937895.149547376 1961381.34570206, 938065.649547376 1961458.34570206, 938067.149547376 1961465.34570206, 937999.649547376 1961605.84570206))
시설|쉐라톤 서울 팔래스 강남호텔 - 2021.02.01 영업 종료 (해당 위치에 공동주택 개발 예정)|12994|585 813 1644|2022-03-31|2022-03-08|미조사|2022-02-28||||||해당없음||구축요청| |구축요청| |No|No|https://www.upinews.kr/newsView/upi202101250066|2021-02-03|2021-10-14|0|2021-12-23 09:08:50.537148|POLYGON ((955889.94 1944753.67, 955915.44 1944698.17, 956060.69 1944760.42, 956041.94 1944821.17, 955999.94 1944802.67, 955889.94 1944753.67))
시설|성연유치원 2022-03-00 개원예정|14051|513 872 5800|2022-03-31|2022-03-01|미조사|2022-02-14||||||구축요청||구축요청| |구축요청| |No|No|http://www.daejonilbo.com/news/newsitem.asp?pk_no=1492497|2021-11-05|2021-11-05|0|2021-12-23 09:08:50.537148|POLYGON ((907395.938490452 1871300.01640166, 907304.688490452 1871307.26640166, 907293.688490452 1871212.76640166, 907296.688490452 1871208.26640166, 907390.188490452 1871200.26640166, 907392.688490452 1871206.26640166, 907395.938490452 1871300.01640166))
도로 : 국도|국도 59호선 산청~삼장 국도건설공사(밤머리재터널) 2022년 상반기 개통 예정|6278|357 834 0790|2022-03-31|2022-01-25|미조사|2022-01-10||0.0|0.0|신규||해당없음||구축요청| |구축요청| |No|No|http://www.knnews.co.kr/news/articleView.php?idxno=1355128|2019-03-14|2021-12-07|0|2021-12-23 09:08:50.537148|POLYGON ((1031997.089456 1713668.388937, 1031504.46925685 1713633.19121296, 1031400.46925685 1712369.19121296, 1031432.46925685 1711137.19121296, 1031413.089456 1710460.388937, 1031773.089456 1708948.388937, 1031309.089456 1707628.388937, 1031325.089456 1707132.388937, 1031549.089456 1707060.388937, 1031717.089456 1707780.388937, 1032045.089456 1708580.388937, 1032005.089456 1709324.388937, 1031709.089456 1710004.388937, 1031725.089456 1710956.388937, 1031709.089456 1712076.388937, 1031853.089456 1713452.388937, 1032677.089456 1713628.388937, 1032549.089456 1713748.388937, 1031997.089456 1713668.388937))
시설|국가정보자원관리원 공주센터 - 2022.03 완공예정|12411|481 213 2235|2022-03-31|2022-02-22|미조사|2022-02-07||||||예정||구축요청| |구축요청| |No|No|https://www.mbn.co.kr/news/politics/4315678|2020-10-26|2020-10-26|0|2021-12-23 09:08:50.537148|POLYGON ((960294.242502661 1837370.75119516, 960250.742502661 1837356.75119516, 960280.242502661 1837239.75119516, 960392.742502661 1837260.25119516, 960345.242502661 1837377.75119516, 960294.242502661 1837370.75119516))
시설|청계면행정복지센터 신청사 - 2022-03-00 준공예정|12919|306 062 5454|2022-03-31|2022-02-22|미조사|2022-02-07||||||예정||구축요청| |구축요청| |No|No|http://www.joongdo.co.kr/web/view.php?key=20210117010005530|2021-01-18|2021-11-10|0|2021-12-23 09:08:50.537148|POLYGON ((902130.937902 1657905.008306, 902122.437902 1657872.008306, 902167.437902 1657860.258306, 902174.437902 1657897.508306, 902130.937902 1657905.008306))
시설|관악구 장애인센터 - 2022.03 준공 예정|12982|583 403 1090|2022-03-31|2022-02-28|미조사|2022-02-14||||||예정||구축요청| |구축요청| |No|No|https://www.yna.co.kr/view/AKR20210129040600004?input=1179m|2021-02-02|2021-02-02|0|2021-12-23 09:08:50.537148|POLYGON ((951425.170189101 1942315.01297602, 951423.545189101 1942298.63797602, 951439.545189101 1942297.01297602, 951440.920189101 1942311.51297602, 951425.170189101 1942315.01297602))
시설|조치원읍 제2복합커뮤니티센터 - 2022.03 준공 예정|11042|487 973 4731|2022-03-31|2022-03-01|미조사|2022-02-14||||||예정||구축요청| |구축요청| |No|No|https://www.fnnews.com/news/202003290841343347|2020-03-31|2021-04-02|0|2021-12-23 09:08:50.537148|POLYGON ((980973.03 1844196.62, 980971.53 1844140.12, 981074.53 1844148.62, 981036.03 1844222.12, 980973.03 1844196.62))
시설|4호선 별내별가람역 - 2022-03-19 개통예정|13257|603 833 2878|2022-03-31|2022-02-22|미조사|2022-02-07||||||예정||구축요청| |구축요청| |No|No|https://www.news1.kr/articles/?4254762|2021-04-12|2021-11-09|0|2021-12-23 09:08:50.537148|POLYGON ((966111.099496538 1963260.3322871, 966139.599496538 1963217.3322871, 966094.099496538 1963195.8322871, 966106.599496538 1963179.3322871, 966142.599496538 1963198.3322871, 966167.599496538 1963157.3322871, 966192.099496538 1963168.3322871, 966168.599496538 1963212.8322871, 966201.599496538 1963230.3322871, 966199.599496538 1963251.8322871, 966163.099496538 1963235.3322871, 966141.599496538 1963276.8322871, 966111.099496538 1963260.3322871))
시설|수운기념관 - 2022년 03월 준공예정|6390|412 495 4831|2022-03-31|2022-03-08|미조사|2022-02-21||||||구축요청||구축요청| |구축요청| |No|No|http://news.bbsi.co.kr/news/articleView.html?idxno=926321|2019-03-19|2021-11-04|0|2021-12-23 09:08:50.537148|POLYGON ((1149062.115988 1768016.053785, 1148781.115988 1768047.053785, 1148608.115988 1767881.053785, 1148675.115988 1767690.053785, 1149062.115988 1768016.053785))
시설|4호선 진접역 - 2022-03-19 개통 예정|13258|609 523 3817|2022-03-31|2022-02-22|미조사|2022-02-07||||||예정||구축요청| |구축요청| |No|No|https://www.news1.kr/articles/?4254762|2021-04-12|2021-11-09|0|2021-12-23 09:08:50.537148|POLYGON ((973817.71 1969106.2, 973832.71 1968957.7, 973861.71 1968957.7, 973849.71 1969046.2, 973849.21 1969111.2, 973817.71 1969106.2))
도로 : 일반도로|하동 군청 앞 대로 설치 2022 상반기 개통예정|13599|322 943 9727|2022-03-31|2022-03-08|미조사|2022-02-21||||신규||해당없음||구축요청| |구축요청| |No|No|\\\\\\\\ddss_nas05\\\\MAPPLAN\\\\MAPPLAN_1\\\\16.소스수집\\\\11.참조자료\\\\하동 세계차엑스포 대비 도시계획도로 개설 정비|2021-07-02|2021-11-22|0|2021-12-23 09:08:50.537148|POLYGON ((1022782.1887 1674767.238933, 1022778.4387 1674762.738933, 1022868.4387 1674688.238933, 1022871.4387 1674691.488933, 1022782.1887 1674767.238933))
시설|안산교육지원청 신축 - 2022.03 준공 예정|12737|564 203 0046|2022-03-31|2022-02-28|미조사|2022-02-14||||||예정||구축요청| |구축요청| |No|No|http://www.incheonilbo.com/news/articleView.html?idxno=1063911|2020-12-14|2021-02-25|0|2021-12-23 09:08:50.537148|POLYGON ((942705.948179067 1922671.42506102, 942688.948179067 1922603.92506102, 942769.448179067 1922596.92506102, 942819.448179067 1922634.42506102, 942825.448179067 1922668.92506102, 942705.948179067 1922671.42506102))
시설|부천 소사경찰서 - 2022.03 예정|12795|582 302 9728|2022-03-31|2022-03-01|미조사|2022-02-14||||||예정||구축요청| |구축요청| |No|No|https://blog.naver.com/primerealtor/222155024073|2020-12-21|2020-12-21|0|2021-12-23 09:08:50.537148|POLYGON ((940267.356840905 1941305.83359995, 940234.356840905 1941242.33359995, 940290.856840905 1941205.33359995, 940321.856840905 1941236.83359995, 940267.356840905 1941305.83359995))
시설|창원 해양경찰서 2022-03-00 예정|8183|336 864 8630|2022-03-31|2022-03-01|재조사|2022-02-14|2021-09-07|||||구축요청||예정|2021-12-24|구축요청| |No|No|http://www.kndaily.co.kr/news/articleView.html?idxno=93837|2019-07-05|2021-11-12|0|2021-12-23 09:08:50.537148|POLYGON ((1097850.1648483 1689597.52062952, 1097751.1648483 1689469.52062952, 1097823.1648483 1689446.52062952, 1097900.6648483 1689552.02062952, 1097850.1648483 1689597.52062952))
시설|평리6동행정복지센터 - 2022.03 준공 예정|13300|410 344 8365|2022-03-31|2022-03-01|미조사|2022-02-21||||||예정||구축요청| |구축요청| |No|No||2021-04-15|2021-04-15|0|2021-12-23 09:08:50.537148|POLYGON ((1094777.6953033 1764960.93923069, 1094779.0703033 1764939.68923069, 1094800.9453033 1764939.93923069, 1094798.4453033 1764962.43923069, 1094777.6953033 1764960.93923069))
시설|송도4동행정복지센터 - 2022-03 개관 예정|11842|573 622 7624|2022-03-31|2022-02-22|재조사|2022-02-07|2021-10-05|||||예정||구축요청| |구축요청| |Yes|Yes|http://www.koscaj.com/news/articleView.html?idxno=210711|2020-06-22|2021-11-23|0|2021-12-23 09:08:50.537148|POLYGON ((922936.198077161 1932472.46058814, 922966.198077161 1932441.96058814, 922995.698077161 1932474.46058814, 922966.198077161 1932502.96058814, 922936.198077161 1932472.46058814))
시설|옛 철도병원 부지 용산역사박물관 2022-상반기 준공예정|4947|588 423 1255|2022-03-31|2022-03-01|미조사|2022-02-14||||||구축요청||구축요청| |구축요청| |No|No|http://www.sijung.co.kr/news/articleView.html?idxno=266200|2019-01-14|2021-11-03|0|2021-12-23 09:08:50.537148|POLYGON ((952769.092256132 1947427.79557694, 952802.342256132 1947402.54557694, 952856.842256132 1947477.54557694, 952823.342256132 1947501.79557694, 952769.092256132 1947427.79557694))
시설|JW메리어트 제주 2022 상반기 준공예정|13983|125 852 6631|2022-03-31|2022-03-15|미조사|2022-12-31||0.0|0.0|||구축요청||구축요청| |구축요청| |No|No|http://jwmr-jeju.com/prod/prod01.html|2021-10-12|2021-11-23|0|2021-12-23 09:08:50.537148|POLYGON ((910397.554862 1472914.077623, 910279.804862 1472899.577623, 910265.304862 1472854.577623, 910268.804862 1472715.077623, 910379.804862 1472660.577623, 910506.304862 1472728.077623, 910503.804862 1472763.577623, 910478.304862 1472787.077623, 910456.804862 1472829.077623, 910425.304862 1472851.577623, 910397.554862 1472914.077623))
아파트|음성 코아루 2022-03-31 준공예정|10153|524 083 9173|2022-03-31|2022-03-01|미조사|2022-01-31||||||구축요청||구축요청||구축요청||||http://www.eum-seong.co.kr/bbs/board.php?bo_table=table45&wr_id=1|2020-02-10|2020-02-10|0|2021-12-23 09:08:50.537148|POLYGON ((1017626.36331822 1881369.58158636, 1017640.36331822 1881204.58158636, 1017653.36331822 1881176.58158636, 1017792.36331822 1881111.58158636, 1017828.36331822 1881354.58158636, 1017626.36331822 1881369.58158636))
시설|군산 동부권 도서관 신축|13368|421 262 8847|2022-03-31|2022-03-07|재조사|2022-02-21|2021-11-15|0.0|0.0|확포장||예정||완료|2021-09-03|구축요청| |Yes|Yes|https://blog.naver.com/eogksalsrnr2714/221885411711|2021-05-10|2021-11-24|0|2021-12-23 09:08:50.537148|POLYGON ((931709.25183365 1775949.01520565, 931708.25183365 1775886.51520565, 931797.25183365 1775888.01520565, 931793.25183365 1775951.51520565, 931709.25183365 1775949.01520565))
시설|광명타워 (새마을시장주차장) 2022년 3월 예정|7029|582 923 0009|2022-03-31|2022-02-28|미조사|2022-02-14||||||예정||예정| |예정| |No|No|http://www.kgnews.co.kr/news/articleView.html?idxno=545850|2019-04-11|2021-02-19|0|2021-12-23 09:08:50.537148|POLYGON ((942572.746284741 1941891.99452854, 942554.996284741 1941864.74452854, 942589.996284741 1941848.24452854, 942601.746284741 1941877.24452854, 942572.746284741 1941891.99452854))
시설|김천 복합혁신센터 신축 2022년 3월 예정|7093|436 874 4463|2022-03-31|2022-02-28|미조사|2022-02-14||||||예정||구축요청| |구축요청| |No|No|http://www.gcnaeil.com/default/index_view_page.php?idx=53877|2019-04-17|2021-03-15|0|2021-12-23 09:08:50.537148|POLYGON ((1061944.3440338 1791950.61744296, 1061943.5940338 1791851.36744296, 1062026.0940338 1791853.11744296, 1062024.0940338 1791936.36744296, 1061944.3440338 1791950.61744296))
시설|생활밀착형 국민체육센터 - 2022년 4월 예정|11845|333 903 0407|2022-04-01|2022-03-02|미조사|2022-02-15||||||구축요청||구축요청||구축요청||||https://newsis.com/view/?id=NISX20200729_0001112157&cID=10809&pID=10800|2020-06-23|2021-11-26|0|2021-12-23 09:08:50.537148|POLYGON ((944202.553189554 1686249.22441284, 944266.553189554 1686156.22441284, 944335.553189554 1686134.72441284, 944366.553189554 1686185.22441284, 944202.553189554 1686249.22441284))
아파트|신천안한성필하우스에듀타운1단지아파트-2022년4월예정|9608|511 313 3293|2022-04-01|2022-03-08|미조사|2022-02-28||||||예정||구축요청| |완료| |No|No|https://blog.naver.com/gyung1102/221595215848|2019-10-29|2020-08-21|0|2021-12-23 09:08:50.537148|POLYGON ((969047.828479343 1868302.30893039, 969040.828479343 1868147.30893039, 969104.828479343 1868147.30893039, 969099.828479343 1868045.30893039, 969212.828479343 1868019.30893039, 969330.828479343 1868089.30893039, 969337.828479343 1868298.30893039, 969047.828479343 1868302.30893039))
아파트|월배삼정그린코아카운티-2022년4월예정|9612|404 254 8055|2022-04-01|2022-03-02|미조사|2022-03-14||||||구축요청||구축요청||구축요청||||http://www.greencore-county.co.kr/images/sub3/cont5_1_1.jpg|2019-10-29|2020-11-03|0|2021-12-23 09:08:50.537148|POLYGON ((1092275.45043836 1758757.56611508, 1092166.45043836 1758684.56611508, 1092282.45043836 1758588.56611508, 1092346.45043836 1758620.56611508, 1092275.45043836 1758757.56611508))
아파트|힐스테이트 비산파크뷰 - 2022.04 입주 예정|13281|575 453 0915|2022-04-01|2022-03-08|미조사|2022-03-21||||||예정||구축요청| |완료| |No|No|https://blog.naver.com/htreee/221685053363|2021-04-13|2021-04-13|0|2021-12-23 09:08:50.537148|POLYGON ((949890.762522 1934206.93443, 949873.012522 1934134.43443, 949909.512522 1934139.18443, 949899.762522 1934091.93443, 950001.512522 1934073.18443, 950004.262522 1934104.18443, 950003.762522 1934222.18443, 949890.762522 1934206.93443))
아파트|삼가동 힐스테이트 - 2022.04 준공 예정|12975|557 083 3491|2022-04-01|2022-03-08|미조사|2022-02-21||0.0|0.0|||예정||구축요청| |완료| |No|No|https://www.hillstate-hec.co.kr/Salesinfo/s_place_view_info_newtype.aspx?apt_num=53&code_type=17&code_val=1&code_subVal=&hPAGE=1|2021-02-01|2021-12-15|0|2021-12-23 09:08:50.537148|POLYGON ((970926.941820206 1915311.33972025, 970824.941820206 1915168.33972025, 971069.441820206 1915044.33972025, 971157.441820206 1915205.83972025, 970926.941820206 1915311.33972025))
시설|삼영빌딩 - 2022.04 준공 예정|11297|460 623 5800|2022-04-01|2022-03-02|미조사|2022-02-15||||||구축요청||구축요청||구축요청||||https://www.news1.kr/articles/?3914556|2020-04-23|2021-11-26|0|2021-12-23 09:08:50.537148|POLYGON ((989822.185 1816095.035, 989807.935 1816079.66, 989845.435 1816040.535, 989854.81 1816044.41, 989871.06 1816081.285, 989822.185 1816095.035))
아파트|신흥SKVIEW아파트-2022년4월예정|9611|458 743 6403|2022-04-01|2022-03-02|재조사|2022-02-07|2019-11-19|||||구축요청||구축요청||구축요청||||http://www.sh-sk.co.kr/home/plan2.html|2019-10-29|2019-11-26|0|2021-12-23 09:08:50.537148|POLYGON ((994728.9208265 1814272.00226908, 994734.9208265 1814040.00226908, 994822.9208265 1813957.00226908, 995007.9208265 1814032.00226908, 994856.9208265 1814341.00226908, 994728.9208265 1814272.00226908))
아파트|협성휴포레시그니처-2022년4월예정|8245|584 223 0599|2022-04-01|2022-03-02|미조사|2022-03-07||||||구축요청||구축요청||구축요청||||http://www.동작협성휴포레-시그니처.com/html/apt/images//cont_020301.jpg|2019-07-09|2019-07-09|0|2021-12-23 09:08:50.537148|POLYGON ((947418.246912 1943252.546534, 947335.746912 1943129.046534, 947444.246912 1943116.546534, 947478.246912 1943180.046534, 947418.246912 1943252.546534))
시설|망포복합체육센터 2022-04-00|9790|557 353 2179|2022-04-01|2022-03-02|미조사|2022-01-10||||||구축요청||구축요청||구축요청||||http://moneys.mt.co.kr/news/mwView.php?no=2019120411168098847|2019-12-05|2019-12-05|0|2021-12-23 09:08:50.537148|POLYGON ((960167.360486 1915594.405243, 960194.360486 1915400.405243, 960247.360486 1915386.405243, 960262.360486 1915598.405243, 960167.360486 1915594.405243))
아파트|시흥장현A8블록신혼희망타운아파트 - 2022.04 예정|12366|572 872 9434|2022-04-01|2022-03-08|미조사|2022-03-14||||||예정||구축요청| |완료| |No|No|https://blog.naver.com/happyhouse2u/222110344842|2020-10-15|2021-03-02|0|2021-12-23 09:08:50.537148|POLYGON ((937684.551639074 1931681.23878533, 937719.551639074 1931595.73878533, 937702.051639074 1931571.73878533, 937698.051639074 1931495.73878533, 937751.551639074 1931514.73878533, 937853.551639074 1931490.73878533, 937922.551639074 1931572.73878533, 937830.551639074 1931678.23878533, 937684.551639074 1931681.23878533))
아파트|세종하늘채센트레빌M5BL-2022년4월예정|9610|476 543 5105|2022-04-01|2022-03-02|미조사|2022-01-24||||||구축요청||구축요청||구축요청||||http://ihanulche.newriver.kr/sejong/pc/contents/space-cont2.jpg|2019-10-29|2020-02-24|0|2021-12-23 09:08:50.537148|POLYGON ((984009.367410431 1832550.83943714, 983976.367410431 1832450.83943714, 984003.367410431 1832386.83943714, 984143.367410431 1832313.83943714, 984225.367410431 1832469.83943714, 984009.367410431 1832550.83943714))
아파트|당진 아이파크 2022-04-00 입주예정|10081|520 482 7733|2022-04-01|2022-03-08|미조사|2022-03-14||||||예정||구축요청| |완료| |No|No|https://blog.naver.com/minishall137/221758869250|2020-02-03|2021-02-16|0|2021-12-23 09:08:50.537148|POLYGON ((923295.45418815 1877945.62469693, 923296.20418815 1877844.12469693, 923425.20418815 1877838.37469693, 923426.95418815 1877943.87469693, 923295.45418815 1877945.62469693))
시설|석림동 가족센터 - 2022.04 준공 예정|12469|506 912 5806|2022-04-01|2022-03-02|미조사|2022-02-15||||||구축요청||구축요청||구축요청||||https://www.asiatoday.co.kr/view.php?key=20201028010017332|2020-11-02|2021-11-26|0|2021-12-23 09:08:50.537148|POLYGON ((907312.882284346 1864131.5999831, 907300.632284346 1864111.5999831, 907317.882284346 1864097.0999831, 907330.882284346 1864116.0999831, 907312.882284346 1864131.5999831))
아파트|울산문수로두산위브더제니스-2022.04|6878|373 275 6532|2022-04-01|2022-03-02|재조사|2022-04-04|2019-05-22|||||구축요청||구축요청||구축요청||||https://land.naver.com/isale/complexDetail.nhn?isaleHscpNo=6020832&isaleNotifSeq=9023492|2019-04-02|2019-05-27|0|2021-12-23 09:08:50.537148|POLYGON ((1163729.220486 1727883.139388, 1163740.720486 1727843.639388, 1163781.720486 1727856.139388, 1163769.720486 1727894.389388, 1163729.220486 1727883.139388))
아파트|도원역서희스타힐스크루즈시티-2022년4월예정|8415|582 102 7781|2022-04-01|2022-03-08|재조사|2022-04-04|2019-07-24|||||예정||구축요청| |완료| |No|No|http://www.xn--1566-1983-9968a485dom7d3bf.com/page/sub0401|2019-07-15|2021-09-01|0|2021-12-23 09:08:50.537148|POLYGON ((924216.559574308 1941312.3379333, 924217.059574308 1941237.8379333, 924242.059574308 1941227.3379333, 924288.559574308 1941174.3379333, 924312.559574308 1941107.8379333, 924314.559574308 1941059.8379333, 924306.559574308 1941027.3379333, 924341.559574308 1941006.3379333, 924438.559574308 1941192.3379333, 924216.559574308 1941312.3379333))
아파트|신천안한성필하우스에듀타운2단지아파트-2022년4월예정|9609|511 393 3321|2022-04-01|2022-03-02|미조사|2022-02-28||||||구축요청||구축요청||구축요청||||https://blog.naver.com/gyung1102/221595215848|2019-10-29|2020-08-21|0|2021-12-23 09:08:50.537148|POLYGON ((969346.828479343 1868295.30893039, 969341.828479343 1868225.30893039, 969511.828479343 1868222.30893039, 969506.828479343 1868297.30893039, 969346.828479343 1868295.30893039))
아파트|강원원주행구동골드클래스 -2022년4월|6693|568 474 2125|2022-04-01|2022-03-08|재조사|2022-03-07|2019-12-18|||||예정||구축요청| |완료| |No|No|https://blog.naver.com/rkdgustlr79/221840759807|2019-03-26|2020-03-23|0|2021-12-23 09:08:50.537148|POLYGON ((1041775.16017309 1926961.27597109, 1041771.91017309 1926903.02597109, 1041848.16017309 1926900.77597109, 1041846.66017309 1926966.52597109, 1041775.16017309 1926961.27597109))
아파트|역삼센트럴아이파크 - 2022.04 입주 예정|10588|585 743 2117|2022-04-01|2022-03-08|미조사|2022-03-21||||||예정||구축요청| |완료| |No|No|https://blog.naver.com/nangshimgun/221661222404|2020-03-11|2020-03-11|0|2021-12-23 09:08:50.537148|POLYGON ((959757.59987634 1944715.59310538, 959812.09987634 1944565.09310538, 959938.59987634 1944613.59310538, 959883.09987634 1944761.59310538, 959757.59987634 1944715.59310538))
아파트|우방아이유쉘메가시티2단지-2022년4월예정|9607|555 653 1381|2022-04-01|2022-03-02|재조사|2022-02-21|2019-11-21|||||구축요청||구축요청||구축요청||||http://www.gmodelhouse.com/a3_1|2019-10-29|2019-11-25|0|2021-12-23 09:08:50.537148|POLYGON ((953497.433723295 1913816.6924398, 953580.433723295 1913668.6924398, 953821.433723295 1913776.6924398, 953711.433723295 1913919.6924398, 953497.433723295 1913816.6924398))
시설|공관어린이집재건축 - 2022-04-00 준공 예정|11278|374 285 6540|2022-04-01|2022-03-29|미조사|2022-03-14||||||구축요청||구축요청| |구축요청| |No|No|https://www.yna.co.kr/view/AKR20200422019000057?input=1195m|2020-04-22|2021-11-03|0|2021-12-23 09:08:50.537148|POLYGON ((1163790.44831462 1728917.18009377, 1163787.19831462 1728914.55509377, 1163792.82331462 1728894.80509377, 1163821.07331462 1728903.05509377, 1163813.07331462 1728925.05509377, 1163790.44831462 1728917.18009377))
시설|용인창의과학 도서관 2022년 4월 예정|8514|567 373 2598|2022-04-01|2022-03-02|미조사|2022-02-15||||||구축요청||구축요청||구축요청||||http://www.kgnews.co.kr/news/articleView.html?idxno=555133|2019-07-19|2021-11-26|0|2021-12-23 09:08:50.537148|POLYGON ((963657.405962995 1925828.80229545, 963645.405962995 1925773.30229545, 963724.905962995 1925730.80229545, 963766.905962995 1925799.80229545, 963657.405962995 1925828.80229545))
아파트|화성우방아이유쉘메가시티1단지-2022년4월예정|9606|555 453 1397|2022-04-01|2022-03-02|재조사|2022-02-21|2019-11-21|||||구축요청||구축요청||구축요청||||http://www.gmodelhouse.com/a3_1|2019-10-29|2019-11-25|0|2021-12-23 09:08:50.537148|POLYGON ((953710.433723295 1913683.6924398, 953672.433723295 1913543.6924398, 953867.433723295 1913491.6924398, 953908.433723295 1913621.6924398, 953710.433723295 1913683.6924398))
도로 : 일반도로|슬도 진입로 도로개설 - 2022 예정|12878|367 635 7890|2022-04-01|2022-03-22|미조사|2022-03-07||0.0|0.0|신규||해당없음||구축요청| |구축요청| |No|No|http://www.bulgungnews.com/news/articleView.html?idxno=575704|2021-01-11|2021-12-22|0|2021-12-23 09:08:50.537148|POLYGON ((1175280.67266749 1722354.32040276, 1175281.67266749 1722340.32040276, 1175258.17266749 1722316.32040276, 1175264.67266749 1722261.82040276, 1175275.17266749 1722237.82040276, 1175284.67266749 1722240.32040276, 1175264.17266749 1722309.32040276, 1175294.17266749 1722343.32040276, 1175292.17266749 1722356.32040276, 1175280.67266749 1722354.32040276))
도로 : 일반도로|봄꽃 경관농업단지|14326|313 454 5836|2022-04-01|2022-01-25|미조사|2022-01-10||0.0|0.0|신규||구축요청||구축요청| |구축요청| |No|No|https://www.youthassembly.kr/news/614649|2021-12-21|2021-12-22|0|2021-12-23 09:08:50.537148|POLYGON ((1074767.496503 1665478.169445, 1074644.496503 1665476.169445, 1074465.496503 1665461.169445, 1074375.496503 1665444.169445, 1074307.496503 1665406.169445, 1074242.496503 1665351.169445, 1074129.496503 1665226.169445, 1074073.496503 1665169.169445, 1074071.496503 1665022.169445, 1074120.496503 1665032.169445, 1074282.496503 1665083.169445, 1074281.496503 1665099.169445, 1074329.496503 1665097.169445, 1074330.496503 1665109.169445, 1074364.496503 1665105.169445, 1074423.496503 1665099.169445, 1074484.496503 1665100.169445, 1074590.496503 1665093.169445, 1074630.496503 1665085.169445, 1074672.496503 1665075.169445, 1074701.496503 1665090.169445, 1074725.496503 1665098.169445, 1074752.496503 1665095.169445, 1074743.496503 1665149.169445, 1074844.496503 1665123.169445, 1074767.496503 1665478.169445))
아파트|남양주 별내 A25 신혼희망타운 - 2022.04 예정|11317|603 753 2940|2022-04-01|2022-03-08|미조사|2022-03-07||||||예정||구축요청| |완료| |No|No|https://blog.naver.com/highryuu/221697444681|2020-04-27|2020-04-27|0|2021-12-23 09:08:50.537148|POLYGON ((966563.3206 1963100.325, 966582.3206 1963034.825, 966670.8206 1963097.325, 966737.3206 1963103.325, 966708.3206 1963253.325, 966563.3206 1963100.325))
도로 : 일반도로|천안 용곡-청수동간 눈들건널목 2022-04 준공예정|2637|509 433 3234|2022-04-01|2022-03-22|미조사|2022-03-07||0.0|0.0|신규||구축요청||구축요청| |구축요청| |No|No|http://blog.naver.com/PostView.nhn?blogId=fastcheonan&logNo=221302014375&categoryNo=125&parentCategoryNo=124|2018-06-20|2021-12-01|0|2021-12-23 09:08:50.537148|POLYGON ((968576.904254 1866228.393704, 968550.904254 1866229.393704, 968377.960787593 1866084.82787723, 968325.460787593 1866136.32787723, 968310.960787593 1866121.32787723, 968375.960787593 1866056.82787723, 968511.904254 1866180.393704, 968550.904254 1866206.393704, 968597.904254 1866204.393704, 968670.904254 1866217.393704, 968746.904254 1866231.393704, 968777.904254 1866240.393704, 968809.904254 1866309.393704, 968825.904254 1866311.393704, 968845.904254 1866306.393704, 968881.904254 1866289.393704, 968887.904254 1866310.393704, 968833.904254 1866333.393704, 968812.904254 1866332.393704, 968792.904254 1866323.393704, 968781.904254 1866307.393704, 968770.904254 1866257.393704, 968698.904254 1866246.393704, 968613.904254 1866226.393704, 968583.904254 1866220.393704, 968572.904254 1866228.393704, 968576.904254 1866228.393704))
