전통사찰 현황 (2018.12.31. 현재)|||||
번호|시도|사찰명|주소|소속 종단|
758|경북|용담사|경상북도 안동시 길안면?미내소일길 138|조계종|
759|경북|선찰사|경상북도 안동시 길안면 웃장터길 91-17|조계종|
760|경북|모운사|경상북도 안동시 남후면 모운사길 83 |조계종|
761|경북|일출암
(구 일출암)|경상북도 안동시  녹전면 일출길 207 |조계종|
762|경북|용수사|경상북도 안동시 도산면 용수길  284-9 |조계종|
763|경북|영봉사|경상북도 안동시 북후면 구둠실길 171|조계종|
764|경북|석탑사|경상북도 안동시 북후면 산북로 260-14|조계종|
765|경북|봉서사|경상북도 안동시 북후면 북평로 1057-114 |조계종|
766|경북|옥산사|경상북도 안동시  북후면 벽절길  137 |태고종|
767|경북|광흥사|경상북도 안동시 서후면?광흥사길 105|조계종|
768|경북|개목사|경상북도 안동시 서후면 개목사길 362 |조계종|
769|경북|봉정사|경상북도 안동시 서후면 봉정사길 222|조계종|
770|경북|석수암|경상북도 안동시 제비원로 370-13(안기동)|조계종|
771|경북|유하사|경상북도 안동시 와룡면 어은길 39 |조계종|
772|경북|연미사|경상북도 안동시  제비원로 672 (이천동)|조계종|
773|경북|봉황사|경상북도 안동시 임동면 봉황사길 152|조계종|
774|경북|서악사|경상북도 안동시 서악길 67-14 (태화동)|조계종|
775|경북|유금사|경상북도 영덕군 병곡면?유금길 213-26|조계종|
776|경북|장육사|경상북도 영덕군 창수면 장육사1길 172|조계종|
777|경북|부석사|경상북도 영주시 부석면 부석사로 345 |조계종|
778|경북|성혈사|경상북도 영주시 순흥면 죽계로 459-99 |조계종|
779|경북|초암사|경상북도 영주시 순흥면 죽계로315번길 330 |조계종|
780|경북|영주포교당|경상북도 영주시 중앙로63번길 41-10 (영주동)|조계종|
781|경북|흑석사|경상북도 영주시 이산면 이산로 390-40 |조계종|
782|경북|진월사|경상북도 영주시 평은면 문평로 638-250 |조계종|
783|경북|비로사|경상북도 영주시 풍기읍 삼가로 661-29|조계종|
784|경북|희방사|경상북도 영주시 풍기읍 죽령로1720번길 278|조계종|
785|경북|유석사|경상북도 영주시 풍기읍 죽령로1360번길 289 |조계종|
786|경북|영천포교당|경상북도 영천시 서문길 69(교촌동)|조계종|
787|경북|죽림사|경상북도 영천시 금호읍 죽방길 279-57|조계종|
788|경북|신흥사|경상북도 영천시 금호읍 금호로 360-29|조계종|
789|경북|영지사|경상북도 영천시 대창면 영지길 471|조계종|
790|경북|신녕포교당|경상북도 영천시 신녕면 동산길 11|조계종|
791|경북|부귀사
(구 부귀암)|경상북도 영천시 신녕면 칠밭골길 446|조계종|
792|경북|수도사|경상북도 영천시 신녕면 치산관광길 404|조계종|
793|경북|진불암|경상북도 영천시 신녕면 치산관광길 404-1|조계종|
794|경북|한광사|경상북도 영천시 신녕면 왕산대길 159|법왕종|
795|경북|거동사|경상북도 영천시 자양면 사곡길 77-81|조계종|
796|경북|묘각사|경상북도 영천시 자양면 용화길 499|조계종|
797|경북|은해사|경상북도 영천시 청통면 청통로 951|조계종|
798|경북|봉림사|경상북도 영천시 화북면 천문로 2149-368|조계종|
799|경북|한천사|경상북도 예천군 감천면 한천사길 142|조계종|
800|경북|보문사|경상북도 예천군 보문면 보문사길 243 |조계종|
801|경북|명봉사|경상북도 예천군 상리면 석항명봉로 881-106 |조계종|
802|경북|서악사|경상북도 예천군 예천읍 대심1길 160 |조계종|
803|경북|동악사|경상북도 예천군 예천읍 충효로 448 |대한미륵불교|
804|경북|장안사|경상북도 예천군 용궁면 회룡대길 168|조계종|
805|경북|용문사|경상북도 예천군 용문면 용문사길 285-30 |조계종|
806|경북|청룡사|경상북도 예천군 용문면 선동길 510|조계종|
807|경북|불영사|경상북도 울진군 서면 불영사길 48 |조계종|
808|경북|정수사|경상북도 의성군 구천면 장국길 195|조계종|
809|경북|수정사|경상북도 의성군 금성면 수정사길 420|조계종|
810|경북|대곡사|경상북도 의성군 다인면 대곡사길 80 |조계종|
811|경북|고운사|경상북도 의성군 단촌면 고운사길 415|조계종|
812|경북|만장사|경상북도 의성군 비안면 모산길 109|조계종|
813|경북|주월사|경상북도 의성군 사곡면 양지실업길 115|조계종|
814|경북|지장사|경상북도 의성군 안사면 월소1길 148|조계종|
815|경북|옥련사|경상북도 의성군 안평면 옥련사길 130|조계종|
816|경북|운람사|경상북도 의성군 안평면 신안2길 223|조계종|
817|경북|대산사|경상북도 청도군 각남면 옥산길 248-170|조계종|
818|경북|용천사|경상북도 청도군 각북면 헐티로 1375-9|조계종|
819|경북|대비사|경상북도 청도군 금천면?박곡길 590|조계종|
820|경북|불령사|경상북도 청도군 매전면 용산3길 99-8|조계종|
821|경북|운문사|경상북도 청도군 운문면?운문사길 264|조계종|
822|경북|보현사|경상북도 청도군 청도읍 앞산공원길 14|태고종|
823|경북|적천사|경상북도 청도군 청도읍 원동길 304|조계종|
824|경북|대운암|경상북도 청도군 청도읍 청매로 117-320 |조계종|
825|경북|신둔사|경상북도 청도군 화양읍 화양남산길 355|조계종|
826|경북|덕사|경상북도 청도군 화양읍 소라길 16-107|조계종|
827|경북|대적사|경상북도 청도군 화양읍 송금길 113|조계종|
828|경북|죽림사|경상북도 청도군 화양읍 홍도길 205-5|조계종|
829|경북|대전사|경상북도 청송군 부동면 공원길 226|조계종|
830|경북|보광사|경상북도 청송군 청송읍 현충로 51-352|조계종|
831|경북|청송포교당|경상북도 청송군 청송읍 중앙로 267-11 |조계종|
832|경북|수정사|경상북도 청송군 파천면?송강길 268|조계종|
833|경북|대둔사|경상북도 칠곡군 가산면 가산로1길 272-59|조계종|
834|경북|금곡사|경상북도 칠곡군 가산면 금화길 107|조계종|
835|경북|도덕암|경상북도 칠곡군 동명면 한티로 260|조계종|
836|경북|송림사|경상북도 칠곡군 동명면 송림길 73 |조계종|
837|경북|선봉사|경상북도 칠곡군 북삼읍 금오동천로 84 |선학원|
838|경북|영명사|경상북도 칠곡군 북삼읍 금오동천로 84 |조계종|
839|경북|해봉사|경상북도 포항시 남구 호미곶면 명월길  304-16|법화종|
840|경북|선암사|경상북도 포항시 남구 동해면 정동길417번길 97-37 |미륵종|
841|경북|몽운사|경상북도 포항시 남구 동해면 조항산길9번길 75|조계종|
842|경북|일출선원|경상북도 포항시 남구 동해면 정동길 551-74|선학원|
843|경북|진불사|경상북도 포항시 남구 동해면 흥환길 26번길 101|태고종|
844|경북|오어사|경상북도 포항시 남구 오천읍?오어로 1|조계종|
845|경북|고석사|경상북도 포항시 남구 장기면 방산로 526|조계종|
846|경북|무학사|경상북도 포항시 북구 죽장면 면봉산길 430 |조계종|
847|경북|보경사|경상북도 포항시 북구 송라면 보경로 523|조계종|
848|경북|법광사|경상북도 포항시 북구 신광면 상읍길 290 |법화종|
849|경북|임허사|경상북도 포항시 북구 흥해읍?동해대로 1548-4|조계종|
850|경북|천곡사|경상북도 포항시 북구 흥해읍 도음로 476 |조계종|
851|경북|죽림사|경상북도 포항시 북구 탑산길10번길 11-4 (용흥동) |조계종|
852|경북|감산사|경상북도 경주시 외동읍 앞등길 117-20|조계종대각회|
853|경남|세진암|경상남도 거제면 동상3길 31-6(동상리)|조계종|
854|경남|총명사|경상남도 거제시 신부로4길 40|조계종|
855|경남|고견사|경상남도 거창군 가조면 의상봉길 1049|조계종|
856|경남|금봉암|경상남도 거창군고제면 용초길 310-428|조계종|
857|경남|연수사|경상남도 거창군남상면 연수사길 115-103|조계종|
858|경남|송계사|경상남도 거창군북상면 송계사길 321|조계종|
859|경남|옥천사|경상남도 고성군 개천면 연화산1로 471-9|조계종|
860|경남|장의사|경상남도 고성군 거류면 신용9길 295|조계종|
861|경남|문수암|경상남도 고성군 상리면 무선2길 808|조계종|
862|경남|계승사|경상남도 고성군 영현면 대법3길 236|조계종|
863|경남|운흥사|경상남도 고성군 하이면 와룡2길 248-28|조계종|
864|경남|원명사|경상남도 김해시 대동면 대동로529번길 83|조계종|
865|경남|영구암|경상남도 김해시 신어산길 169(삼방동)|조계종|
866|경남|은하사|경상남도 김해시 신어산길 167(삼방동)|조계종|
867|경남|성조암|경상남도 김해시 활천로 121-57(삼정동)|조계종|
868|경남|백운암|경상남도 김해시 상동면 여차로471번안길 16-133(여차리)|조계종|
869|경남|모은암|경상남도 김해시 생림면 마사로 36-228(생철리)|조계종|
870|경남|구천암|경상남도 김해시 생림면 마사로229번길 58-175|조계종|
871|경남|해은사|경상남도 김해시 가야로 405번안길 210-162|조계종|
872|경남|흥부암|경상남도 김해시 전하로 269-74|조계종|
873|경남|장유암|경상남도 김해시 대청계곡길 170-563(대청리)|조계종|
874|경남|선지사|경상남도 김해시 주촌면 서부로 1743번길 28(선지리)|조계종|
875|경남|화방사|경상남도 남해군 고현면 화방사길 128-6|조계종|
876|경남|법흥사|경상남도 남해군 남해읍 망운로 10번길 45-10|조계종|
877|경남|망운사|경상남도 남해군 남해읍 남서대로 2240번길|조계종|
878|경남|보리암|경상남도 남해군 상주면 보리암로 665|조계종|
879|경남|용문사|경상남도 남해군 이동면 용문사길 166-11|조계종|
880|경남|운대암|경상남도 남해군 창선면 창선로 153번길 240|조계종|
881|경남|의림사|경상남도 창원시 마산합포구 진북면 의림로 382|조계종|
882|경남|정법사|경상남도 창원시 마산합포구 몽고정길 46(부림동)|조계종|
883|경남|성덕암|경상남도 창원시 마산합포구 성호서7길 46(추산동)|조계종|
884|경남|광산사|경상남도 창원시 마산회원구?내서읍 광려로 542(신감리)|조계종|
885|경남|무봉사|경상남도 밀양시 영남루1길 16-11(내일동)|조계종|
886|경남|표충사|경상남도 밀양시 단장면 표충로 1338(구천리)|조계종|
887|경남|홍제사|경상남도 밀양시 무안면 동부동안길 4(무안리)|조계종|
888|경남|대법사|경상남도 밀양시 무안면 무안서로163-158(중산리)|조계종|
889|경남|석골사|경상남도 밀양시 산내면 원서3길 167(원서리)|조계종|
890|경남|만어사|경상남도 밀양시 삼랑진읍 용전리 산 41|조계종|
891|경남|부은사|경상남도 밀양시 삼랑진읍 천태로451-94|태고종|
892|경남|다솔사|경상남도 사천시 곤명면 다솔사길 417|조계종|
893|경남|백천사|경상남도 경남 사천시 백천길 326-2|관음회조계종|
894|경남|심적사|경상남도 산청군 산청읍 웅석봉로 495|조계종|
895|경남|지곡사|경상남도 산청군 산청읍 웅석봉로 396|조계종|
896|경남|심적정사|경상남도 산청군 산청읍 꽃봉산로133번길 15|조계종|
897|경남|대원사|경상남도 산청군 삼장면 평촌유평로 453|조계종|
898|경남|법계사|경상남도 산청군 시천면 지리산대로 320-292|조계종|
899|경남|정취암|경상남도 산청군 신등면 둔철산로 675-87|조계종|
900|경남|율곡사|경상남도 산청군 신등면 율곡사길 182|조계종|
901|경남|내원사|경상남도 산청군삼장면 대하내원로 256|조계종|
902|경남|용화사 |경상남도 양산시 물금읍 원동로 199-133|조계종|
903|경남|원효암|경상남도 양산시 상북면 천성산길 727-82|조계종|
904|경남|홍룡사|경상남도 양산시 상북면 홍룡로 372|선학원|
905|경남|미타암|경상남도 양산시 주진로 379-61(소주동)|조계종|
906|경남|신흥사|경상남도 양산시 원동면 원동로 2282-111|조계종|
907|경남|계원사|경상남도 양산시 중앙우회로 66-64|조계종|
908|경남|내원사|경상남도 양산시 하북면 내원로 207|조계종|
909|경남|통도사|경상남도 양산시 하북면 통도사로 108|조계종|
910|경남|법천사|경상남도 양산시 동면 금산2길 210|조계종|
911|경남|백련암|경상남도 의령군 가례면 자굴산로 1150-142(개승리)|조계종|
912|경남|운암사|경상남도 의령군 부림면 고루로 945-107(경산리 837)|조계종|
913|경남|유학사|경상남도 의령군 부림면 여배로5길 2(묵방리)|조계종|
914|경남|수도사|경상남도 의령군 용덕면 덕암로 581-137|조계종|
915|경남|청곡사|경상남도 진주시 금산면 월아산로 1440번길 138(갈전리)|조계종|
916|경남|호국사|경상남도 진주시 남강로 626-71(남성동)|조계종|
917|경남|두방사|경상남도 진주시 문산읍 동부로 781번길 267(상문리)|조계종|
918|경남|의곡사|경상남도 진주시 의곡길 72(상봉동)|조계종|
919|경남|연화사|경상남도 진주시 향교로 42번길 13(옥봉동)|조계종|
920|경남|성전사|경상남도 진주시 이반성면 장안로 65번길 291(장안리) |조계종|
921|경남|응석사|경상남도 진주시 집현면 응석로 435(정평리)|조계종|
922|경남|총림선원|경상남도 진주시 망진산길 71(망경동)|선학원|
923|경남|성흥사|경상남도 창원시 진해구 대장로 273(대장동)|조계종|
924|경남|청련사|경상남도 창녕군 계성면 계성화왕산로 288-102|조계종|
925|경남|삼성암|경상남도 창녕군 계성면 북암길 147|조계종|
926|경남|법화사|경상남도 창녕군 영산면 적지길 184|조계종|
927|경남|창녕포교당|경상남도 창녕군 창녕읍 신당2길 4-3|조계종|
928|경남|석불사|경상남도 창녕군 창녕읍 화왕산로 135-71|법화종|
929|경남|도성암|경상남도 창녕군 창녕읍 자하곡길 147|조계종|
930|경남|관룡사|경상남도 창녕군 창녕읍 화왕산관룡사길 171|조계종|
931|경남|극락암|경상남도 창녕군 창녕읍 새말길 142|조계종|
932|경남|불곡사|경상남도 창원시 성산구 대암로 55(대방동)|법화종|
933|경남|우곡사|경상남도 창원시 의창구 동읍 자여로 459(단계리)|조계종|
934|경남|성주사|경상남도 창원시 성산구 곰절길 191(천선동)|조계종|
935|경남|안정사|경상남도 통영시 광도면 안정1길 363(안정리)|법화종|
936|경남|용화사 |경상남도 통영시 봉수로 107-82(봉평동)|조계종|
937|경남|양천암|경상남도 하동군 북천면 상촌길 184-128|조계종|
938|경남|한산사|경상남도 하동군 악양면 평사리길 59-102|조계종|
939|경남|학방암|경상남도 하동군 양보면 상고개로 377-59|조계종|
940|경남|칠불사|경상남도 하동군 화개면 범왕길 528|조계종|
941|경남|쌍계사|경상남도 하동군 화개면 쌍계사길 59|조계종|
942|경남|원효암|경상남도 함안군 군북면 사촌4길 863|조계종|
943|경남|장춘사|경상남도 함안군 칠북면 북원로 110-1|조계종|
944|경남|금대암|경상남도 함양군 마천면 천왕봉로 1035-528|조계종|
945|경남|영원사|경상남도 함양군 마천면 마천삼정로 544-659|조계종|
946|경남|벽송사|경상남도 함양군 마천면 광점길 27-177|조계종|
947|경남|상연대|경상남도 함양군 백전면 백운산길 3-291|조계종|
948|경남|영각사|경상남도 함양군 서상면 덕유월성로 567|조계종|
949|경남|용추사|경상남도 함양군 안의면 용추계곡로 623|조계종|
950|경남|보림사|경상남도 함양군 함양읍 상림3길 32|조계종|
951|경남|해인사|경상남도 합천군 가야면 해인사길 12|조계종|
952|경남|연호사|경상남도 합천군 합천읍 죽죽길 80|조계종|
953|경남|용궁사|경상남도 밀양시 용두로 31-8 (가곡동)|조계종|
954|경남|안국사|경상남도 함양군 마천면 천왕봉로 1035-337|조계종|
955|경남|칠성사|경상남도 하동군 악양면 신흥길 121-120|조계종|
956|제주|천왕사|제주도 제주시 1100로 2528-11(노형동 산 20-17)|조계종|
957|제주|불탑사|제주도 제주시 원당로16길 41(삼양1동 696)|조계종|
958|제주|관음사|제주도 제주시 산록북로 660(아라동 387)|조계종|
959|제주|월정사|제주도 제주시 아연로 216-5(오라2동 656-2)|선학원|
960|제주|제석사|제주도 제주시 신성로10길 23(이동2동 1014-3)|조계종|
961|제주|보덕사 |제주도 제주시 독짓골8길 26(도남동 80-2)|조계종|
962|제주|법화사|제주도 서귀포시 하원북로35번길 15-28(하원동 1071)|조계종|
963|제주|약천사|제주도 서귀포시 이어도로 293-28(대포동 1165)|조계종|
964|제주|남국선원|제주도 서귀포시 돈내코로 296-127(상효동 산1-1)|대각회|
965|제주|선광사|제주도 서귀포시 남원읍 태위로 510(남원읍 남원리 2493)|태고종|
966|제주|월성사|제주도 제주시 한경면 용고로 63(한경면 고산리 2923)|조계종|
967|제주|월영사|제주도 제주시 애월읍 하귀동남2길 40-16(애월읍 상귀리 329)|태고종|
|||||
|||||
|||||
|||||
|||||
|||||
|||||
|||||
|||||
|||||
|||||
|||||
|||||
|||||
|||||
