##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@지역재래시장
내일전통시장||128.7533834|35.4933588|지역재래시장||경상남도 밀양시 상설시장3길 18-6||공동시장;중형시장(점포 100~499개);||||||내일전통시장||||90302
단계시장||128.011235|35.3769853|지역재래시장||경상남도 신등면 신차로 500-3||공설시장;소형시장(점포 100개 미만);||||||단계시장||||90302
단성시장||127.9578209|35.2982356|지역재래시장||경상남도 산청군 단성면 목화로 968번길 17||공설시장;소형시장(점포 100개 미만);||||||단성시장||||90302
대곡시장||128.1684535|35.2635418|지역재래시장||경상남도 진주시 대곡면 진의로 1091번길 ||공설시장;소형시장(점포 100개 미만);||||||대곡시장||||90302
대동그린코아상가||128.669694|35.2442943|지역재래시장||경상남도 창원시 창원천로 292||공동시장;소형시장(점포 100개 미만);||||||대동그린코아상가||||90302
대동씨코아상가시장||128.5624899|35.179756|지역재래시장||경상남도 창원시 마산합포구 월영동로 8||공동시장;중형시장(점포 100~499개);||||||대동씨코아상가시장||||90302
대동중앙상가||128.6162329|35.2541837|지역재래시장||경상남도 창원시 의창구 반계로 93||공동시장;소형시장(점포 100개 미만);||||||대동중앙상가||||90302
대동훼미리코아상가||128.7087556|35.2099366|지역재래시장||경상남도 창원시 성산구 대정로 138||공동시장;소형시장(점포 100개 미만);||||||대동훼미리코아상가||||90302
대방덕산1차상가||128.7069133|35.2135602|지역재래시장||경상남도 창원시 성산구 대정로 131||공동시장;소형시장(점포 100개 미만);||||||대방덕산1차상가||||90302
대산공설시장||128.4281464|35.3528234|지역재래시장||경상남도 함안군 대산면 대산중앙로 219||공설시장;소형시장(점포 100개 미만);||||||대산공설시장||||90302
덕계종합상설시장||129.1471868|35.369744|지역재래시장||경상남도 양산시 덕계2길 7||법인시장;중형시장(점포 100~499개);||||||덕계종합상설시장||||90302
덕산그린피아상가||128.6760408|35.221677|지역재래시장||경상남도 창원시 성산구 용지로 64||공동시장;소형시장(점포 100개 미만);||||||덕산그린피아상가||||90302
덕산시장||127.8375066|35.2768666|지역재래시장||경상남도 산청군 시천면 남명로 188-5||공설시장;소형시장(점포 100개 미만);||||||덕산시장|덕산시장|||90302
동마산시장||128.5875535|35.2400336|지역재래시장||경상남도 창원시 마산 회원구 합성남8길 76||법인시장;중형시장(점포 100~499개);||||||동마산시장||||90302
동부종합상가||128.1162344|35.1869935|지역재래시장||경상남도 진주시 대신로299번길 7||법인시장;소형시장(점포 100개 미만);||||||동부종합상가||||90302
동성올림픽타운||128.6777305|35.2222435|지역재래시장||경상남도 창원시 성상구 중앙대로 77||공동시장;소형시장(점포 100개 미만);||||||동성올림픽타운||||90302
로데오거리상점가||128.0829664|35.1946488|지역재래시장||경상남도 진주시 촉석로150번길 3||중형시장(점포 100~499개);||||||로데오거리상점가||||90302
롯데종합상가||128.6854321|35.2340095|지역재래시장||경상남도 창원시 의창구 용지로 225||공동시장;소형시장(점포 100개 미만);||||||롯데종합상가||||90302
마산수산시장||||지역재래시장||경상남도 창원시 마산합포구 수산2길 194||법인시장;중형시장(점포 100~499개);||||||마산수산시장||||90302
마산역번개시장||128.5787567|35.2367245|지역재래시장||경상남도 창원시 마산회원구 석전동 16길 ||법인시장;소형시장(점포 100개 미만);||||||마산역번개시장||||90302
마천시장||128.7822994|35.1255698|지역재래시장||경상남도 창원시 진해구 웅동로 57||공설시장;소형시장(점포 100개 미만);||||||마천시장||||90302
마천전통시장||127.6625569|35.3957208|지역재래시장||경상남도 함양군 마천면 천왕봉로 1144-2||공설시장;소형시장(점포 100개 미만);||||||마천전통시장||||90302
명곡종합상가||128.6462155|35.2484747|지역재래시장||경상남도 창원시 의창구 명서로116번길 20||공동시장;소형시장(점포 100개 미만);||||||명곡종합상가||||90302
명서시장||128.6465874|35.2493669|지역재래시장||경상남도 창원시 의창구 원이대로 189번길 20||공동시장;중형시장(점포 100~499개);||||||명서시장||||90302
무안시장||128.6524912|35.469678|지역재래시장||경상남도 밀양시 무안면 사명로 510-1||공설시장;소형시장(점포 100개 미만);|||||무안임시시장|무안시장||||90302
문산시장||128.1690703|35.1704134|지역재래시장||경상남도 진주시 문산읍 소문길 68||공설시장;소형시장(점포 100개 미만);||||||문산시장||||90302
밀양아리랑시장||128.7525241|35.4930478|지역재래시장||경상남도 밀양시 상설시장1길 11||법인시장;중형시장(점포 100~499개);||||||밀양아리랑시장||||90302
배둔시장||128.369333|35.0576184|지역재래시장||경상남도 고성군 희화면 배둔로31번길 5||공설시장;소형시장(점포 100개 미만);||||||배둔시장||||90302
봉곡시장||128.6711887|35.2471336|지역재래시장||경상남도 창원시 의창구 봉곡로111번길 16||공동시장;중형시장(점포 100~499개);||||||봉곡시장||||90302
봉곡프라자상가||128.6594806|35.245625|지역재래시장||경상남도 창원시 의창구 창이대로205번길 5||공동시장;소형시장(점포 100개 미만);||||||봉곡프라자상가||||90302
부림상시장||128.5722857|35.2057791|지역재래시장||경상남도 창원시 마산합포구 동서서4길 2-15||공동시장;소형시장(점포 100개 미만);||||||부림상시장||||90302
부림시장||128.5734377|35.2057646|지역재래시장||경상남도 창원시 마산함포구 3·15대로 352||공동시장;중형시장(점포 100~499개);||||||부림시장||||90302
부림지하시장||128.572946|35.2058193|지역재래시장||경상남도 창원시 마산합포구 315대로 351||소형시장(점포 100개 미만);||||||부림지하시장|부림지하상가|||90302
북동공설시장||128.6207112|35.2661757|지역재래시장||경상남도 창원시 의창구 의안로 49번길 30||공설시장;소형시장(점포 100개 미만);||||||북동공설시장||||90302
북마산중앙시장||128.5712546|35.2159988|지역재래시장||경상남도 창원시 마산합포구 상남시장로 3||공동시장;소형시장(점포 100개 미만);||||||북마산중앙시장||||90302
북신시장||128.4278869|34.8555611|지역재래시장||경상남도 통영시 북신시장1길 66||법인시장;중형시장(점포 100~499개);||||||북신시장||||90302
북천공설시장||127.8918115|35.1135805|지역재래시장||경상남도 하동군 경서대로 2427-14||공설시장;소형시장(점포 100개 미만);||||||북천공설시장||||90302
사천읍시장||128.064185|35.0037788|지역재래시장||경상남도 사천시 사천읍시장1길 16||법인시장;중형시장(점포 100~499개);||||||사천읍시장||||90302
사파동성종합상가||128.7035237|35.219156|지역재래시장||경상남도 창원시 성산구 창이대로 733||공동시장;소형시장(점포 100개 미만);||||||사파동성종합상가||||90302
산청시장||127.8762098|35.41536|지역재래시장||경상남도 산청군 산청읍 중앙로 16-1||법인시장;소형시장(점포 100개 미만);||||||산청시장||||90302
산호시장||128.5821164|35.2182583|지역재래시장||경상남도 창원시 마산합포구 산호시장길 18||공동시장;소형시장(점포 100개 미만);||||||산호시장||||90302
삼가시장||128.1231454|35.411975|지역재래시장||경상남도 합천군 삼가면 일부5길 1||공설시장;소형시장(점포 100개 미만);||||||삼가시장||||90302
삼방시장||128.9096998|35.2505506|지역재래시장||경상남도 김해시 삼안로 255번길 안길 6-12||공동시장;소형시장(점포 100개 미만);||||||삼방시장||||90302
삼천포용궁수산시장||128.0710285|34.927499|지역재래시장||경상남도 사천시 어시장길 64||공설시장;중형시장(점포 100~499개);||||||삼천포용궁수산시장||||90302
삼천포종합시장||128.0786055|34.9325381|지역재래시장||경상남도 사천시 새시장길 19||공동시장;중형시장(점포 100~499개);||||||삼천포종합시장||||90302
삼천포중앙시장||128.0755978|34.9293028|지역재래시장||경상남도 사천시 중앙시장2길 37||공동시장;중형시장(점포 100~499개);||||||삼천포중앙시장||||90302
상남시장||128.6854684|35.2230464|지역재래시장||경상남도 창원시 성산구 마디미로 28||공동시장;중대형시장(점포 500~999개);||||||상남시장||||90302
생초시장||127.836126|35.492403|지역재래시장||경상남도 산청군 생초로 25-17||공설시장;소형시장(점포 100개 미만);||||||생초시장||||90302
서마산시장||128.5691304|35.2290766|지역재래시장||경상남도 창원시 마산회원구 석전남16길 64||공동시장;소형시장(점포 100개 미만);||||||서마산시장||||90302
서부시장||128.0763054|35.1937842|지역재래시장||경상남도 진주시 촉석로 127||법인시장;중형시장(점포 100~499개);||||||서부시장||||90302
서창시장||129.1720077|35.4163548|지역재래시장||경상남도 양산시 서창서2길 5||공설시장;소형시장(점포 100개 미만);||||||서창시장||||90302
서포시장||127.9779167|35.006837|지역재래시장||경상남도 사천시 자구로 473||공동시장;소형시장(점포 100개 미만);||||||서포시장||||90302
서호시장||128.4198205|34.8430776|지역재래시장||경상남도 통영시 새터길 58-9||법인시장;중형시장(점포 100~499개);||||||서호시장||||90302
석전시장||128.5749216|35.2304059|지역재래시장||경상남도 창원시 마산회원구 석전동 6길 32||법인시장;소형시장(점포 100개 미만);||||||석전시장||||90302
성원3차상가||128.7085075|35.2151382|지역재래시장||경상남도 창원시 성산구 대암로 80||공동시장;소형시장(점포 100개 미만);||||||성원3차상가||||90302
소계시장||128.5989813|35.2567546|지역재래시장||경상남도 창원시 의창구 소계로 83-6||공동시장;소형시장(점포 100개 미만);||||||소계시장||||90302
소계옛길시장||||지역재래시장||경상남도 창원시 의창구 소계로 99-4||공설시장;소형시장(점포 100개 미만);||||||소계옛길시장||||90302
소답시장||128.6208072|35.2656397|지역재래시장||경상남도 창원시 의창구 의안로49번길 31-7||공동시장;소형시장(점포 100개 미만);||||||소답시장||||90302
송백시장||128.8818479|35.585885|지역재래시장||경상남도 밀양시 산내면 산내로 346-1||공설시장;소형시장(점포 100개 미만);||||||송백시장||||90302
송지시장||128.837125|35.3969035|지역재래시장||경상남도 밀양시 삼랑진읍 외송3길 8-1||공설시장;소형시장(점포 100개 미만);||||||송지시장||||90302
수남상가||128.5741582|35.2044357|지역재래시장||경상남도 창원시 마산합포구 동서북8길 17||중형시장(점포 100~499개);||||||수남상가||||90302
수산시장||128.7289225|35.3662122|지역재래시장||경상남도 밀양시 하남읍 시서상가길 5||공동시장;소형시장(점포 100개 미만);||||||수산시장||||90302
신마산반월시장||128.5610255|35.1892187|지역재래시장||경상남도 창원시 마산합포구 반월남1길 18-16||공동시장;소형시장(점포 100개 미만);|||||반월시장|신마산반월시장||||90302
