##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@레드테이블
명동교자||||레드테이블|||서울 중구 명동2가 25-2|||||||명동교자||||
유진식당||||레드테이블|||서울 종로구 낙원동 221|||||||유진식당||||
살롱드몽슈슈|가로수길점|||레드테이블|||서울시 강남구 신사동 524-36|||||||살롱드몽슈슈(가로수길점)||||
깐풍기브라더스||||레드테이블|||서울시 마포구 서교동 410-7|||||||깐풍기브라더스||||
시타라||||레드테이블|||서울시 마포구 합정동 413-18|||||||시타라||||
엔그릴||||레드테이블|||서울 용산구 용산동2가 1-3|||||||엔그릴||||
툭툭누들타이||||레드테이블|||서울 마포구 연남동 227-37|||||||툭툭누들타이|b1|||
왕비집|종로점|||레드테이블|||서울 종로구 관철동 12-11|||||||왕비집(종로점)||||
샤이바나||||레드테이블|||서울 서초구 반포4동 104-4|||||||샤이바나||||
홍대포||||레드테이블|||서울 마포구 서교동 366-2|||||||홍대포||||
천하||||레드테이블|||서울 마포구 상수동 86-35|||||||천하||||
대만야시장||||레드테이블|||서울시 마포구 연남동 227-20|||||||대만야시장|1층|||
황제해물보쌈||||레드테이블|||서울시 구로구 구로동 1272|||||||황제해물보쌈||||
롱브레드|강남역점|||레드테이블|||서울시 서초구 서초동 1317-23|||||||롱브레드(강남역점)||||
아비꼬|신사가로수길점|||레드테이블|||서울 강남구 신사동 537-4|||||||아비꼬(신사가로수길점)||||
유로구르메||||레드테이블|||서울 종로구 통의동 23|||||||유로구르메||||
빈스플||||레드테이블|||서울시 강남구 역삼동 812-15|||||||빈스플||||
아이해브어드림||||레드테이블|||서울시 강남구 역삼동 821-1|||||||아이해브어드림||||
갓파스시|구로점|||레드테이블|||서울시 구로구 구로동 212-8|||||||갓파스시(구로점)||||
팝컨테이너||||레드테이블||서울 서대문구 명물길 70||||||||팝컨테이너||||
코벤트가든||||레드테이블|||서울 강남구 대치동 898-11|||||||코벤트가든||||
고고스||||레드테이블|||서울 송파구 잠실동 47|||||||고고스||||
리미니|명동점|||레드테이블|||서울 중구 충무로1가 23-5|||||||리미니(명동점)||||
생어거스틴|명동점|||레드테이블|||서울시 중구 명동2가 31-1|||||||생어거스틴(명동점)||||
투썸플레이스|신촌점|||레드테이블|||서울 서대문구 창천동 30-8|||||||투썸플레이스(신촌점)|1F|||
산쪼메||||레드테이블|||서울 마포구 동교동 164-32|||||||산쪼메||||
광화문집||||레드테이블|||서울 종로구 당주동 43|||||||광화문집||||
델리|홍대점|||레드테이블|||서울 마포구 서교동 338-39|||||||델리(홍대점)||||
르브와|신림점|||레드테이블||서울 관악구 신원로 34||||||||르브와(신림점)||||
신사소곱창||||레드테이블|||서울시 강남구 신사동 512-10|||||||신사소곱창||||
효자동초밥||||레드테이블||서울 종로구 자하문로 14||||||||효자동초밥||||
다이닝텐트|가로수길점|||레드테이블|||서울시 강남구 신사동 525-12|||||||다이닝텐트(가로수길점)||||
로이즈||||레드테이블|||서울 강남구 신사동 579-3|||||||로이즈||||
홉스피제리아||||레드테이블|||서울시 마포구 동교동 165-8|||||||홉스피제리아||||
브레드05||||레드테이블|||서울 마포구 서교동 408-25|||||||브레드05||||
블뤼테||||레드테이블|||서울 마포구 상수동 86-10|||||||블뤼테||||
2046팬스테이크|홍대점|||레드테이블|||서울시 마포구 서교동 401-19|||||||2046팬스테이크(홍대점)||||
더다이닝랩||||레드테이블|||서울시 마포구 동교동 153-5|||||||더다이닝랩||||
카페이마||||레드테이블|||서울 종로구 세종로 139-8|||||||카페이마||||
삼육공알파||||레드테이블|||서울 마포구 서교동 395-111|||||||삼육공알파||||
수하동||||레드테이블|||서울시 송파구 신천동 29|||||||수하동||||
혜화돌쇠아저씨||||레드테이블|||서울 종로구 명륜4가 23|||||||혜화돌쇠아저씨||||
코푸플레이트|대학로점|||레드테이블|||서울시 종로구 동숭동 1-44|||||||코푸플레이트(대학로점)||||
두레국수||||레드테이블|||서울 강남구 신사동 626-79|||||||두레국수||||
르알래스카|압구정동점|||레드테이블|||서울 강남구 신사동 653-9|||||||르알래스카(압구정동점)||||
바바인디아|강남역점|||레드테이블|||서울시 서초구 서초동 1328-11|||||||바바인디아(강남역점)||||
오뗄두스|가로수길점|||레드테이블|||서울시 강남구 신사동 551|||||||오뗄두스(가로수길점)||||
거북곱창||||레드테이블|||서울 서초구 서초동 1578-2|||||||거북곱창||||
슈퍼커피||||레드테이블|||서울시 영등포구 여의도동 43-3|||||||슈퍼커피|홍우빌딩 1층|||
바피아노|삼성동점|||레드테이블|||서울 강남구 대치동 945-27|||||||바피아노(삼성동점)||||
프리가||||레드테이블|||서울시 동대문구 전농동 591-53|||||||프리가||||
홍스쭈꾸미||||레드테이블|||서울 마포구 서교동 331-21|||||||홍스쭈꾸미||||
베나레스||||레드테이블|||서울 구로구 구로동 1124-72|||||||베나레스||||
윤세영식당||||레드테이블|||서울시 용산구 한남동 795-1|||||||윤세영식당||||
슈가대디||||레드테이블||서울시 용산구 이태원로 136-13||||||||슈가대디||||
역전회관||||레드테이블|||서울 마포구 염리동 173-21|||||||역전회관||||
2046팬스테이크||||레드테이블|||서울시 종로구 계동 102-1|||||||2046팬스테이크||||
북촌손만두||||레드테이블|||서울시 중구 을지로6가 18-137|||||||북촌손만두||||
비스테카||||레드테이블|||서울 용산구 이태원2동 211-33|||||||비스테카||||
하카다분코||||레드테이블|||서울 마포구 상수동 93-28|||||||하카다분코||||
핸인핸버거||||레드테이블|||서울시 마포구 창전동 6-42|||||||핸인핸버거||||
부자피자|1호점|||레드테이블|||서울시 용산구 한남동 743-33|||||||부자피자(1호점)||||
이한스시||||레드테이블|||서울시 영등포구 당산동1가 256-184|||||||이한스시||||
카페마마스|시청점|||레드테이블|||서울 중구 무교동 19|||||||카페마마스(시청점)||||
스시로|종로점|||레드테이블|||서울 종로구 관철동 38-1|||||||스시로(종로점)||||
빠리하노이||||레드테이블|||서울 종로구 명륜4가 83-1|||||||빠리하노이||||
후쿠야||||레드테이블|||서울 마포구 서교동 356-1|||||||후쿠야||||
델리하인츠버그||||레드테이블|||서울 강남구 신사동 534-1|||||||델리하인츠버그||||
교대활화산조개구이||||레드테이블|||서울 서초구 서초동 1577-6|||||||교대활화산조개구이||||
사가라멘|가로수길점|||레드테이블|||서울 강남구 신사동 516-11|||||||사가라멘(가로수길점)||||
페스타마레|건대점|||레드테이블|||서울 광진구 자양동 2-14|||||||페스타마레(건대점)||||
고양이다락방||||레드테이블|||서울 중구 명동2가 51-14|||||||고양이다락방||||
쉘위||||레드테이블|||서울 서초구 서초동 1317|||||||쉘위||||
오지상함박스테이크||||레드테이블|||서울시 용산구 이태원2동 662|||||||오지상함박스테이크||||
명화당|명동1호점|||레드테이블|||서울 중구 명동2가 55-3|||||||명화당(명동1호점)||||
다이닝텐트||||레드테이블|||서울 강남구 신사동 525-13|||||||다이닝텐트||||
그릴타이||||레드테이블|||서울 광진구 화양동 49-11|||||||그릴타이||||
스타킹크랩||||레드테이블||서울 중구 남대문로 4가 17-1||||||||스타킹크랩||||
제니스카페|홍대점|||레드테이블|||서울 마포구 서교동 404-22|||||||제니스카페(홍대점)||||
매드포갈릭|롯데월드몰점|||레드테이블|||서울 송파구 신천동 29|||||||매드포갈릭(롯데월드몰점)||||
엘본더테이블|가로수길본점|||레드테이블|||서울 강남구 신사동 530-5|||||||엘본더테이블(가로수길본점)||||
포탈라||||레드테이블|||서울 종로구 관철동 35-2|||||||포탈라||||
올라||||레드테이블|||서울 영등포구 여의도동 17|||||||올라||||
63뷔페파빌리온||||레드테이블|||서울 영등포구 여의도동 60|||||||63뷔페파빌리온||||
미스터케밥||||레드테이블|||서울시 용산구 이태원동 136-45|||||||미스터케밥||||
자코비버거||||레드테이블|||서울 용산구 용산동2가 45-6|||||||자코비버거||||
라보카||||레드테이블|||서울 용산구 한남동 737-37|||||||라보카||||
라스텔라||||레드테이블|||서울시 구로구 구로동 1128-1|||||||라스텔라||||
딸부자네불백||||레드테이블|||서울시 강남구 신사동 508-6|||||||딸부자네불백|홍인빌딩 1층|||
개화옥|압구정점|||레드테이블|||서울 강남구 신사동 661-18|||||||개화옥(압구정점)||||
독수리다방||||레드테이블|||서울시 서대문구 창천동 31-4|||||||독수리다방||||
오로지부대찌개||||레드테이블|||서울 종로구 내자동 11-1|||||||오로지부대찌개||||
수불|서래마을본점|||레드테이블|||서울 서초구 반포동 88-6|||||||수불(서래마을본점)||||
삐에로스트라이크||||레드테이블|||서울 강남구 청담동 85-4|||||||삐에로스트라이크||||
계림닭도리탕||||레드테이블|||서울 종로구 종로3가 167|||||||계림닭도리탕||||
르사이공||||레드테이블|||서울 용산구 이태원동 673|||||||르사이공||||
카페니니스||||레드테이블|||서울 강남구 신사동 511-7|||||||카페니니스||||
엘가|홍대점|||레드테이블|||서울시 마포구 서교동 358-122|||||||엘가(홍대점)||||
홀리차우||||레드테이블|||서울 용산구 이태원동 119-25|||||||홀리차우||||
스시메이진||||레드테이블|||서울시 구로구 구로동 188-25|||||||스시메이진|지밸리몰 2F|||
성민양꼬치|서울대입구점|||레드테이블|||서울 관악구 봉천동 1602-37|||||||성민양꼬치(서울대입구점)||||
남해식당||||레드테이블|||서울시 중구 남창동 49|||||||남해식당||||
은호초밥||||레드테이블||서울 광진구 동일로20길 83||||||||은호초밥||||
뉴코피커피||||레드테이블|||서울시 강남구 역삼동 813-15|||||||뉴코피커피||||
문오리||||레드테이블|||서울시 용산구 이태원동 255-39|||||||문오리||||
스쿨푸드|강남역점|||레드테이블|||서울 서초구 서초동 1317|||||||스쿨푸드(강남역점)||||
다크플랜트||||레드테이블|||서울시 마포구 서교동 356-1|||||||다크플랜트||||
갯벌의진주|본점|||레드테이블|||서울 강남구 역삼동 830-27|||||||갯벌의진주(본점)||||
봉추찜닭|명동눈스퀘어점|||레드테이블|||서울 중구 명동2가 83-5|||||||봉추찜닭(명동눈스퀘어점)|6층|||
투뿔등심|가로수길점|||레드테이블|||서울시 강남구 신사동 532-9|||||||투뿔등심(가로수길점)||||
달롤||||레드테이블|||서울시 용산구 이태원동 675|||||||달롤||||
쇼콜라윰|홍대점|||레드테이블|||서울 마포구 서교동 358-125|||||||쇼콜라윰(홍대점)||||
이춘복참치|홍대직영점|||레드테이블|||서울 마포구 서교동 355-2|||||||이춘복참치(홍대직영점)||||
당고집||||레드테이블|||서울 마포구 합정동 356-9|||||||당고집||||
스위트럭||||레드테이블|||서울시 마포구 서교동 345-13|||||||스위트럭||||
신명제과||||레드테이블|||서울 강남구 역삼동 716-1|||||||신명제과||||
소년상회||||레드테이블|||서울시 마포구 상수동 92-9|||||||소년상회||||
마피아키친||||레드테이블||서울 용산구 녹사평대로 226-1||||||||마피아키친||||
헬카페||||레드테이블|||서울시 용산구 보광동 238-43|||||||헬카페||||
와이프씨||||레드테이블|||서울 마포구 서교동 366-18|||||||와이프씨||||
스탠딩커피|이태원점|||레드테이블|||서울 용산구 이태원동 568|||||||스탠딩커피(이태원점)||||
마포청학동부침개?||||레드테이블|||서울 마포구 공덕동 256-30|||||||마포청학동부침개?||||
미스터시래기||||레드테이블|||서울 강남구 대치4동 932|||||||미스터시래기||||
피자모레|대학로점|||레드테이블|||서울 종로구 혜화동 203-3|||||||피자모레(대학로점)||||
노스쇼어||||레드테이블|||서울시 마포구 서교동 395-124|||||||노스쇼어||||
오첨지||||레드테이블|||서울 관악구 서원동 1639-32|||||||오첨지||||
그래스미어/키친||||레드테이블|||서울 종로구 동숭동 1-152|||||||그래스미어 키친||||
테이블스타|코엑스몰점|||레드테이블|||서울특별시 강남구 삼성동 159|||||||테이블스타(코엑스몰점)|코엑스 B1F|||
아지오|홍대점|||레드테이블|||서울 마포구 서교동 346-6|||||||아지오(홍대점)||||
호남식당||||레드테이블|||서울 중구 남창동 34-53|||||||호남식당||||
루이쌍끄||||레드테이블|||서울 강남구 신사동 657|||||||루이쌍끄||||
명동불낙지불냉면||||레드테이블|||서울 중구 명동2가 31-4|||||||명동불낙지불냉면||||
초밥짓는원숭이||||레드테이블|||서울 광진구 화양동 11-32|||||||초밥짓는원숭이||||
주주이자카야||||레드테이블|||서울시 마포구 염리동 172-18|||||||주주이자카야|2층|||
마녀커리크림치킨||||레드테이블||서울 마포구 와우산로 133||||||||마녀커리크림치킨||||
흑돈가|여의도직영점|||레드테이블|||서울시 영등포구 여의도동 44-3|||||||흑돈가(여의도직영점)||||
전주전집||||레드테이블|||서울 동작구 사당동 1032-1|||||||전주전집||||
카페꼼마||||레드테이블|||서울 마포구 서교동 408-27|||||||카페꼼마||||
아메리칸스멜||||레드테이블|||서울시 마포구 서교동 402-12|||||||아메리칸스멜||||
드볼비||||레드테이블|||서울시 마포구 서교동 403-13|||||||드볼비||||
부원면옥||||레드테이블|||서울 중구 남창동 47-10|||||||부원면옥||||
오쭈||||레드테이블|||서울시 서대문구 창천동 57-8|||||||오쭈||||
와타미||||레드테이블|||서울시 강남구 역삼동 816-5|||||||와타미||||
장뚜가리||||레드테이블|||서울시 강남구 신사동 514-9|||||||장뚜가리||||
만선호프|을지로3가점|||레드테이블|||서울 중구 을지로3가 95|||||||만선호프(을지로3가점)||||
팬쿡||||레드테이블|||서울시 종로구 동숭동 1-86|||||||팬쿡|2층|||
바피아노|청량리점|||레드테이블|||서울 동대문구 전농동 591-53|||||||바피아노(청량리점)||||
반저||||레드테이블|||서울 종로구 동숭동 1-49|||||||반저||||
원조남산왕돈까스||||레드테이블|||서울 중구 남산동2가 49-24|||||||원조남산왕돈까스||||
라바트|강남역점|||레드테이블|||서울 강남구 역삼동 821-1|||||||라바트(강남역점)||||
삼삼이네||||레드테이블|||서울시 마포구 서교동 403-6|||||||삼삼이네||||
샐리스델리||||레드테이블|||서울시 강남구 신사동 517-4|||||||샐리스델리||||
류니끄||||레드테이블|||서울시 강남구 신사동 520-1|||||||류니끄||||
미트프레쉬||||레드테이블|||서울시 마포구 서교동 364-1|||||||미트프레쉬||||
송스키친||||레드테이블|||서울 종로구 누하동 145|||||||송스키친||||
봉구비어||||레드테이블|||서울시 영등포구 당산동5가 9-2|||||||봉구비어||||
에베레스트||||레드테이블|||서울 영등포구 영등포동 423-103|||||||에베레스트||||
상파울루|대학로점|||레드테이블|||서울 종로구 명륜동4가 19-2|||||||상파울루(대학로점)||||
마치래빗||||레드테이블|||서울시 강남구 신사동 560|||||||마치래빗||||
안다미로||||레드테이블|||서울 종로구 관훈동 15-2|||||||안다미로||||
후쿠오카함바그|신논현점|||레드테이블|||서울시 서초구 서초동 1303-35|||||||후쿠오카함바그(신논현점)|지하1층|||
금강수림||||레드테이블|||서울 강남구 도곡동 953-1|||||||금강수림||||
코나퀸즈||||레드테이블|||서울시 종로구 팔판동 158|||||||코나퀸즈||||
주유별장||||레드테이블|||서울시 중구 회현동2가 88|||||||주유별장|스테이트타워남산 지하1층|||
라바트|압구정점|||레드테이블|||서울 강남구 신사동 663-24|||||||라바트(압구정점)||||
카인드||||레드테이블|||서울 용산구 한남동 31-13|||||||카인드||||
듀자미||||레드테이블|||서울시 종로구 팔판동 44-2|||||||듀자미||||
어부삼대||||레드테이블|||서울 송파구 방이동 185-7|||||||어부삼대||||
메밀향그집||||레드테이블|||서울특별시 종로구 명륜4가 72-3|||||||메밀향그집||||
아티제|여의도공원점|||레드테이블|||서울 영등포구 여의도동 25|||||||아티제(여의도공원점)||||
아날로그키친||||레드테이블|||서울시 용산구 한남동 261-6|||||||아날로그키친||||
우사기식당||||레드테이블||서울 마포구 와우산로29마길 26||||||||우사기식당||||
고엔||||레드테이블|||서울 서교동 403-23|||||||고엔|B1F|||
사동면옥||||레드테이블|||서울 종로구 관훈동 29-21|||||||사동면옥||||
후쿠오카함바그|롯데월드몰점|||레드테이블|||서울 송파구 신천동 29|||||||후쿠오카함바그(롯데월드몰점)||||
버거킹||||레드테이블|||서울시 관악구 봉천동 1685-15|||||||버거킹||||
뽕나무쟁이족발(본관)||||레드테이블|||서울 강남구 대치동 896-5|||||||뽕나무쟁이족발(본관)||||
베르자뎅||||레드테이블|||서울 중구 명동1가 6|||||||베르자뎅||||
이치류||||레드테이블|||서울 마포구 서교동 395-124|||||||이치류||||
오띠모||||레드테이블|||서울 강남구 청담동 91-1|||||||오띠모||||
올리브에비뉴||||레드테이블|||서울시 서초구 방배동 444-3|||||||올리브에비뉴|파스텔 시티 6F|||
조스바스켓||||레드테이블|||서울 종로구 동숭동 31-37|||||||조스바스켓||||
자코비버거||||레드테이블|||서울시 강남구 신사동 643-28|||||||자코비버거|1층|||
생어거스틴|합정메세나폴리스점|||레드테이블||서울 마포구 양화로 45||||||||생어거스틴(합정메세나폴리스점)|메세나폴리스 지하2층|||
샤브오||||레드테이블|||서울시 서초구 서초동 1316-29|||||||샤브오|타임빌딩 4F|||
미루카레||||레드테이블|||서울 마포구 서교동 335-16|||||||미루카레|1F|||
우드스탁||||레드테이블|||서울시 마포구 서교동 395-21|||||||우드스탁|B1|||
강강술래|신림동본점|||레드테이블|||서울 관악구 신림동 10-518|||||||강강술래(신림동본점)||||
스페로스페라||||레드테이블|||서울 마포구 서교동 358-124|||||||스페로스페라||||
메종드라카테고리|청담점|||레드테이블|||서울시 강남구 청담동 85|||||||메종드라카테고리(청담점)||||
청춘고양이||||레드테이블|||서울시 마포구 서교동 358-92|||||||청춘고양이|3F|||
호미빙||||레드테이블|||서울시 강남구 신사동 536-18|||||||호미빙|2F|||
스시에비뉴||||레드테이블|||서울특별시 강남구 역삼1동 619-28|||||||스시에비뉴||||
뽀꼬닭||||레드테이블|||서울시 종로구 동숭동 1-89|||||||뽀꼬닭||||
몬스터피자||||레드테이블|||서울시 마포구 서교동 363-1|||||||몬스터피자||||
프리모바치오바치||||레드테이블|||서울시 종로구 동숭동 1-60|||||||프리모바치오바치||||
프랭크||||레드테이블|||서울시 강남구 압구정동 494|||||||프랭크|B1|||
심양||||레드테이블|||서울시 용산구 한남동 683-123|||||||심양||||
봉고|이태원점|||레드테이블|||서울 용산구 한남동 683-134|||||||봉고(이태원점)||||
토마틸로|여의도IFC점|||레드테이블|||서울시 영등포구 여의도동 23|||||||토마틸로(여의도IFC점)||||
연희김밥||||레드테이블|||서울 서대문구 연희동 129-3|||||||연희김밥||||
나리스키친|여의도점|||레드테이블|||서울시 영등포구 여의도동 23-7|||||||나리스키친(여의도점)|(유화증권 B1)|||
사가라멘|대학로점|||레드테이블|||서울 종로구 명륜동4가 103-12|||||||사가라멘(대학로점)||||
돈차를리||||레드테이블|||서울시 용산구 이태원동 225-93|||||||돈차를리||||
청키면가||||레드테이블|||서울 용산구 이태원동 128-4|||||||청키면가||||
몰리스팝스||||레드테이블||서울 마포구 와우산로29바길 9||||||||몰리스팝스||||
힐링616||||레드테이블|||서울시 강남구 역삼동 616-18|||||||힐링616||||
마담밍||||레드테이블|||서울 강남구 대치동 889-65|||||||마담밍||||
모로미쿠시||||레드테이블|||서울특별시 강남구 대치동 890-54|||||||모로미쿠시||||
청담골||||레드테이블|||서울 강남구 청담동 20-13|||||||청담골||||
탱크떡볶이||||레드테이블|||서울특별시 강남구 신사동 574-3|||||||탱크떡볶이||||
탐라돈|홍대본점|||레드테이블|||서울 마포구 창전동 5-137|||||||탐라돈(홍대본점)||||
안동찜닭||||레드테이블|||서울시 종로구 동숭동 1-44|||||||안동찜닭|3F|||
스시오||||레드테이블|||서울시 광진구 화양동 3-22|||||||스시오||||
샤브앤샐러드바||||레드테이블|||서울시 서대문구 연희동 137-6|||||||샤브앤샐러드바||||
라비아||||레드테이블|||서울 종로구 부암동 258-4|||||||라비아||||
아모카||||레드테이블|||서울 중구 태평로1가 61-21|||||||아모카||||
쌀통닭||||레드테이블|||서울시 송파구 잠실동 191|||||||쌀통닭||||
마복림할머니막내아들네||||레드테이블|||서울 중구 신당동 292-114|||||||마복림할머니막내아들네||||
델문도||||레드테이블|||서울 마포구 서교동 405-15|||||||델문도||||
카우키||||레드테이블|||서울 서대문구 창천동 18-29|||||||카우키||||
사루비아||||레드테이블|||서울 강남구 신사동 542-3|||||||사루비아||||
리틀사이공|가로수점|||레드테이블|||서울 강남구 신사동 535-11|||||||리틀사이공(가로수점)||||
키움초밥||||레드테이블|||서울 마포구 서교동 466-5|||||||키움초밥||||
일품신토오리||||레드테이블|||서울 관악구 봉천동 959-4|||||||일품신토오리||||
고센||||레드테이블|||서울 강남구 청담동 2-10|||||||고센||||
카모메|홍익대점|||레드테이블|||서울 마포구 창전동 6-129|||||||카모메(홍익대점)||||
어반셰리프||||레드테이블|||서울시 마포구 서교동 398-10|||||||어반셰리프||||
우래옥|대치동점|||레드테이블|||서울 강남구 대치동 983-13|||||||우래옥(대치동점)||||
머노까머나|신촌점|||레드테이블|||서울 서대문구 창천동 52-25|||||||머노까머나(신촌점)||||
찜마니||||레드테이블|||서울시 종로구 명륜4가 143|||||||찜마니||||
소테||||레드테이블|||서울 성북구 동선동2가 135-7|||||||소테||||
키무카츠||||레드테이블|||서울 마포구 상수동 93-103|||||||키무카츠||||
곤드레나물밥||||레드테이블|||서울 서초구 신원동 195-16|||||||곤드레나물밥||||
무너섬|신사직영점|||레드테이블|||서울특별시 강남구 신사동 514|||||||무너섬(신사직영점)||||
이고집쭈꾸미||||레드테이블|||서울 영등포구 영등포동3가 23-11|||||||이고집쭈꾸미||||
최우영스시||||레드테이블|||서울 구로구 구로동 212-8|||||||최우영스시|대룡포스트타워1차 B1층 118호|||
레이디엠|이태원점|||레드테이블|||서울시 용산구 이태원동 131-33|||||||레이디엠(이태원점)||||
대게나라||||레드테이블|||서울 노원구 상계2동 176-21|||||||대게나라||||
노조미||||레드테이블|||서울특별시 영등포구 여의도동 15-24|||||||노조미||||
무교동북어국집||||레드테이블|||서울 중구 다동 173|||||||무교동북어국집||||
커피방앗간||||레드테이블|||서울 종로구 화동 102-1|||||||커피방앗간||||
도레도레||||레드테이블|||서울 광진구 자양동 17-9|||||||도레도레||||
젤라띠젤라띠||||레드테이블|||서울 서초구 반포동 19-3|||||||젤라띠젤라띠||||
닥터로빈|목동점|||레드테이블||서울 양천구 오목로 279||||||||닥터로빈(목동점)|현대프라자|||
애드빙|타임스퀘어점|||레드테이블|||서울 영등포구 영등포동 442|||||||애드빙(타임스퀘어점)||||
복돈이부추삼겹살||||레드테이블|||서울 관악구 남현동 1061-12|||||||복돈이부추삼겹살||||
말리커피||||레드테이블|||서울시 용산구 이태원동 128-13|||||||말리커피||||
띵똥와플||||레드테이블|||서울시 성동구 행당동 4-11|||||||띵똥와플||||
맛나곱창||||레드테이블|||서울 성동구 홍익동 130-1|||||||맛나곱창||||
하남돼지집||||레드테이블|||서울시 마포구 서교동 364-28|||||||하남돼지집||||
에비뉴로즈||||레드테이블|||서울시 서초구 서초동 1309-2|||||||에비뉴로즈|아이파크 2차 에비뉴 B1F|||
황주집||||레드테이블|||서울 강북구 번동 463-45|||||||황주집||||
어테이블||||레드테이블||서울 마포구 독막로9길 34||||||||어테이블||||
보테쥬|본점|||레드테이블|||서울 구로구 신도림동 360-51|||||||보테쥬(본점)||||
다채|동대문점|||레드테이블|||서울 중구 신당동 213-2|||||||다채(동대문점)||||
목동분식||||레드테이블|||서울시 강서구 화곡4동 825-8|||||||목동분식||||
놈파스타||||레드테이블|||서울 성북구 동선동2가 135-4|||||||놈파스타||||
투뿔등심|이태원점|||레드테이블|||서울 용산구 이태원동 124-15|||||||투뿔등심(이태원점)|지하1층|||
ART.C||||레드테이블|||서울시 강남구 신사동 534-2|||||||ART.C||||
스페인클럽|가로수길점|||레드테이블|||서울 강남구 신사동 524-30|||||||스페인클럽(가로수길점)||||
한스|압구정동점|||레드테이블|||서울 강남구 신사동 570|||||||한스(압구정동점)||||
슬로우스테디클럽||||레드테이블|||서울시 종로구 팔판동 130-1|||||||슬로우스테디클럽||||
씨리어스델리||||레드테이블|||서울 성북구 성북동 243-12|||||||씨리어스델리||||
살롱프라이드||||레드테이블|||서울시 용산구 이태원동 225-112|||||||살롱프라이드||||
몽마르뜨||||레드테이블|||서울시 종로구 삼청동 63-24|||||||몽마르뜨||||
크레이지떡|강남점|||레드테이블|||서울 강남구 역삼동 817-11|||||||크레이지떡(강남점)|원빌딩 2층|||
강가|여의도점|||레드테이블||서울 영등포구 국제금융로2길 7||||||||강가(여의도점)||||
커피스트||||레드테이블|||서울시 종로구 신문로2가 1-335|||||||커피스트||||
클로리스|역삼점|||레드테이블|||서울 강남구 역삼동 737|||||||클로리스(역삼점)||||
코코브루니|한남동점|||레드테이블||서울 용산구 이태원로 260||||||||코코브루니(한남동점)||||
동화반점||||레드테이블|||서울 중구 을지로6가 18-95|||||||동화반점||||
로야토야||||레드테이블|||서울 마포구 동교동 203-50|||||||로야토야||||
담소||||레드테이블|||서울시 마포구 서교동 334-13|||||||담소||||
파오파오||||레드테이블|||서울 송파구 잠실본동 205-16|||||||파오파오||||
유다||||레드테이블|||서울 용산구 한남동 683-126|||||||유다||||
커피팩토리||||레드테이블|||서울 종로구 소격동 142-2|||||||커피팩토리||||
라튜피나||||레드테이블|||서울 마포구 서교동 335-3|||||||라튜피나||||
정글포차||||레드테이블|||서울시 용산구 이태원1동 129-4|||||||정글포차||||
코티지카페보리||||레드테이블|||서울 용산구 이태원동 118-23|||||||코티지카페보리||||
건대통골뱅이||||레드테이블|||서울 광진구 화양동 9-76|||||||건대통골뱅이||||
불밥||||레드테이블|||서울 서대문구 대현동 60-51|||||||불밥||||
하누소|창동본점|||레드테이블|||서울 도봉구 창동 337-1|||||||하누소(창동본점)||||
일마지오|압구정점|||레드테이블|||서울 강남구 신사동 657-11|||||||일마지오(압구정점)||||
별다방미스리|명동점|||레드테이블|||서울 중구 을지로2가 199-1|||||||별다방미스리(명동점)||||
눈내린팥집||||레드테이블|||서울시 광진구 화양동 47-6|||||||눈내린팥집|1층|||
서궁(여의도)||||레드테이블|||서울 영등포구 여의도동 43-3|||||||서궁(여의도)||||
본가|논현본점|||레드테이블|||서울 강남구 논현동 165-13|||||||본가(논현본점)||||
옛맛서울불고기||||레드테이블|||서울시 마포구 창전동 15-4|||||||옛맛서울불고기||||
할머니칼국수||||레드테이블|||서울 종로구 돈의동 49-1|||||||할머니칼국수||||
밀피유|성신여대점|||레드테이블|||서울 성북구 동선동1가 4-13|||||||밀피유(성신여대점)||||
막까파||||레드테이블|||서울 마포구 서교동 405-13|||||||막까파|3층|||
모힝||||레드테이블|||서울시 관악구 봉천동 1598-6|||||||모힝|2층|||
김돈이||||레드테이블|||서울 강남구 삼성동 142-2|||||||김돈이||||
무르무르드구스토||||레드테이블|||서울시 성북구 안암동5가 92|||||||무르무르드구스토|4층|||
고양이다락방||||레드테이블|||서울시 마포구 동교동 162-14|||||||고양이다락방||||
보쌈마루|양재직영점|||레드테이블|||서울시 서초구 양재동 263-1|||||||보쌈마루(양재직영점)||||
까치네||||레드테이블|||서울 용산구 남영동 40-4|||||||까치네||||
고토히라우동||||레드테이블|||서울시 마포구 서교동 327-20|||||||고토히라우동||||
플라잉볼||||레드테이블|||서울 마포구 서교동 366-11|||||||플라잉볼||||
스시웨이홍대점||||레드테이블|||서울 마포구 서교동 404-19|||||||스시웨이홍대점||||
스토리런즈||||레드테이블|||서울 종로구 명륜동2가 23-1|||||||스토리런즈||||
제이브라운|홍대점|||레드테이블|||서울시 마포구 서교동 398-10|||||||제이브라운(홍대점)||||
마리모||||레드테이블|||서울 강남구 신사동 653-14|||||||마리모||||
듀셀브리앙||||레드테이블|||서울시 강남구 신사동 666-6|||||||듀셀브리앙||||
반쥴||||레드테이블|||서울 종로구 관철동 12-16|||||||반쥴||||
