##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@작은도서관
건영캐스빌상앗대문고||||작은도서관||경기도 용인시 수지구 죽전로 267||||||||건영캐스빌상앗대문고|(죽전동,내대지마을건영캐스빌아파트) 관리동 1층|||200102
검바위초작은도서관||||작은도서관||경기도 시흥시 수인로3247번길 59||||||||검바위초작은도서관|(은행동) 229-3 검바위초등학교|||200102
겨자씨/작은도서관||||작은도서관||경기 성남시 분당구 금곡동 금곡동 미금로 215||||||||겨자씨 작은도서관|청솔마을 대원A내|||200102
겨자씨작은도서관||||작은도서관||경기도 파주시 숲속노을로 271||||||||겨자씨작은도서관|(문발동) 303호|||200102
격파병영작은도서관||||작은도서관||경기도 양주시 칠봉산로168번길 222||||||||격파병영작은도서관||||200102
경남꿈모아도서관||||작은도서관||경기도 용인시 기흥구 흥덕4로30번길 11||||||||경남꿈모아도서관|(영덕동,흥덕마을13단지경남아너스빌아파트) 흥덕마을 13단지 경남아너스빌 관리동|||200102
경남초록작은도서관||||작은도서관||경기도 용인시 기흥구 흥덕중앙로105번길 41||||||||경남초록작은도서관|(영덕동,흥덕마을11단지경남아너스빌아파트) 관리동 1층|||200102
경서이웃사랑문고||||작은도서관|||경기 부천시 오정구 고강본동 351|||||||경서이웃사랑문고||||200102
경성큰마을/작은도서관||||작은도서관||경기 남양주시 화도읍 경성 큰마을 아파트 경춘로 1606||||||||경성큰마을 작은도서관||||200102
고대산병영도서관||||작은도서관|||경기 연천군 신서면 대광리 사서함 106-15|||||||고대산병영도서관||||200102
고등동/새마을문고||||작은도서관||경기도 수원시 팔달구 고등로 37||||||||고등동 새마을문고|(고등동) 주민센터2층|||200102
고리울꿈터작은도서관||||작은도서관|||경기 부천시 오정구 고강1동 290-2|||||||고리울꿈터작은도서관||||200102
고양/작은도서관||||작은도서관||경기도 고양시 덕양구 혜음로 19-11||||||||고양 작은도서관|고양동 종합복지회관 1층|||200102
고양/포돌이/안전작은도서관||||작은도서관||경기도 고양시 덕양구 화중로 12||||||||고양 포돌이 안전작은도서관|(화정동) 고양경찰서 내 별관|||200102
고양윤창/작은도서관||||작은도서관||경기도 고양시 덕양구 동헌로 398-17||||||||고양윤창 작은도서관|(윤창아파트) 고양윤창아파트 관리사무소 2층|||200102
고인돌도서관||||작은도서관||경기도 오산시 여계산로 10||||||||고인돌도서관|(금암마을휴먼시아7단지아파트) 관리사무소|||200102
고잔2동당곡작은도서관||||작은도서관||경기 안산시 단원구 예술대학로 76||||||||고잔2동당곡작은도서관|고잔2동주민센터 5층|||200102
고현초도서관||||작은도서관||경기 오산시 남부대로 459||||||||고현초도서관||||200102
곡선동/새마을문고||||작은도서관||경기도 수원시 권선구 동수원로146번길 174||||||||곡선동 새마을문고|(곡반정동) 곡반정동,주민센터2층|||200102
골드작은도서관||||작은도서관||경기도 시흥시 배곧4로 81-13||||||||골드작은도서관|(정왕동,시흥배곧신도시골드클래스) 관리동|||200102
공감의뜰/작은도서관||||작은도서관||경기도 성남시 수정구 수정남로 10||||||||공감의뜰 작은도서관|(제일프라자) 수정남로 10 제일프라자 2층|||200102
공군/제8249부대작은도서관||||작은도서관||경기 군포시 속달동 병목안로 474||||||||공군 제8249부대작은도서관||||200102
공도새마을문고/청소년공부방||||작은도서관||경기 안성시 공도읍 승두길 46||||||||공도새마을문고 청소년공부방||||200102
공부잘하는/독서학교||||작은도서관||경기 수원시 권선구 탑동 탑동로36번길 5-18||||||||공부잘하는 독서학교|권선중앙교회 1층|||200102
관산/작은도서관||||작은도서관||경기도 고양시 덕양구 통일로 789||||||||관산 작은도서관|(관산동주민센터) 관산동주민센터 2층|||200102
관산주공아파트도서관||||작은도서관||경기도 고양시 덕양구 통일로802번길 69||||||||관산주공아파트도서관|(주공그린빌아파트) 관산주공아파트 관리사무소 2층|||200102
관양2동/주민센터||||작은도서관||경기 안양시 동안구 관양2동 관양로 215||||||||관양2동 주민센터||||200102
관인작은도서관||||작은도서관||경기 포천시 관인면 관인로 10-11||||||||관인작은도서관||||200102
광교1동/새마을문고||||작은도서관||경기도 수원시 영통구 도청로89번길 20||||||||광교1동 새마을문고|(이의동) 주민센터1층|||200102
광교2동/새마을문고||||작은도서관||경기도 수원시 영통구 법조로149번길 155||||||||광교2동 새마을문고|(하동) 주민센터2층|||200102
광교60단지/글향기도서관||||작은도서관||경기도 수원시 영통구 센트럴타운로22번길 36||||||||광교60단지 글향기도서관|(광교센트럴타운60단지) (이의동,광교60단지아파트)|||200102
광교마을45단지/꿈터도서관||||작은도서관||경기도 용인시 수지구 광교마을로 11||||||||광교마을45단지 꿈터도서관|(상현동,광교마을45단지) 커뮤니티센터|||200102
광교해모로/숲속작은도서관||||작은도서관||경기도 수원시 영통구 광교로 286||||||||광교해모로 숲속작은도서관|(광교 웰빙타운 LH 해모로) (이의동,광교LH해모로아파트)|||200102
광교호반/책마루도서관||||작은도서관||경기도 수원시 영통구 광교호수로152번길 80||||||||광교호반 책마루도서관|(광교호반마을21단지) (하동,광교21단지)|||200102
광교호반도서관||||작은도서관||경기도 수원시 영통구 광교호수공원로 45||||||||광교호반도서관|(원천동,광교 호반베르디움) 호반베르디움|||200102
광남새마을금고/소하지점/작은도서관||||작은도서관||경기도 광명시 금하로 458||||||||광남새마을금고 소하지점 작은도서관|(웅신아트) 207호|||200102
광남새마을금고/작은도서관||||작은도서관||경기도 광명시 광명로831번길 5-1||||||||광남새마을금고 작은도서관|2층 (광명동)|||200102
광남작은도서관||||작은도서관||경기도 광주시 회안대로 350-17||||||||광남작은도서관|(태전동) 광주시청소년수련관 1층|||200102
광명6동/작은도서관||||작은도서관||경기도 광명시 광명로791번길 6||||||||광명6동 작은도서관|(광명6동 주민센터)|||200102
광명다문화/작은도서관||||작은도서관||경기도 광명시 디지털로 34||||||||광명다문화 작은도서관|(철산동) 광명다문화센터 2층|||200102
광명역세권4단지/작은도서관||||작은도서관||경기도 광명시 성채로 37||||||||광명역세권4단지 작은도서관|(광명역세권휴먼시아) 근린생활시설|||200102
광명옹달샘도서관||||작은도서관||경기도 광명시 오리로964번길 29-1||||||||광명옹달샘도서관|(옹달샘도서관) 오리로 964번길 29-1 (광명동)|||200102
광명한우리독서/작은도서관||||작은도서관||경기도 광명시 오리로 923-1||||||||광명한우리독서 작은도서관|2층|||200102
광민작은도서관||||작은도서관||경기 수원시 장안구 송죽동 만석로159번길 8||||||||광민작은도서관||||200102
광성꿈나무도서관||||작은도서관||경기 수원시 장안구 천천동 만석로19번길 41-9||||||||광성꿈나무도서관|701호|||200102
광성북카페||||작은도서관||경기도 고양시 일산서구 경의로 956||||||||광성북카페|(대한예수교장로회 거룩한빛광성교회) 광성교회 지하1층|||200102
광탄작은도서관||||작은도서관||경기 파주시 광탄면 혜음로 1044||||||||광탄작은도서관|(광탄면사무소2층)|||200102
교문2동작은도서관||||작은도서관||경기 구리시 교문2동 장자대로 34||||||||교문2동작은도서관|(교문동821)|||200102
구래/작은도서관||||작은도서관||경기 김포시 구래동 김포한강9로115번길 25||||||||구래 작은도서관||||200102
구름산햇빛/작은도서관||||작은도서관||경기도 광명시 소하로 38||||||||구름산햇빛 작은도서관|(휴먼시아) 소하휴먼시아2단지|||200102
구름울||||작은도서관||경기도 안양시 동안구 경수대로868번길 39||||||||구름울|(비산동)|||200102
구리/한우리/독서문화원||||작은도서관|||경기 구리시 인창동 672-2|||||||구리 한우리 독서문화원|세신인창종합상가 704호|||200102
구미1동/작은도서관||||작은도서관||경기도 성남시 분당구 돌마로90번길 8||||||||구미1동 작은도서관|(구미동) 구미1동 주민센터 2층|||200102
구세군다문화꿈꾸는작은도서관||||작은도서관||경기도 안산시 단원구 지곡로4길 23-1||||||||구세군다문화꿈꾸는작은도서관|(대한구세군) 지하1층|||200102
구세군작은도서관||||작은도서관||경기도 여주시 도예로 39-11||||||||구세군작은도서관|(현암동)|||200102
구세군포천교회작은도서관||||작은도서관||경기도 포천시 호국로1331번길 35||||||||구세군포천교회작은도서관|구세군포천교회|||200102
구운동/새마을문고||||작은도서관||경기도 수원시 권선구 구운로47번길 57-33||||||||구운동 새마을문고|(구운동) 구운동,주민센터2층|||200102
국군양주병원작은도서관||||작은도서관|||경기 양주시 은현면 용암리 461|||||||국군양주병원작은도서관|양주국군병원|||200102
군포경찰서작은도서관||||작은도서관||경기도 군포시 산본로 328||||||||군포경찰서작은도서관|(군포우체국) 324번길 16|||200102
군포새마을문고||||작은도서관||경기도 군포시 산본천로 23||||||||군포새마을문고|(산본동) 군포새마을회관|||200102
굿모닝/작은도서관||||작은도서관||경기도 용인시 수지구 동천로 64||||||||굿모닝 작은도서관|(동천동,동천마을동문굿모닝힐5차아파트) 504동 주민공동시설1층|||200102
궁내동작은도서관||||작은도서관||경기 군포시 고산로517번길 10||||||||궁내동작은도서관||||200102
궁의문/작은도서관||||작은도서관||경기도 남양주시 양진로1020번길 32||||||||궁의문 작은도서관|(원일궁의문아파트) 101동 1701호|||200102
권선1동/새마을문고||||작은도서관||경기도 수원시 권선구 경수대로352번길 29||||||||권선1동 새마을문고|(권선동) 주민센터2층|||200102
권선2동/새마을문고||||작은도서관||경기도 수원시 권선구 권중로 85||||||||권선2동 새마을문고|(권선동) 권선2동주민센터 2층|||200102
권율/작은도서관||||작은도서관||경기도 고양시 덕양구 화랑로 497||||||||권율 작은도서관|동산동 251-131번지 권율부대생활관 2층|||200102
귀인동주민센타||||작은도서관||경기도 안양시 동안구 부림로 16||||||||귀인동주민센타|(귀인동주민센터) 1층|||200102
그라페작은도서관||||작은도서관||경기도 부천시 원미구 중동로161번길 40||||||||그라페작은도서관|(중동) 2층|||200102
그루터기도서관||||작은도서관||경기도 용인시 기흥구 한보라2로 167||||||||그루터기도서관|(공세동,한보라마을휴먼시아9단지아파트) 관리동 2층|||200102
그린빌/새마을작은도서관||||작은도서관||경기도 수원시 장안구 천천로21번길 33||||||||그린빌 새마을작은도서관|(정자동,청솔마을주공아파트) 관리동2층|||200102
그림이있는작은도서관||||작은도서관||경기도 안산시 단원구 광덕동로 78||||||||그림이있는작은도서관|(고잔동,네오빌주공아파트) 상가 B01|||200102
그림하우스/작은도서관||||작은도서관||경기도 성남시 중원구 희망로335번길 14-12||||||||그림하우스 작은도서관|(상대원동) 지하1층|||200102
근로복지작은도서관||||작은도서관||경기도 안산시 단원구 선부광장로 47||||||||근로복지작은도서관|(선부동) 2층 근로복지작은도서관|||200102
