##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@작은도서관
우2동새마을작은도서관||||작은도서관||부산광역시 해운대구 해운대로383번가길 7||||||||우2동새마을작은도서관|(우동) 우2동주민센터내|||200102
우리동네작은도서관||||작은도서관||부산광역시 연제구 과정로164번길 6||||||||우리동네작은도서관|(연산동,금덕상가빌라) (연산동,금덕상가빌라 3층)|||200102
원더풀/작은도서관||||작은도서관||부산 사하구 구평동 사하로70번길 23？ (구평동) 소망교회 1층 ||||||||원더풀 작은도서관||||200102
월드메르디앙/작은도서관||||작은도서관||부산광역시 연제구 거제천로 233||||||||월드메르디앙 작은도서관|(거제동,거제동월드메르디앙아파트) 관리사무소 2층|||200102
유니세프/작은도서관||||작은도서관||부산 금정구 서동 서동로 115-1||||||||유니세프 작은도서관||||200102
율리작은도서관||||작은도서관||부산광역시 북구 화명신도시로 255||||||||율리작은도서관|(율리마을주공아파트) 율리주공아파트 관리동 2층|||200102
은항쉐마도서관||||작은도서관||부산 사하구 장림2동 두송로 12||||||||은항쉐마도서관||||200102
은혜도서관||||작은도서관||부산 영도구 봉래동 봉래쉼터길 37||||||||은혜도서관|제4영도교회 1층|||200102
이땅바다작은도서관||||작은도서관||부산광역시 금정구 금강로565번길 47||||||||이땅바다작은도서관|(구서동) 3층|||200102
이야기/숲/작은도서관||||작은도서관||부산광역시 부산진구 동성로 20||||||||이야기 숲 작은도서관|(전포동) 동성중학교 3층|||200102
이야기동동/작은도서관||||작은도서관||부산광역시 금정구 두실로7번길 80||||||||이야기동동 작은도서관|(구서동) 167-87|||200102
이진캐스빌블루1차||||작은도서관||부산광역시 기장군 차성로 461||||||||이진캐스빌블루1차|(이진캐스빌블루 1차아파트) 관리동 내|||200102
일광/갯마을/작은도서관(새마을문고)||||작은도서관||부산광역시 기장군 일광면 삼성3길 17||||||||일광 갯마을 작은도서관(새마을문고)|임해행정봉사실 내|||200102
일광/용천||||작은도서관||부산광역시 기장군 일광면 화용길 206||||||||일광 용천|산수곡마을회관 2층|||200102
일광면/새마을문고||||작은도서관||부산광역시 기장군 일광면 일광로 77-7||||||||일광면 새마을문고|일광면사무소 내|||200102
일동미라주아파트작은도서관||||작은도서관||부산광역시 해운대구 삼어로 77||||||||일동미라주아파트작은도서관|(반여동,일동미라주아파트) 일동미라주아파트 관리동|||200102
작은나무/큰숲도서관||||작은도서관||부산광역시 남구 용호로159번길 10||||||||작은나무 큰숲도서관|(용호동) 2층|||200102
작은나무숲||||작은도서관|||부산 남구 감만1동 202-14|||||||작은나무숲||||200102
작은도서관/꿈자람||||작은도서관||부산광역시 부산진구 전포대로190번길 35||||||||작은도서관 꿈자람|(전포동) 343-5|||200102
작은도서관/시민책방||||작은도서관||부산광역시 강서구 천성로39번길 19-3||||||||작은도서관 시민책방|(천성동) 도래원|||200102
작은도서관/옹달샘||||작은도서관||부산광역시 금정구 산성로 421-9||||||||작은도서관 옹달샘|(금성동) 작은도서관 옹달샘|||200102
작은도서관/참조은||||작은도서관||부산광역시 동래구 금강로 70||||||||작은도서관 참조은|(온천동) 참조은빌딩 지하1층|||200102
작은여울/도서관||||작은도서관||부산 남구 문현동 진남로 232번길 51||||||||작은여울 도서관||||200102
작은인문학도서관||||작은도서관||부산광역시 해운대구 센텀중앙로 170||||||||작은인문학도서관|(재송동) 2층|||200102
장산마루작은도서관||||작은도서관||부산광역시 해운대구 재반로 130||||||||장산마루작은도서관|(재송동) 3층|||200102
장산푸른초장문고||||작은도서관||부산광역시 해운대구 해운대로61번길 107-17||||||||장산푸른초장문고|(반여동)|||200102
장안읍/새마을문고||||작은도서관||부산광역시 기장군 장안읍 좌방길 5||||||||장안읍 새마을문고|장안읍사무소 내|||200102
재반작은도서관||||작은도서관||부산 해운대구 재송동 재송2로 74번길 36||||||||재반작은도서관|4층|||200102
재송1동새마을작은도서관||||작은도서관||부산 해운대구 재송동 재반로63번길 23||||||||재송1동새마을작은도서관||||200102
재송2동새마을작은도서관||||작은도서관||부산광역시 해운대구 재반로125번길 26||||||||재송2동새마을작은도서관|(재송동)|||200102
절영/작은도서관||||작은도서관||부산 영도구 영선2동 절영로 209||||||||절영 작은도서관||||200102
정관/LH4단지||||작은도서관||부산광역시 기장군 정관읍 산단4로 160||||||||정관 LH4단지|(정관신도시 엘에이치 4단지) LH4단지|||200102
정관/가화만사성/작은도서관||||작은도서관||부산광역시 기장군 정관읍 방곡로 39||||||||정관 가화만사성 작은도서관|(가화만사성 정관타운) 105동 내|||200102
정관/이지더원2차||||작은도서관||부산광역시 기장군 정관읍 정관2로 9||||||||정관 이지더원2차|(이지 더원 2차 아파트) 이지 더원2차아파트|||200102
정관/이지더원5차||||작은도서관||부산광역시 기장군 정관읍 방곡로 29||||||||정관 이지더원5차|(이지더원5차) 이지더원5차|||200102
정관/지혜의/숲||||작은도서관||부산광역시 기장군 정관읍 정관5로 12||||||||정관 지혜의 숲|(동원로얄듀크2차아파트) 동원2차|||200102
정관LH5단지||||작은도서관||부산광역시 기장군 정관읍 산단2로 60||||||||정관LH5단지|(정관신도시 엘에이치 5단지) LH5단지 아파트|||200102
정관동일2차/북카페||||작은도서관||부산광역시 기장군 정관3로 23||||||||정관동일2차 북카페|(정관동일스위트 2차) 관리동 내|||200102
정관읍/새마을문고||||작은도서관||부산광역시 기장군 정관읍 용수로 4||||||||정관읍 새마을문고|정관읍사무소 내|||200102
좋은씨앗/작은도서관||||작은도서관||부산광역시 사상구 가야대로 397||||||||좋은씨앗 작은도서관|(주례동) 2층|||200102
좋은이웃||||작은도서관||부산광역시 북구 금곡대로616번길 10-9||||||||좋은이웃|(금곡동,금곡2단지주공아파트) 동원종합사회복지관|||200102
좌1동새마을작은도서관||||작은도서관||부산 해운대구 좌동 양운로 91||||||||좌1동새마을작은도서관||||200102
좌2동새마을작은도서관||||작은도서관||부산광역시 해운대구 좌동순환로 302||||||||좌2동새마을작은도서관|(좌동) 3층|||200102
좌3동새마을작은도서관||||작은도서관||부산광역시 해운대구 좌동순환로 65||||||||좌3동새마을작은도서관|(좌동) 2층|||200102
좌4동새마을작은도서관||||작은도서관||부산 해운대구 좌동 좌동순환로 181||||||||좌4동새마을작은도서관|좌4동 주민센터내|||200102
주례쌈지작은도서관||||작은도서관|||부산 사상구 주례동 595-8|||||||주례쌈지작은도서관||||200102
중1동새마을작은도서관||||작은도서관||부산 해운대구 중동 중동1로 37번길 20||||||||중1동새마을작은도서관||||200102
중2동새마을작은도서관||||작은도서관||부산광역시 해운대구 좌동순환로433번길 34||||||||중2동새마을작은도서관|(중동) 중2동주민센터내|||200102
지식의/창고/작은도서관||||작은도서관||부산 해운대구 좌동 대천로67번길 12||||||||지식의 창고 작은도서관|404호 (좌동,주공4단지상가)|||200102
지혜의/샘||||작은도서관||부산광역시 금정구 금강로 502||||||||지혜의 샘|(구서동,롯데캐슬골드1단지)|||200102
지혜의/샘/문고||||작은도서관|||부산 부산진구 전포1동 207-75|||||||지혜의 샘 문고||||200102
지혜의/숲(고촌LH3)||||작은도서관||부산광역시 기장군 철마면 고촌로 58||||||||지혜의 숲(고촌LH3)|(고촌 엘에이치 3단지 아파트) 고촌LH3|||200102
짬짬이/작은도서관||||작은도서관||부산광역시 서구 구덕로295번길 4||||||||짬짬이 작은도서관|(서대신골목시장 고객쉼터) 고객쉼터 내|||200102
찬누리작은도서관||||작은도서관||||||||||찬누리작은도서관||||200102
찬새미/작은도서관||||작은도서관||부산광역시 영도구 하나길 733||||||||찬새미 작은도서관|(봉래동5가) 1층|||200102
참사랑도서관||||작은도서관|||부산 남구 용호1동 251-9|||||||참사랑도서관||||200102
책갈피/작은도서관||||작은도서관||부산 중구 보수동 보수대로 124번길 24-2||||||||책갈피 작은도서관||||200102
책나루작은도서관||||작은도서관||부산광역시 남구 용호로 189-1||||||||책나루작은도서관|(용호동) 남부산제일장로교회|||200102
책나무/작은도서관||||작은도서관||부산광역시 강서구 대저로63번길 31||||||||책나무 작은도서관|(강서구종합사회복지관) 1549-1|||200102
책나무그늘/작은도서관||||작은도서관||부산광역시 남구 용호로 38-17||||||||책나무그늘 작은도서관|(일신님2차아파트) 203동 1층|||200102
책누리작은도서관||||작은도서관||부산광역시 사상구 엄궁로 154||||||||책누리작은도서관|(엄궁대림아파트) 엄궁대림아파트 관리실 내|||200102
책마루작은도서관||||작은도서관||부산 부산진구 부암1동 신천대로241번길 41||||||||책마루작은도서관||||200102
책마을/작은도서관||||작은도서관||부산광역시 동래구 충렬대로 487||||||||책마을 작은도서관|(안락동,안락SK아파트) (안락동 472-57,안락SK@ 108동 관리사무소)|||200102
책바다작은도서관||||작은도서관||부산광역시 영도구 청학남로 48||||||||책바다작은도서관|(롯데낙천대아파트) 롯데낙천대아파트내|||200102
책사랑작은도서관||||작은도서관|||부산 서구 초장동 91-43|||||||책사랑작은도서관||||200102
책사랑작은도서관||||작은도서관||부산광역시 해운대구 아랫반송로50번길 47||||||||책사랑작은도서관|(반송제일교회) 반송제일교회|||200102
책읽는/세상||||작은도서관||부산광역시 금정구 금강로 503||||||||책읽는 세상|(구서동,롯데캐슬골드2단지) 관리사무소 2층 책읽는세상|||200102
천초작은도서관||||작은도서관||부산광역시 해운대구 재반로64번길 62||||||||천초작은도서관|(재송동)|||200102
청강책쉼터/작은도서관||||작은도서관||부산 기장군 기장읍 청강로 6||||||||청강책쉼터 작은도서관||||200102
청소년쉼터도서관||||작은도서관|||부산 남구 감만1동 329-25|||||||청소년쉼터도서관||||200102
초량중앙문고||||작은도서관||부산광역시 동구 구봉로59번길 18||||||||초량중앙문고|(초량동) 754-272|||200102
초록꿈/작은도서관||||작은도서관||부산 사하구 구평동 을숙도대로 744||||||||초록꿈 작은도서관|(구평동,구평종합사회복지관)|||200102
초록우산/어린이북카페||||작은도서관||부산 동구 수정4동 수정공원로 15||||||||초록우산 어린이북카페||||200102
초장동꿈터작은도서관||||작은도서관||부산 서구 초장동 초장로27번길 32||||||||초장동꿈터작은도서관||||200102
칠암작은도서관||||작은도서관||부산 기장군 일광면 문오성길 485-5||||||||칠암작은도서관||||200102
캐슬리안북카페||||작은도서관||부산광역시 남구 수영로325번길 61||||||||캐슬리안북카페|(대연동,대연동 롯데캐슬아파트) 가길 147|||200102
캐슬블루작은도서관||||작은도서관||부산광역시 사하구 다송로 23||||||||캐슬블루작은도서관|(다대동,다대 롯데캐슬 블루) 다대 롯데캐슬 블루 내|||200102
큰마루/공부방||||작은도서관||부산 사하구 장림1동 다대로227번길 38||||||||큰마루 공부방|동원3차아파트 관리사무소 2층|||200102
큰뿌리독서원||||작은도서관||부산광역시 금정구 서부곡로15번길 58||||||||큰뿌리독서원|(부곡동)|||200102
키다리작은도서관||||작은도서관||부산광역시 동구 자성로 117||||||||키다리작은도서관|(범일동) 지하1층|||200102
키움작은도서관||||작은도서관||부산광역시 수영구 무학로9번길 6||||||||키움작은도서관|(신부산교회) 신부산교회|||200102
토마토/작은도서관||||작은도서관||부산광역시 남구 진남로 35||||||||토마토 작은도서관|(대연동) 광일단과학원|||200102
포도나무/도서관||||작은도서관||부산 서구 동대신3동 보수대로 240-1||||||||포도나무 도서관||||200102
포도송이/작은도서관||||작은도서관||부산광역시 사상구 광장로56번길 67||||||||포도송이 작은도서관|(괘법동) 501,502호|||200102
푸른꿈터/작은도서관||||작은도서관||부산광역시 부산진구 동평로150번길 14||||||||푸른꿈터 작은도서관|(부암동,서면동일파크스위트1차) 101-104 (지하)|||200102
푸른누리작은도서관||||작은도서관||부산광역시 사하구 감천로83번길 26||||||||푸른누리작은도서관|(푸른누리 작은도서관) 감천동|||200102
푸른샘/작은도서관||||작은도서관||부산광역시 기장군 기장읍 차성로397번길 22||||||||푸른샘 작은도서관|기장세계로교회|||200102
푸른숲도서관||||작은도서관||부산광역시 해운대구 센텀동로 99||||||||푸른숲도서관|(재송동) 301호|||200102
하늘나무작은도서관||||작은도서관||부산광역시 강서구 명지오션시티11로 22||||||||하늘나무작은도서관|110-1104|||200102
하늘사랑/작은도서관||||작은도서관||부산광역시 부산진구 대학로 79||||||||하늘사랑 작은도서관|(가야동) 2층|||200102
하단쉼터/도서관||||작은도서관||부산 사하구 하단1동 제석로 17번길 1||||||||하단쉼터 도서관|2층|||200102
한빛책나눔터||||작은도서관||부산 기장군 장안읍 천산로 28||||||||한빛책나눔터||||200102
한새마을/작은도서관||||작은도서관||부산광역시 서구 대신로 27||||||||한새마을 작은도서관|(서대신동3가) 서대신3동주민센터 3층|||200102
한울마당/작은도서관||||작은도서관||부산광역시 영도구 와치로161번길 37||||||||한울마당 작은도서관|(동삼동) 와치로 161번길 37|||200102
한울타리/작은도서관||||작은도서관||부산 사상구 괘법동 사상로 202번길 48||||||||한울타리 작은도서관||||200102
함께/작은도서관||||작은도서관||부산광역시 사상구 운산로 112||||||||함께 작은도서관|(괘법동) 4층|||200102
함께하는/작은도서관||||작은도서관||부산광역시 사상구 백양대로 887-26||||||||함께하는 작은도서관|(돈돈촌) 함께하는 교회|||200102
해모로작은도서관||||작은도서관||부산 기장군 정관면 정관로 548||||||||해모로작은도서관||||200102
해운대세계작은도서관||||작은도서관||부산 해운대구 우동 해운대해변로 264||||||||해운대세계작은도서관|관광시설사업소 2층|||200102
해운어린이작은도서관||||작은도서관||부산광역시 해운대구 해운대로469번나길 60||||||||해운어린이작은도서관|해운교회|||200102
햇살나무작은도서관||||작은도서관||부산 사상구 모라동 모라로110번길 29||||||||햇살나무작은도서관|3층|||200102
행복나눔/작은도서관||||작은도서관||부산 사하구 다대2동 다송로 8||||||||행복나눔 작은도서관|2층|||200102
행복나무/작은도서관||||작은도서관||부산 사하구 신평2동 하신번영로 153번길 66||||||||행복나무 작은도서관|2층|||200102
행복마을/작은도서관||||작은도서관||부산광역시 동래구 명서로168번길 20||||||||행복마을 작은도서관|(명장동) 1층|||200102
행복마을작은도서관||||작은도서관||부산 부산진구 개금2동 진사로83번길 21||||||||행복마을작은도서관||||200102
행복작은도서관||||작은도서관||부산 기장군 기장읍 차성동로122번길 10||||||||행복작은도서관||||200102
행복한/문고||||작은도서관||부산광역시 남구 양지골로169번길 56||||||||행복한 문고|(감만동)|||200102
향기나는/작은도서관||||작은도서관||부산 서구 동대신1동 구덕로280번길 32||||||||향기나는 작은도서관||||200102
현진에버빌/작은도서관||||작은도서관||부산 기장군 정관면 정관2로 40||||||||현진에버빌 작은도서관||||200102
홀리조이작은도서관||||작은도서관|||부산 영도구 봉래동 1가 175|||||||홀리조이작은도서관|홀리조이센터 2층|||200102
화가마을/작은도서관||||작은도서관||부산광역시 사상구 낙동대로1210번길 34||||||||화가마을 작은도서관|(괘법동,사상강변동원아파트) 상가동-403호|||200102
화명/책나무||||작은도서관||부산광역시 북구 화명신도시로 129||||||||화명 책나무|(화명동) 골든프라자 703호|||200102
화명수목원/숲속/작은도서관||||작은도서관||부산 북구 화명동 산성로 299||||||||화명수목원 숲속 작은도서관|(화명수목원)|||200102
화명종합사회복지관/어린이도서관||||작은도서관||부산광역시 북구 금곡대로199번길 21||||||||화명종합사회복지관 어린이도서관|(화명동) 화명종합사회복지관|||200102
화명평화도서관||||작은도서관||부산광역시 북구 산성로 51||||||||화명평화도서관|(화명동) 화명평화교회|||200102
회화나무작은도서관||||작은도서관||부산광역시 사하구 사하로141번나길 11-1||||||||회화나무작은도서관|괴정동|||200102
훈민정음작은도서관||||작은도서관|||부산 부산진구 부암3동 594-21|||||||훈민정음작은도서관||||200102
휴먼시아1단지/책사랑문고||||작은도서관||부산 기장군 정관면 정관4로 23||||||||휴먼시아1단지 책사랑문고||||200102
희망나눔도서관||||작은도서관||부산광역시 동구 초량중로 131||||||||희망나눔도서관|(수정동) 동구쪽방상담소 3층|||200102
희망풍차작은도서관||||작은도서관||부산 해운대구 재반로 151-21||||||||희망풍차작은도서관|해운대청소년수련관|||200102
Book積북적/도서관||||작은도서관||서울특별시 송파구 가락로 245||||||||Book積북적 도서관|(방이동) 진성빌딩 2층|||200102
DMC래미안e편한세상아파트/1블럭작은도서관||||작은도서관||서울특별시 서대문구 수색로 100||||||||DMC래미안e편한세상아파트 1블럭작은도서관|(DMC래미안e편한세상) 1블럭 커뮤니티센터|||200102
EL영어작은도서관||||작은도서관||서울특별시 양천구 남부순환로57길 2||||||||EL영어작은도서관|(신월동) 4층 (신월동)|||200102
LH/강남3단지/작은도서관||||작은도서관||서울특별시 강남구 자곡로3길 22||||||||LH 강남3단지 작은도서관|(자곡동,엘에이치강남3단지) 작은도서관|||200102
LH서초3단지/행복도서관||||작은도서관||서울특별시 서초구 양재대로2길 34||||||||LH서초3단지 행복도서관|(엘에이치서초3단지) 우면동,LH서초3단지 아파트|||200102
LH서초4단지/작은도서관||||작은도서관||서울특별시 서초구 양재대로2길 33||||||||LH서초4단지 작은도서관|(엘에이치서초4단지) 우면동,LH서초4단지아파트|||200102
LH서초5단지/작은도서관||||작은도서관||서울특별시 서초구 양재대로2길 11||||||||LH서초5단지 작은도서관|(우면동,엘에이치서초5단지) LH서초5단지 작은도서관|||200102
MBL문고||||작은도서관||서울특별시 은평구 갈현로23길 18||||||||MBL문고|(갈현동) MBL 학습속독학원|||200102
U+/Library||||작은도서관||서울특별시 용산구 한강대로 32||||||||U+ Library|(한강로3가) .|||200102
cms영어/작은도서관||||작은도서관||서울특별시 강북구 삼양로74길 70||||||||cms영어 작은도서관|(미아동) 2층|||200102
sk북카페/꿈땅||||작은도서관||서울특별시 동대문구 사가정로 148||||||||sk북카페 꿈땅|(SK아파트) sk아파트 내|||200102
가락2동새마을문고||||작은도서관||서울특별시 송파구 중대로20길 6||||||||가락2동새마을문고|(가락2동주민센터) 1층|||200102
가락본동새마을문고(글향기작은도서관)||||작은도서관||서울특별시 송파구 송파대로28길 39||||||||가락본동새마을문고(글향기작은도서관)|(가락본동주민센터) 동주민센터 1층|||200102
가람슬기작은도서관||||작은도서관||서울특별시 강동구 강동대로53길 76||||||||가람슬기작은도서관|(성내동) 성내3동주민센터 1층|||200102
가람작은도서관||||작은도서관||서울특별시 강서구 양천로57길 36||||||||가람작은도서관|(가양동,가양5단지아파트) 가양5종합사회복지관|||200102
가리봉동/새마을/작은도서관||||작은도서관||서울특별시 구로구 남부순환로105길 198||||||||가리봉동 새마을 작은도서관|(가리봉동) 가리봉동 작은도서관|||200102
가온작은도서관||||작은도서관||서울특별시 노원구 노원로 530||||||||가온작은도서관|(상계10동주민센터) 상계10동주민센터|||200102
가재울작은도서관||||작은도서관||서울특별시 노원구 노원로 261||||||||가재울작은도서관|(하계1동주민센터) 하계1동주민센터|||200102
갈현1동/문화의집/문고||||작은도서관||서울특별시 은평구 갈현로 301||||||||갈현1동 문화의집 문고|(갈현1동청사및문화의집) 갈현1동 주민센터|||200102
강남한신휴플러스8단지/작은도서관||||작은도서관||서울특별시 강남구 밤고개로27길 20||||||||강남한신휴플러스8단지 작은도서관|(율현동,강남 한신휴플러스 8단지) 작은도서관|||200102
강남한양수자인작은씨앗도서관||||작은도서관||서울특별시 강남구 자곡로 260||||||||강남한양수자인작은씨앗도서관|(자곡동,강남한양수자인아파트) 작은씨앗도서관|||200102
강동육아누리도서관||||작은도서관||서울특별시 강동구 상암로 168||||||||강동육아누리도서관|(강동구민회관) 2층|||200102
강북마을학교/밝빛작은도서관||||작은도서관||서울특별시 강북구 도봉로 88||||||||강북마을학교 밝빛작은도서관|3층|||200102
강북새희망도서관||||작은도서관||서울특별시 강북구 삼양로91가길 2||||||||강북새희망도서관|(수유동) 2층|||200102
강서성결어린이도서관||||작은도서관||서울 양천구 신월1동 월정로 19길 11||||||||강서성결어린이도서관||||200102
강서제일어린이문고||||작은도서관||서울 양천구 신월5동 화곡로 10길 19||||||||강서제일어린이문고||||200102
강일9단지/누리도서관||||작은도서관||서울특별시 강동구 아리수로94길 19||||||||강일9단지 누리도서관|(강일리버파크6단지아파트) 관리사무소 2층|||200102
강일리버파크6단지/책향기문고||||작은도서관||서울특별시 강동구 아리수로94길 19||||||||강일리버파크6단지 책향기문고|(강일동,강일리버파크6단지아파트) 관리사무소 2층|||200102
개봉2동/새마을/작은도서관||||작은도서관||서울특별시 구로구 개봉로16가길 17||||||||개봉2동 새마을 작은도서관|(개봉동) 개봉2동주민센터|||200102
개봉3동/새마을/작은도서관||||작은도서관||서울특별시 구로구 개봉로3길 47-5||||||||개봉3동 새마을 작은도서관|(개봉동) 개봉3동주민센터 2층|||200102
개봉푸르지오도서관||||작은도서관||서울특별시 구로구 남부순환로 775||||||||개봉푸르지오도서관|(개봉동,개봉푸르지오) 1층|||200102
개포1동/작은도서관||||작은도서관||서울특별시 강남구 개포로 310-17||||||||개포1동 작은도서관|(개포동) 개포1동 주민센터|||200102
개포4동/작은도서관||||작은도서관||서울특별시 강남구 개포로38길 12||||||||개포4동 작은도서관|(개포동) 개포4동 주민센터|||200102
거여1동새마을문고||||작은도서관||서울특별시 송파구 오금로53길 32||||||||거여1동새마을문고|(거여1동주민센터) 동주민센터 3층|||200102
거여2동/새마을문고(거여2동작은도서관)||||작은도서관||서울특별시 송파구 거마로2길 19||||||||거여2동 새마을문고(거여2동작은도서관)|(거여2동주민센터) 2층|||200102
게냇골/작은도서관||||작은도서관||서울특별시 강동구 고덕로80길 111||||||||게냇골 작은도서관|(상일동) 상일동주민센터 1층|||200102
고덕리엔파크3단지/SH/작은도서관||||작은도서관||서울특별시 강동구 상일로 74||||||||고덕리엔파크3단지 SH 작은도서관|(고덕리엔파크3단지아파트) 315동 1층|||200102
고덕마을도서관||||작은도서관||서울특별시 강동구 고덕로83길 132||||||||고덕마을도서관|(고덕동) 2층|||200102
고래이야기||||작은도서관||서울특별시 용산구 효창원로 157||||||||고래이야기|(효창맨숀아파트) 효창맨숀아파트|||200102
고맙습니다/신정3동작은도서관||||작은도서관||서울 양천구 신정3동 중앙로 209||||||||고맙습니다 신정3동작은도서관||||200102
고맙습니다/지혜의/등대/작은도서관||||작은도서관||서울특별시 도봉구 도봉로 552||||||||고맙습니다 지혜의 등대 작은도서관|(창동) 도봉구민회관 4층|||200102
고맙습니다/하난곡/작은도서관||||작은도서관||서울특별시 관악구 난우10가길 20-7||||||||고맙습니다 하난곡 작은도서관|(신림동)|||200102
고운달작은도서관((구/신월1동/도서방))||||작은도서관||서울 양천구 신월1동 곰달래로 1길 38||||||||고운달작은도서관((구 신월1동 도서방))||||200102
고운맘작은도서관(구/신월2동/도서방)||||작은도서관||서울 양천구 신월2동 중앙로53길 47||||||||고운맘작은도서관(구 신월2동 도서방)||||200102
고척1동/새마을/작은도서관||||작은도서관||서울특별시 구로구 중앙로3길 18-8||||||||고척1동 새마을 작은도서관|(고척동) 고척1동 주민센터|||200102
고척2동/새마을/작은도서관||||작은도서관||서울특별시 구로구 중앙로15길 22||||||||고척2동 새마을 작은도서관|(고척동) 고척2동 주민센터|||200102
고척교회도서관/책마을||||작은도서관||서울특별시 구로구 중앙로 79||||||||고척교회도서관 책마을|(고척교회)|||200102
곰세마리/어린이/도서관||||작은도서관||서울특별시 성북구 삼선교로 54||||||||곰세마리 어린이 도서관|(삼선동3가) 본교회|||200102
공감작은도서관||||작은도서관||서울특별시 마포구 백범로 169-19||||||||공감작은도서관|공감작은도서관|||200102
공덕동문고(마실길/북카페)||||작은도서관||서울특별시 마포구 만리재옛길 84||||||||공덕동문고(마실길 북카페)|(공덕동주민센터)|||200102
공릉행복발전소/공릉도서관||||작은도서관||서울특별시 노원구 동일로179길 22||||||||공릉행복발전소 공릉도서관|(공릉동) 공릉행복발전소|||200102
관악산/시도서관||||작은도서관||서울특별시 관악구 신림로 23||||||||관악산 시도서관|(신림동) (관악산입구)관악산詩도서관|||200102
광장동/새마을작은도서관||||작은도서관||서울특별시 광진구 광장로 52||||||||광장동 새마을작은도서관|(광장동주민센터) 2층|||200102
광장현대파크빌도서관||||작은도서관||서울특별시 광진구 아차산로 549||||||||광장현대파크빌도서관|(현대파크빌아파트) 아파트관리사무소 1층|||200102
광진도서실||||작은도서관||서울특별시 구로구 개봉로3길 100-10||||||||광진도서실|(개봉동) 광진교회|||200102
광희동/작은도서관||||작은도서관||서울특별시 중구 퇴계로 303-9||||||||광희동 작은도서관|(광희동1가) 주민센터 2층|||200102
구로1동/새마을/작은도서관||||작은도서관||서울특별시 구로구 구일로4길 57||||||||구로1동 새마을 작은도서관|(구로동) 구로1동주민센터 2층|||200102
구로2동/새마을/작은도서관||||작은도서관||서울특별시 구로구 구로동로50길 10||||||||구로2동 새마을 작은도서관|(구로동) 구로2동 자치회관|||200102
구로4동/새마을/작은도서관||||작은도서관||서울특별시 구로구 구로동로28길 94||||||||구로4동 새마을 작은도서관|(구로동) 구로4동 주민센터|||200102
구로5동/새마을/작은도서관||||작은도서관||서울특별시 구로구 구로중앙로28길 66||||||||구로5동 새마을 작은도서관|(구로동) 구로5동주민센터 2층,구로보건소|||200102
구립신림청소년독서실||||작은도서관||서울특별시 관악구 난곡로58길 15||||||||구립신림청소년독서실|(신림동) 구립신림청소년독서실|||200102
구립약수작은도서관||||작은도서관||서울특별시 동작구 양녕로22바길 64||||||||구립약수작은도서관|(상도동) 1층 약수작은도서관|||200102
구암마을/작은도서관||||작은도서관||서울특별시 강서구 허준로 93||||||||구암마을 작은도서관|(가양2동주민센터) 2층|||200102
구의2동/새마을작은도서관||||작은도서관||서울특별시 광진구 천호대로136길 55||||||||구의2동 새마을작은도서관|(구의제2동주민센터) 2층|||200102
국사봉숲속작은도서관||||작은도서관||서울특별시 동작구 성대로29길 53||||||||국사봉숲속작은도서관|(상도동) 상도4동 산65-149 행복유치원 뒤|||200102
군자동/새마을작은도서관||||작은도서관||서울특별시 광진구 군자로 151||||||||군자동 새마을작은도서관|(군자동주민센터) 3층|||200102
그루터기(신정이펜하우스2단지)||||작은도서관||서울 양천구 신정3동 신정이펜2로 55||||||||그루터기(신정이펜하우스2단지)|신정이펜하우스 2단지|||200102
그루터기문고||||작은도서관||서울특별시 광진구 뚝섬로59길 18||||||||그루터기문고|(성산교회) 1층|||200102
글고운/작은도서관||||작은도서관||서울특별시 강동구 성내로 13||||||||글고운 작은도서관|(성내동) 성내1동 주민센터 1층|||200102
글놀이작은도서관||||작은도서관||서울특별시 동대문구 약령시로 67||||||||글놀이작은도서관|(제기동) 2층|||200102
글로벌나눔도서관||||작은도서관||서울특별시 구로구 경인로 619-30||||||||글로벌나눔도서관|(신도림동) 3층|||200102
글로벌아동도서관(서울목민아동)||||작은도서관||서울특별시 용산구 이촌로 248||||||||글로벌아동도서관(서울목민아동)|(이촌동,한강맨션) 37동 103호|||200102
글마루/작은도서관||||작은도서관||서울특별시 강동구 아리수로78길 43-12||||||||글마루 작은도서관|(고덕동) 고덕2동주민센터 2층|||200102
글마루SH작은도서관||||작은도서관||서울특별시 강서구 마곡서1로 146||||||||글마루SH작은도서관|(마곡동,마곡엠밸리2단지) 글마루SH작은도서관|||200102
글바라기(신정이펜하우스1단지)||||작은도서관||서울 양천구 신정3동 신정이펜1로 51||||||||글바라기(신정이펜하우스1단지)|신정이펜하우스 1단지|||200102
글벗누리/작은도서관||||작은도서관||서울특별시 강서구 방화동로 124-1||||||||글벗누리 작은도서관|(방화1동주민센터) 2층|||200102
글빛누리작은도서관||||작은도서관||서울특별시 성북구 삼선교로16길 35||||||||글빛누리작은도서관|(삼선동3가,삼선 SK VIEW 아파트) 삼선SK뷰 (아) 105동|||200102
글빛작은도서관||||작은도서관||서울특별시 노원구 중계로 144||||||||글빛작은도서관|(민호프라자) 79-12 4층|||200102
