##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@비영리법인
한국영화기획프로듀서협회||||비영리법인|||서울시 종로구 관수동 10-11|사단법인||||||한국영화기획프로듀서협회|대동빌딩 5층|||210104
한국영화배우협회||||비영리법인||서울시 중구 충무로 2가 50-6||사단법인||||||한국영화배우협회|라이온스빌딩 501호|||210104
한국영화인총연합회||||비영리법인||서울시 중구 서애로 27||사단법인||||||한국영화인총연합회|202호 (필동3가 캐피털빌딩)|||210104
한국영화제작가협회||||비영리법인|||서울시 중구 저동 2가 47-9|사단법인||||||한국영화제작가협회|보아스빌딩 503호|||210104
한국영화조명감독협회||||비영리법인|||서울시 중구 충무로5가 36-3|사단법인||||||한국영화조명감독협회|일호빌딩 501호|||210104
한국영화촬영감독협회||||비영리법인|||서울시 중구 필동3가 39-18|사단법인||||||한국영화촬영감독협회|우진빌딩 2층|||210104
한국영화프로듀서조합||||비영리법인||서울시 마포구 성암로 330||사단법인||||||한국영화프로듀서조합|A-301 (DMC첨단산업센터)|||210104
한국영화학회||||비영리법인|||서울시 중구 묵정동 18-27|사단법인||||||한국영화학회|대학문화원 422호 (우: 04618)|||210104
한국다양성영화발전협의회||||비영리법인|||서울시 강남구 역삼동 722-8|사단법인||||||한국다양성영화발전협의회|호서빌딩 2층|||210104
한국영화음악협회||||비영리법인|||서울시 서초구 서초1동 1658-5|사단법인||||||한국영화음악협회|인원빌딩4층|||210104
한국청소년영상예술진흥원||||비영리법인||대전광역시 중구 대종로 562||사단법인||||||한국청소년영상예술진흥원|창성빌딩 B동 3층 (선화동) (우: 34831)|||210104
한국보드게임산업협회||||비영리법인||서울시 중구서소문로 136유레스코빌딩 406호 ||사단법인||||||한국보드게임산업협회||||210104
영화로세상을아름답게||||비영리법인||서울특별시 서초구 바우뫼로 41길 66||사단법인||||||영화로세상을아름답게|(양재동 7-38) 엘림동산2층 206호|||210104
전국미디어센터협의회||||비영리법인|||서울특별시 중구 필동2가 82-1|사단법인||||||전국미디어센터협의회||||210104
한국다큐멘터리학회||||비영리법인||서울특별시 용산구 한강대로 10길 17||사단법인||||||한국다큐멘터리학회|(한강로3가 65-195)|||210104
한국영상위원회||||비영리법인|||서울시 마포구 상암동 1580번지DMC첨단산업센터 A동 301호 |사단법인||||||한국영상위원회||||210104
한국컴퓨터그래픽산업협의회||||비영리법인||||사단법인||||||한국컴퓨터그래픽산업협의회||||210104
한국리얼3D콘텐츠제작자협회||||비영리법인|||서울 강남구 신사동 561-31|사단법인||||||한국리얼3D콘텐츠제작자협회|아이스테이션 빌딩 17층|||210104
한국문화콘텐츠라이센싱협회||||비영리법인||서울시 금천구 가산동 가산디지털 2로 14-715||사단법인||||||한국문화콘텐츠라이센싱협회||||210104
마인드스포츠올림피아드||||비영리법인|||서울시 강서구 화곡동 920-1|사단법인||||||마인드스포츠올림피아드|우리빌딩|||210104
부산게임협회||||비영리법인||부산시 해운대구 수영강변대로 140||사단법인||||||부산게임협회|815호|||210104
온라인소비자연대||||비영리법인|||전북 군산시 미륭동 889-2|사단법인||||||온라인소비자연대|101호|||210104
콘텐츠경영연구소||||비영리법인|||서울시 마포구 상암동 1602문화콘텐츠센터802호 |사단법인||||||콘텐츠경영연구소||||210104
한국게임개발자협회||||비영리법인|||서울시 마포구 상암동 DMC 1602|사단법인||||||한국게임개발자협회|문화콘텐츠센터 802호|||210104
한국게임마케팅포럼||||비영리법인|||서울시 송파구 송파동 95-37|사단법인||||||한국게임마케팅포럼|3층 312호|||210104
한국게임물유통협회||||비영리법인||서울시 용산구 원효로 4가 82||사단법인||||||한국게임물유통협회|용산문화원앞|||210104
한국게임벤처모임||||비영리법인|||서울시 광진구 구의동 546-4|사단법인||||||한국게임벤처모임|테크노마트21 31층 6호|||210104
한국인터넷디지털엔터테인먼트협회||||비영리법인|||서울시 강남구 역삼동 834-26|사단법인||||||한국인터넷디지털엔터테인먼트협회|4층|||210104
한국게임시나리오작가협회||||비영리법인|||서울시 용산구 청파1가 홍은 빌딩A동 102호 |사단법인||||||한국게임시나리오작가협회||||210104
한국게임운영자협회||||비영리법인|||광주시 서구 양동 60-37|사단법인||||||한국게임운영자협회|금호생명빌딩 2511호|||210104
한국게임학회||||비영리법인||경기도 부천시 원미구 부천로 198번길 18||사단법인||||||한국게임학회|춘의테크노파크 202동 1506호|||210104
한국게임협회||||비영리법인|||서울시 서초구 서초동 1337-32|사단법인||||||한국게임협회|7층|||210104
한국어뮤즈먼트산업협회||||비영리법인||서울시 영등포구 영등포로 98||사단법인||||||한국어뮤즈먼트산업협회|3층 (창덕빌딩)|||210104
한국인터넷PC문화협회||||비영리법인||서울시 용산구 백범로 43길 2||사단법인||||||한국인터넷PC문화협회|2층|||210104
한국컴퓨터게임산업중앙회||||비영리법인||서울시 영등포구 당산로 38길 3||사단법인||||||한국컴퓨터게임산업중앙회|(당산동 4가)|||210104
한국컴퓨터게임학회||||비영리법인|||서울시 마포구 서교동 346-45|사단법인||||||한국컴퓨터게임학회|4층|||210104
한국e/Sport협회||||비영리법인|||서울시용산구 한강로3가 1-1|사단법인||||||한국e Sport협회|나진전자월드 상가 5층 A호|||210104
IEF조직위원회||||비영리법인|||서울시 마포구 마포동 350|사단법인||||||IEF조직위원회|강변한신코아 1306호|||210104
국제e스포츠연맹||||비영리법인|||서울시용산구 한강로3가 1-1|사단법인||||||국제e스포츠연맹|나진전자월드 상가 5층 A호|||210104
국제장애인e스포츠연맹||||비영리법인|||서울특별시 종로구 종로3가 160|사단법인||||||국제장애인e스포츠연맹|플래티늄빌딩 3층|||210104
청소년게임문화협의회||||비영리법인||서울특별시 송파구 충민로 66||사단법인||||||청소년게임문화협의회|L-9131|||210104
노래문화업협회전국연합회||||비영리법인|||서울시 영등포구 여의도동 11-14|사단법인||||||노래문화업협회전국연합회|동성빌딩 801호 (우: 150-268)|||210104
대한가수협회||||비영리법인|||서울시 영등포구 여의도동 43-3|사단법인||||||대한가수협회|홍우빌딩 508-A|||210104
대한노래연습장업협회중앙회||||비영리법인|||서울시 서초구 방배동 1038|사단법인||||||대한노래연습장업협회중앙회|대우프라자 1층 32호|||210104
대한민국음악문화진흥협회||||비영리법인|||서울시 마포구서교동 463-32|사단법인||||||대한민국음악문화진흥협회|(우: 121-210)|||210104
대한민국방송코미디언협회||||비영리법인|||서울특별시 영등포구 여의도동 14-8극동VIP빌딩 701호 |사단법인||||||대한민국방송코미디언협회||||210104
대한민국심바람문화예술협회||||비영리법인|||인천광역시 남구 도화동 85-5|사단법인||||||대한민국심바람문화예술협회||||210104
대한패션디자이너협회||||비영리법인|||서울시 강남구 논현동 6-21|사단법인||||||대한패션디자이너협회|세양APEX TOWER 714호|||210104
라이브음악문화발전협회||||비영리법인|||서울시 마포구 대흥동 30-3|사단법인||||||라이브음악문화발전협회|마포아트센터 B1층 (우: 04136)|||210104
새노래운동중앙협의회||||비영리법인|||서울시 영등포구 당산동6가 313-1|사단법인||||||새노래운동중앙협의회|태원빌딩 3층 (우: 07222)|||210104
새미디어진흥회||||비영리법인|||서울시 영등포구 여의도동 45-11|사단법인||||||새미디어진흥회|신한빌딩 1004호 (우: 07332)|||210104
색소폰나라협회||||비영리법인|||서울시 강남구 신사동 523-1|사단법인||||||색소폰나라협회|동화빌딩 1층|||210104
서울패션아티스트협의회||||비영리법인|||서울시 강남구 청담동 49-5|사단법인||||||서울패션아티스트협의회|신한 402|||210104
아시아예술교류협회||||비영리법인|||서울시 서초구 서초동 1601-2|사단법인||||||아시아예술교류협회|그린오피스텔402호 (우: 06654)|||210104
아시아패션연합회한국협회||||비영리법인|||서울시 강남구 대치동 944-31|사단법인||||||아시아패션연합회한국협회|섬유센터빌딩 16층|||210104
한국음반소매상협회||||비영리법인|||서울시 관악구 신림8동 513-3|사단법인||||||한국음반소매상협회||||210104
외국인공연제작사협회||||비영리법인|||서울시 영등포구 여의도동 61-3|사단법인||||||외국인공연제작사협회|라이프오피스텔634호 (우: 07345)|||210104
음악DB진흥회||||비영리법인|||서울시 중구 을지로5가 39-|사단법인||||||음악DB진흥회|1 미디올빌딩 3층 (우: 04562)|||210104
전국음반소매업진흥회||||비영리법인|||서울시 서초구 방배2동 474-26|사단법인||||||전국음반소매업진흥회|유니빌딩 302호|||210104
한국가요강사협회||||비영리법인|||서울시 송파구 방이동 164-2|사단법인||||||한국가요강사협회|중앙빌딩 (우: 05636)|||210104
한국가요작가협회||||비영리법인|||서울시 강서구 우장산동 649|사단법인||||||한국가요작가협회|한국음악저작권협회회관 3층 (우: 07647)|||210104
한국가창학회||||비영리법인|||서울시 서초구 서초4동 1967-1|사단법인||||||한국가창학회|명신빌딩 B2|||210104
한국노래문화업중앙회||||비영리법인|||경기도 수원시 권선구 권선동 1013-4|사단법인||||||한국노래문화업중앙회|한라비발디 812호|||210104
한국대중음악애호가협회||||비영리법인|||서울시 종로구 낙원동 236-1|사단법인||||||한국대중음악애호가협회|낙원빌딩 401호 (우: 03140)|||210104
한국대중음악연구소||||비영리법인|||서울시 은평구 갈현1동 421-9|사단법인||||||한국대중음악연구소|(우: 03315)|||210104
한국대중음악인연합회||||비영리법인|||서울시 영등포구 여의도동 61-4|사단법인||||||한국대중음악인연합회|라이프콤비 524 (우: 07345)|||210104
한국음향예술인협회||||비영리법인|||서울시 강남구 삼성동 64-2|사단법인||||||한국음향예술인협회|(우: 06084)|||210104
한국레코딩뮤지션협회||||비영리법인|||서울시 강남구 역삼동 790-9|사단법인||||||한국레코딩뮤지션협회|삼형빌딩 403호 (우: 06248)|||210104
한국모델협회||||비영리법인|||서울시 영등포구 여의도동 36-2|사단법인||||||한국모델협회|맨하탄 빌딩 1201호|||210104
한국뮤직비디오협회||||비영리법인|||서울시 서초구 반포4동 93-1|사단법인||||||한국뮤직비디오협회|천년빌딩 301호 (우: 06577)|||210104
한국싱어송라이터협회||||비영리법인|||서울시 마포구 서교동 353-1|사단법인||||||한국싱어송라이터협회|서교타워 1505호|||210104
한국연주자협회||||비영리법인|||서울시 강남구 신사동 590-13|사단법인||||||한국연주자협회|B1|||210104
한국연예매니지먼트협회||||비영리법인|||서울시 강남구 신사동 591-14|사단법인||||||한국연예매니지먼트협회|유한빌딩 4층 (우: 06025)|||210104
한국연예예술인총연합회||||비영리법인|||서울시 양천구 목동 923-6|사단법인||||||한국연예예술인총연합회|예술인센터 1022호|||210104
한국연예인봉사회||||비영리법인|||서울시 마포구 공덕동 105-62호 102호 (우: 04207) |사단법인||||||한국연예인봉사회||||210104
한국연예제작자협회||||비영리법인|||서울시 마포구 상암동 1592|사단법인||||||한국연예제작자협회|더팬빌딩 7층 (우: 03923)|||210104
한국음반제작자협회||||비영리법인|||서울시 영등포구 여의도동 36-4|사단법인||||||한국음반제작자협회|오륜빌딩 403호 (우: 07331)|||210104
한국음악발전소||||비영리법인|||서울시 영등포구 여의도동 44-12|사단법인||||||한국음악발전소|고려빌딩 507호|||210104
한국음악레이블산업협회||||비영리법인|||서울시 강남구 논현동 11-24|사단법인||||||한국음악레이블산업협회||||210104
한국음악산업협회||||비영리법인|||서울시 광진구 자양3동 794-9|사단법인||||||한국음악산업협회|3층|||210104
한국음악스튜디오협회||||비영리법인|||서울시 강남구 청담동 5|사단법인||||||한국음악스튜디오협회|경원하이츠텔 519호 (우: 06062)|||210104
한국음악콘텐츠협회||||비영리법인|||서울시 서초구 방배동 883-2제우피스빌딩 8층 (우: 06661) |사단법인||||||한국음악콘텐츠협회||||210104
한국장애인방송연기자협회||||비영리법인|||서울특별시 마포구 동교동 173|사단법인||||||한국장애인방송연기자협회|- 14 대영빌딩 2층|||210104
한국전통가요진흥협회||||비영리법인|||서울시 강동구 암사동 510-1|사단법인||||||한국전통가요진흥협회|지림빌딩 2층 (우:05242)|||210104
한국재즈협회||||비영리법인|||서울시 종로구 동숭동 1-66|사단법인||||||한국재즈협회|3층 (우: 03086)|||210104
한국직장인밴드협회||||비영리법인|||서울시 중구 을지로6가 17-2|사단법인||||||한국직장인밴드협회|케레스타빌딩 528호|||210104
한국패션문화협회||||비영리법인||경북 경산시 대학로 280||사단법인||||||한국패션문화협회|영남대학교 패션디자인연구실|||210104
현대대중음악연구회||||비영리법인|||서울시 종로구 연건동 39|사단법인||||||현대대중음악연구회||||210104
아시아모델협회||||비영리법인|||서울시 송파구 잠실동 194-1|사단법인||||||아시아모델협회|유성빌딩 4층|||210104
디지털스토리텔링학회||||비영리법인|||서울시 강남구 논현동 123-9|사단법인||||||디지털스토리텔링학회|논현에이스빌라 1층|||210104
한국생활정보신문협회||||비영리법인||구로구 디지털로 32가길 16||사단법인||||||한국생활정보신문협회|901호|||210104
아시아예술과학학회||||비영리법인|||부산시 사상구 주례 2동 산69-1|사단법인||||||아시아예술과학학회|동서대학교 뉴밀레니엄 빌딩 NM1024|||210104
우리만화연대||||비영리법인|||서울시 중구 예장동 8-20|사단법인||||||우리만화연대|만화의집 1층|||210104
한국교양학습만화진흥협회||||비영리법인|||서울시 마포구 용강동 50-1|사단법인||||||한국교양학습만화진흥협회|용현빌딩 303호|||210104
한국만화가협회||||비영리법인|||서울시 중구 예장동 8-20|사단법인||||||한국만화가협회|만화의집 1층|||210104
한국만화문화연구원||||비영리법인|||서울시 서초구 서초1동 1629-6|사단법인||||||한국만화문화연구원|명빌딩2층|||210104
한국만화애니메이션학회||||비영리법인|||서울시 중구 예장동 8-145|사단법인||||||한국만화애니메이션학회|서울애니메이션센터 E동 201호|||210104
한국만화출판협회||||비영리법인|||서울시 동작구 상도1동 777-1|사단법인||||||한국만화출판협회|학산빌딩|||210104
한국일러스트레이션학회||||비영리법인|||경기도 성남시 분당구 야탑1동 344-1|사단법인||||||한국일러스트레이션학회|코리아디자인센터 416|||210104
한국일러스트아트학회||||비영리법인|||경기 성남시 분당구 서현동 풍림아이원플러스 C동 917호 |사단법인||||||한국일러스트아트학회||||210104
한국에듀테인먼트산업협회||||비영리법인||||사단법인||||||한국에듀테인먼트산업협회||||210104
한국대중문화예술인단체총연합회||||비영리법인||서울특별시 영등포구 국제금융로 78||사단법인||||||한국대중문화예술인단체총연합회|(여의도동) 홍우빌딩 711호|||210104
한국힙합문화협회||||비영리법인||경기도 광주시 퇴촌면 무술길 146||사단법인||||||한국힙합문화협회||||210104
한국방송댄스협회||||비영리법인||서울특별시 강남구 언주로149길 11-3||사단법인||||||한국방송댄스협회|(논현동)|||210104
세계한류학회||||비영리법인|||서울시 성동구 용답동 228-2|사단법인||||||세계한류학회|JCI회관 301호|||210104
세계가발패션/예술인협회||||비영리법인||서울시 강서구 양천로 583||사단법인||||||세계가발패션 예술인협회|우림블루나인A동 2210호|||210104
그린패션교류협회||||비영리법인||서울특별시종로구 지봉로 29||사단법인||||||그린패션교류협회|금호팔레스빌딩 1403호 (우:110-841)|||210104
함께하는음악저작인협회||||비영리법인||서울 마포구 잔다리로 88||사단법인||||||함께하는음악저작인협회|2 (서교동 459-13,원방빌딩)|||210104
부산국제코미디페스티벌/조직위원회||||비영리법인|||부산광역시 남구 대연동 1740-12|사단법인||||||부산국제코미디페스티벌 조직위원회|3층 (우:608-811)|||210104
한국엔터테인먼트법학회||||비영리법인||서울 강남구 테헤란로 133||사단법인||||||한국엔터테인먼트법학회|한국타이어빌딩 법무법인 태평양|||210104
한국저작권법학회||||비영리법인||서울특별시서초구 서초중앙로 122길 (서초1동)웅산빌딩 3층 ||사단법인||||||한국저작권법학회||||210104
한중지적재산권학회||||비영리법인||서울 송파구 오금로 87||사단법인||||||한중지적재산권학회|422호 (방이동,잠실리시온)|||210104
한국디지털재산법학회||||비영리법인||서울시 서초구 신반포로 165||사단법인||||||한국디지털재산법학회|반포쇼핑타운 2동 307호|||210104
한국SW저작권협회||||비영리법인||서울시 강남구 역삼로 447||사단법인||||||한국SW저작권협회|(대치동) 소프트웨어발전센터빌딩 6,7층|||210104
한국인터넷미디어협회||||비영리법인||중구 동호로 224||사단법인||||||한국인터넷미디어협회|4층|||210104
한국SW감정평가학회||||비영리법인||대전광역시서구 배재로 15-40||사단법인||||||한국SW감정평가학회|(도마동)배재대학교 정보과학관 508호|||210104
한국지적재산권경상학회||||비영리법인||경기도 의정부시호암로 95||사단법인||||||한국지적재산권경상학회|(호암동) 신한대학교|||210104
코드||||비영리법인||서울 마포구 와우3로 19길 21||사단법인||||||코드|삼진빌딩 5층 (서교동)|||210104
한국문예학술저작권협회||||비영리법인||서울 강남구 논현로79길 72||사단법인||||||한국문예학술저작권협회|(역삼동,올림피아센터) 1020호|||210104
한국방송실연자협회||||비영리법인||서울시 마포구 마포대로 19||사단법인||||||한국방송실연자협회|2층 (마포동,산화빌딩)|||210104
한국복제전송/저작권협회||||비영리법인||서울 마포구 월드컵북로 54길 11||사단법인||||||한국복제전송 저작권협회|전자회관 7층 (상암동)|||210104
한국음악실연자연합회||||비영리법인||서울 강서구 허준로 202-17||사단법인||||||한국음악실연자연합회|4층|||210104
한국음악저작권협회||||비영리법인||서울 강서구 공항대로 332||사단법인||||||한국음악저작권협회|(내발산동)|||210104
한국음악출판사협회||||비영리법인||서울 강남구 도산대로55길 16-6||사단법인||||||한국음악출판사협회|(청담동 3층)|||210104
한국음반산업협회||||비영리법인||서울 마포구 월드컵북로58길 10The PAN 7층 ||사단법인||||||한국음반산업협회||||210104
한국저작권단체연합회||||비영리법인||서울 강서구 공항대로 659||사단법인||||||한국저작권단체연합회|도레미빌딩 6층|||210104
한국사진저작권관리협회||||비영리법인||서울 중구 수표로6길 26||사단법인||||||한국사진저작권관리협회|(충무로3가 56-3) 동성빌딩 301호|||210104
한국잡지협회||||비영리법인||영등포구 여의대방로 67길 11잡지회관 4층 ||사단법인||||||한국잡지협회||||210104
한국전문신문협회||||비영리법인||영등포구 당산로41길 11||사단법인||||||한국전문신문협회|407|||210104
한국ABC협회||||비영리법인||송파구 올림픽로35길 137||사단법인||||||한국ABC협회||||210104
한국신문윤리위원회||||비영리법인|||중구 태평로1가 25|사단법인||||||한국신문윤리위원회|프레스센타1305호|||210104
한국신문협회||||비영리법인||중구 태평로 1가 25||사단법인||||||한국신문협회|프레스센타 13층|||210104
건전미디어시민연대||||비영리법인||강동구 천중로 40길 78실버스타텔 601호 ||사단법인||||||건전미디어시민연대||||210104
한국온라인신문협회||||비영리법인||서대문구 충정로 29||사단법인||||||한국온라인신문협회|동아일보사7층|||210104
한국인터넷신문협회||||비영리법인||마포구 독막로 19길 15||사단법인||||||한국인터넷신문협회|3층|||210104
한국미디어융합산업협회구)/한국미디어컨버전스협회||||비영리법인||영등포구 양평로 22길 21선유도코오롱디지털타어10층에이-1002 ||사단법인||||||한국미디어융합산업협회구)한국미디어컨버전스협회||||210104
한국블로그산업협회||||비영리법인||성동구 천호대로 368||사단법인||||||한국블로그산업협회|301호|||210104
세계한인언론인연합회||||비영리법인||종로구 율곡로2길 25||사단법인||||||세계한인언론인연합회|8층|||210104
디지털저널리즘연구소||||비영리법인||마포구 마포대로 15||사단법인||||||디지털저널리즘연구소|1017호|||210104
아시아기자협회||||비영리법인||종로구 혜화로 35||사단법인||||||아시아기자협회|화수회관 207호|||210104
한국방송영상제작사협회||||비영리법인||서울특별시 양천구 목동동로 233||사단법인||||||한국방송영상제작사협회|6층 (목동) / 방송회관|||210104
한국드라마제작사협회||||비영리법인||서울특별시 마포구 월드컵북로 402||사단법인||||||한국드라마제작사협회|701호 (상암동)|||210104
한국광고총연합회||||비영리법인||서울특별시 송파구 올림픽로35길 137||사단법인||||||한국광고총연합회|(신천동) / 한국광고문화회관|||210104
한국광고산업협회||||비영리법인||서울특별시 송파구 올림픽로35길 137||사단법인||||||한국광고산업협회|(신천동) / 한국광고문화회관|||210104
한국광고사진가협회||||비영리법인||서울특별시 송파구 올림픽로35길 137||사단법인||||||한국광고사진가협회|(신천동) / 한국광고문화회관|||210104
한국광고영상제작사협회||||비영리법인||서울특별시 송파구 올림픽로35길 137||사단법인||||||한국광고영상제작사협회|(신천동) / 한국광고문화회관|||210104
한국광고주협회||||비영리법인||영등포구 여의대로 21FKI타워 44층 ||사단법인||||||한국광고주협회||||210104
한국전광방송협회||||비영리법인||서울특별시 송파구 올림픽로35길 137||사단법인||||||한국전광방송협회|(신천동) / 한국광고문화회관|||210104
한국광고자율심의기구||||비영리법인||서울특별시 송파구 올림픽로35길 137||사단법인||||||한국광고자율심의기구|(신천동) / 한국광고문화회관|||210104
대한스키협회||||비영리법인||서울시 송파구 올림픽로 424||사단법인||||||대한스키협회|올림픽회관|||210104
대한볼링협회||||비영리법인||서울시 송파구 올림픽로 424||사단법인||||||대한볼링협회|올림픽회관|||210104
대한수중핀수영협회||||비영리법인||서울시 송파구 올림픽로 424||사단법인||||||대한수중핀수영협회|핸드볼경기장 112호|||210104
대한사격연맹||||비영리법인||서울시 노원구 화랑로 653||사단법인||||||대한사격연맹||||210104
대한바둑협회||||비영리법인||서울시 성동구 마장로 2104층 ||사단법인||||||대한바둑협회||||210104
대한유도회||||비영리법인||서울시 송파구 올림픽로 424올림픽회관 ||사단법인||||||대한유도회||||210104
대한조정협회||||비영리법인||서울시 송파구 올림픽로 424올림픽회관 ||사단법인||||||대한조정협회||||210104
대한수영연맹||||비영리법인||서울시 송파구 올림픽로 424올림픽회관 ||사단법인||||||대한수영연맹||||210104
대한카누연맹||||비영리법인||서울시 송파구 올림픽로 424올림픽회관 ||사단법인||||||대한카누연맹||||210104
대한자저건연맹||||비영리법인||서울시 송파구 올림픽로 424올림픽회관 ||사단법인||||||대한자저건연맹||||210104
대한배드민턴협회||||비영리법인||서울시 송파구 올림픽로 424올림픽회관 ||사단법인||||||대한배드민턴협회||||210104
대한역도연맹||||비영리법인||서울시 송파구 올림픽로 424올림픽회관 ||사단법인||||||대한역도연맹||||210104
대한탁구협회||||비영리법인||서울시 송파구 올림픽로 424올림픽회관 ||사단법인||||||대한탁구협회||||210104
대한펜싱협회||||비영리법인||서울시 송파구 올림픽로 424올림픽공원내펜싱경기장 ||사단법인||||||대한펜싱협회||||210104
대한빙상경기연맹||||비영리법인||서울시 송파구 올림픽로 424||사단법인||||||대한빙상경기연맹|올림픽회관|||210104
대한승마협회||||비영리법인||서울시 송파구 올림픽로 424||사단법인||||||대한승마협회|올림픽회관|||210104
대한정구협회||||비영리법인||서울시 송파구 올림픽로 424||사단법인||||||대한정구협회|올림픽회관|||210104
대한핸드볼협회||||비영리법인||서울시 송파구 올림픽로 424||사단법인||||||대한핸드볼협회|올림픽회관|||210104
대한근대5종연맹||||비영리법인||서울시 송파구 올림픽로 424||사단법인||||||대한근대5종연맹|올림픽공원 체조경기장|||210104
대한트라이애슬론경기연맹||||비영리법인||서울시 송파구 올림픽로 424||사단법인||||||대한트라이애슬론경기연맹|올림픽회관|||210104
대한럭비협회||||비영리법인||서울시 송파구 올림픽로 424||사단법인||||||대한럭비협회|올림픽회관|||210104
대한인라인롤러연맹||||비영리법인||서울시 송파구 올림픽로 424||사단법인||||||대한인라인롤러연맹|올림픽회관|||210104
대한수상스키웨이크보드협회||||비영리법인||서울시 송파구 올림픽로 424||사단법인||||||대한수상스키웨이크보드협회|올림픽공원내 펜싱경기장|||210104
대한야구협회||||비영리법인||서울시 강남구 강남대로 278||사단법인||||||대한야구협회|야구회관 4층|||210104
대한보디빌딩협회||||비영리법인||서울시 송파구 올림픽로 424||사단법인||||||대한보디빌딩협회|올림픽공원내펜싱경기장|||210104
대한바이애슬론연맹||||비영리법인||서울시 송파구 올림픽로 424||사단법인||||||대한바이애슬론연맹||||210104
대한태권도협회||||비영리법인||서울시 송파구 올림픽로 424편익시설A-3동 ||사단법인||||||대한태권도협회||||210104
대한농구협회||||비영리법인||서울시 송파구 올림픽로 424편익시설A-3동 ||사단법인||||||대한농구협회||||210104
대한축구협회||||비영리법인||서울시 종로구 경희궁길 46||사단법인||||||대한축구협회||||210104
대한요트협회||||비영리법인||서울시 송파구 올림픽로 424||사단법인||||||대한요트협회||||210104
대한배구협회||||비영리법인||서울 강남구 도곡로 218||사단법인||||||대한배구협회||||210104
대한세팍타크로협회||||비영리법인||서울시 송파구 올림픽로 424||사단법인||||||대한세팍타크로협회||||210104
대한검도회||||비영리법인||서울시 송파구 올림픽로 424올림픽회관 ||사단법인||||||대한검도회||||210104
대한산악연맹||||비영리법인||서울시 송파구 올림픽로 424||사단법인||||||대한산악연맹|올림픽공원내펜싱경기장|||210104
대한복싱협회||||비영리법인||서울시 송파구 올림픽로 424||사단법인||||||대한복싱협회|올림픽회관 606호|||210104
대한테니스협회||||비영리법인||서울시 송파구 올림픽로 424||사단법인||||||대한테니스협회|올림픽공원 내펜싱경기장|||210104
한국대학스포츠총장협의회||||비영리법인||서울시 강남구 테헤란로 309||사단법인||||||한국대학스포츠총장협의회|삼성제일빌딩 1410호|||210104
대한우슈연맹||||비영리법인||서울시 송파구 올림픽로 424||사단법인||||||대한우슈연맹||||210104
대한레슬링협회||||비영리법인||서울시 송파구 올림픽로 424||사단법인||||||대한레슬링협회|올림픽회관604호|||210104
대한육상경기연맹||||비영리법인||서울시 송파구 올림픽로 25||사단법인||||||대한육상경기연맹|서울종합운동장내|||210104
통합씨름협회||||비영리법인||서울시 송파구 올림픽로 424||사단법인||||||통합씨름협회||||210104
대한하키협회||||비영리법인||서울시 송파구 올림픽로 424올림픽회관 602호 ||사단법인||||||대한하키협회||||210104
대한레저스포츠회||||비영리법인||서울시 송파구 올림픽로 424||사단법인||||||대한레저스포츠회|올림픽 벨로드롬 B1|||210104
한국씨름연맹||||비영리법인||서울시 영등포구 영등포로 143||사단법인||||||한국씨름연맹|옥당빌딩 501호|||210104
한국골프장경영협회||||비영리법인||경기도 성남시 분당구 야탑로 26한국골프회관 4층 ||사단법인||||||한국골프장경영협회||||210104
한국스키장경영협회||||비영리법인||서울시 서초구 효령로 53||사단법인||||||한국스키장경영협회|길 18석탑오피스텔 401호|||210104
한국볼링경영자협회||||비영리법인||서울 강동구 양재대로 1397||사단법인||||||한국볼링경영자협회|(성내동)|||210104
한국골프연습장협회||||비영리법인||광진구 워커힐로 177||사단법인||||||한국골프연습장협회|3층 (워커힐호텔내 골프센터)|||210104
한국체력단련장협회||||비영리법인||송파구 오금로25길 23||사단법인||||||한국체력단련장협회|창성빌딩 202호|||210104
케이비엘||||비영리법인||서울시 강남구 도산대로 110||사단법인||||||케이비엘|(논현동) KBL 센터 5. 6층|||210104
대한승마경영자협회||||비영리법인||경기도 성남시 분당구 성남대로 171번길 17||사단법인||||||대한승마경영자협회||||210104
한국야구위원회||||비영리법인||서울시 강남구 강남대로 278||사단법인||||||한국야구위원회|(도곡동) 야구회관|||210104
한국대중골프장협회||||비영리법인||서울 강남구 논현로 18||사단법인||||||한국대중골프장협회|(개포동 지수빌딩) 5층|||210104
한국배구연맹||||비영리법인||서울시 마포구 월드컵북로 402||사단법인||||||한국배구연맹|(상암동) KGIT빌딩 10층|||210104
한국여자농구연맹||||비영리법인||서울시 강서구 공항대로 355||사단법인||||||한국여자농구연맹|(등촌동)|||210104
한국프로축구연맹||||비영리법인||서울시 종로구 경희궁길 46||사단법인||||||한국프로축구연맹|(신문로2가)축구회관 5층|||210104
한국프로골프협회||||비영리법인||경기도 성남시 분당구 운중로 121||사단법인||||||한국프로골프협회|KPGA 빌딩 10층|||210104
한국여자프로골프협회||||비영리법인||서울시 강남구 영동대로85길 13||사단법인||||||한국여자프로골프협회|(대치동) 송석빌딩 8층|||210104
세계태권도연맹||||비영리법인||서울 종로구 효자로 15||사단법인||||||세계태권도연맹|5층|||210104
